,price,address,street,agency,irl,image,surface-area,status,number-of-rooms,interior,plot-size,construction-period,garden-surface-area,postcode,date
1812,850,6835 EB Arnhem (Vredenburg),Studio Groningensingel 51,Magis Asset Management,/studio-for-rent/arnhem/89749417/groningensingel,https://media.pararius.nl/image/PR0001658000/PR0001658889/image/jpeg/400x600/ArnhemGroningensingel-efa0_1.jpg,40,,1,Upholstered,,,,6835EB,2021-11-02
1813,1250,9741 NE Groningen (Selwerd),Apartment Elzenlaan,HouseHunting Groningen,/apartment-for-rent/groningen/d4365b37/elzenlaan,https://casco-media-prod.global.ssl.fastly.net/d4365b37-7242-525e-b05b-df4da5023286/4f33de3ab3334c87c61b8506f78ca05e.jpg?width=600&auto=webp,90,,3,Upholstered,,,,9741NE,2021-11-02
1814,1295,5611 NA Eindhoven (Binnenstad),Apartment Stratumsedijk,Budget Housing,/apartment-for-rent/eindhoven/f9a8062f/stratumsedijk,https://media.pararius.nl/image/PR0001658000/PR0001658888/image/jpeg/400x600/EindhovenStratumsedijk-5f39_11.jpg,73,,2,Furnished,,,,5611NA,2021-11-02
1815,595,3028 GV Rotterdam (Oud Mathenesse),Room Hogenbanweg,Max Suites,/room-for-rent/rotterdam/3df54b70/hogenbanweg,https://casco-media-prod.global.ssl.fastly.net/3df54b70-e152-5cf9-baa7-641747be4ad2/011bff4fba63c1e6a6ac624aaa2cabc7.jpg?width=600&auto=webp,17,,1,Furnished,,,,3028GV,2021-11-02
1816,1350,1082 GV Amsterdam (Buitenveldert-West),Apartment Van Nijenrodeweg,Friedmann Housing,/apartment-for-rent/amsterdam/e6242623/van-nijenrodeweg,https://media.pararius.nl/image/PR0001658000/PR0001658887/image/jpeg/400x600/AmsterdamVanNijenrodeweg-2b2c_1.jpg,35,,2,Furnished,,,,1082GV,2021-11-02
1817,1450,3531 GE Utrecht (Lombok-West),House Daendelsstraat,Guntenaar Wonen,/house-for-rent/utrecht/94eb3d83/daendelsstraat,https://media.pararius.nl/image/PR0001658000/PR0001658886/image/jpeg/400x600/UtrechtDaendelsstraat-3204_2.jpg,80,,3,Furnished,,,,3531GE,2021-11-02
1818,1750,1017 WH Amsterdam (De Weteringschans),Apartment Utrechtsedwarsstraat,Maarschalk Makelaars,/apartment-for-rent/amsterdam/02f3e2f1/utrechtsedwarsstraat,https://media.pararius.nl/image/PR0001658000/PR0001658884/image/jpeg/400x600/AmsterdamUtrechtsedwarsstraat-6612_1.jpg,54,,2,Furnished,,,,1017WH,2021-11-02
1819,1750,3071 JL Rotterdam (Feijenoord),Apartment Nassaukade 20 R,Tweelwonen.nl Rotterdam,/apartment-for-rent/rotterdam/0d4e2c4d/nassaukade,https://casco-media-prod.global.ssl.fastly.net/0d4e2c4d-f4ec-52b2-a532-81919862253b/0d06808e4e88b5de0108498f377d378b.jpg?width=600&auto=webp,90,,2,Upholstered or furnished,,,,3071JL,2021-11-02
1820,1150,2721 KG Zoetermeer (Oosterheem-Zuid-West),Apartment Javalaan 439,Expat & Property Management,/apartment-for-rent/zoetermeer/d2c6b908/javalaan,https://casco-media-prod.global.ssl.fastly.net/d2c6b908-b066-56e3-b005-a57ae5fd1c8b/cb7d42c0ea892ec2162054f5704db35c.jpg?width=600&auto=webp,65,,2,Furnished,,,,2721KG,2021-11-02
1821,705,1824 DS Alkmaar (Huiswaard-2-Oost),Apartment Schinkelwaard,Wooove,/apartment-for-rent/alkmaar/f198767b/schinkelwaard,https://casco-media-prod.global.ssl.fastly.net/f198767b-b391-5316-883c-01fd2aaa4d43/771ac7bfe19d8c9a3a864b87ff722d45.jpg?width=600&auto=webp,40,,2,,,2016,,1824DS,2021-11-02
1822,768,5223 KE Den Bosch (De Schutskamp),Apartment Kooikersweg,HouseHunting Den Bosch,/apartment-for-rent/den-bosch/30e43554/kooikersweg,https://casco-media-prod.global.ssl.fastly.net/30e43554-4553-5359-9a7f-3334c1df0030/b2521967e258c28e9d8e2db0c49cce70.jpg?width=600&auto=webp,38,,1,Upholstered,,,,5223KE,2021-11-02
1823,1750,2512 CM Den Haag (Zuidwal),Apartment Boekhorststraat,Four Star Apartments,/apartment-for-rent/den-haag/2a8d5d06/boekhorststraat,https://media.pararius.nl/image/PR0001658000/PR0001658878/image/jpeg/400x600/DenHaagBoekhorststraat-3f5d_1.jpg,50,,2,Furnished,,,,2512CM,2021-11-02
1824,2500,1054 LB Amsterdam (Overtoomse Sluis),Apartment Frederiksstraat 27 B,Dutch Housing Centre BV,/apartment-for-rent/amsterdam/dbbcc624/frederiksstraat,https://casco-media-prod.global.ssl.fastly.net/dbbcc624-92b4-5ce1-b278-54118e7d4a3d/68d9a9c81d12737c965e8a0d3d76aaf1.jpg?width=600&auto=webp,81,,4,Furnished,,,,1054LB,2021-11-02
1825,1020,8031 HS Zwolle (Holtenbroek II),Apartment Porporastraat,Zizzo BV,/apartment-for-rent/zwolle/9250859d/porporastraat,https://media.pararius.nl/image/PR0001658000/PR0001658875/image/jpeg/400x600/ZwollePorporastraat-34d8_1.jpg,55,,2,Furnished,,,,8031HS,2021-11-02
1826,1350,2565 WV Den Haag (Bloemenbuurt-Oost),Apartment Berberisstraat 63,NEXT Beheer,/apartment-for-rent/den-haag/9699f8c1/berberisstraat,https://media.pararius.nl/image/PR0001658000/PR0001658874/image/jpeg/400x600/DenHaagBerberisstraat-54e7_16.jpg,93,,3,Shell,,,,2565WV,2021-11-02
1827,1600,3031 AG Rotterdam (Rubroek),Apartment Lombardkade 15,Fonzt,/apartment-for-rent/rotterdam/ec62f3d9/lombardkade,https://media.pararius.nl/image/PR0001658000/PR0001658873/image/jpeg/400x600/RotterdamLombardkade-1acd_15.jpg,90,,3,Furnished,,,,3031AG,2021-11-02
1828,1275,2516 GV Den Haag (Laakhaven-Oost),Apartment Van Leeuwenhoekstraat,123Wonen Den Haag,/apartment-for-rent/den-haag/7b6467a1/van-leeuwenhoekstraat,https://casco-media-prod.global.ssl.fastly.net/7b6467a1-9225-50ae-bb6e-539f2cd1efa9/40c27dec2afa0b92e7ad0d69815b06cf.jpg?width=600&auto=webp,84,,4,Upholstered,,,,2516GV,2021-11-02
1829,1395,5552 EP Valkenswaard (Het Gegraaf),House Nieuwe Waalreseweg 278,Tenant Huurwoningen,/house-for-rent/valkenswaard/6ac7a54a/nieuwe-waalreseweg,https://media.pararius.nl/image/PR0001658000/PR0001658872/image/jpeg/400x600/ValkenswaardNieuweWaalreseweg-d4e0_1.jpg,107,,5,Upholstered,,,,5552EP,2021-11-02
1830,1575,3021 DH Rotterdam (Middelland),Apartment Heemraadssingel,VERRA Real Estate Rotterdam,/apartment-for-rent/rotterdam/e9faa05a/heemraadssingel,https://casco-media-prod.global.ssl.fastly.net/e9faa05a-6f16-5d76-96ee-15625019a366/df5a266734c5d6891da6e025fdf61cce.jpg?width=600&auto=webp,75,,1,Furnished,,,,3021DH,2021-11-02
1831,550,4531 CL Terneuzen (Binnenstad-Java),House Korte Kerkstraat,Hopmans Wonen,/house-for-rent/terneuzen/f62963e7/korte-kerkstraat,https://casco-media-prod.global.ssl.fastly.net/f62963e7-c53d-53ff-88d3-d72249367df3/e2d8af2941133388488b4b784e0bb9eb.png?width=600&auto=webp,55,,2,Shell,,,,4531CL,2021-11-02
1832,1250,9713 HS Groningen (Gorechtbuurt),Apartment Jan Hissink Jansenstraat,Ben-s.nl verhuur en beheer,/apartment-for-rent/groningen/c0589362/jan-hissink-jansenstraat,https://casco-media-prod.global.ssl.fastly.net/c0589362-f706-5810-8231-1623b5c836c5/d6fba272a713104662e143422919c962.jpg?width=600&auto=webp,70,,3,Upholstered,,,,9713HS,2021-11-02
1833,2600,1082 GK Amsterdam (Buitenveldert-Oost),Apartment Van Leijenberghlaan,Rotsvast Amsterdam,/apartment-for-rent/amsterdam/751aba03/van-leijenberghlaan,https://casco-media-prod.global.ssl.fastly.net/751aba03-80df-5be1-96d4-e22f34abc55c/1b34dd6cb1d42d2e9559cc4377a4e742.jpg?width=600&auto=webp,110,,4,Furnished,,,,1082GK,2021-11-02
1834,1195,2311 JS Leiden (Levendaal-Oost),Apartment Korevaarstraat,JM verhuur,/apartment-for-rent/leiden/5eb42a24/korevaarstraat,https://casco-media-prod.global.ssl.fastly.net/5eb42a24-3344-566e-8410-63c0cc1ea0dc/7fd0199125bfe214a4005ef5612eced9.jpg?width=600&auto=webp,70,,2,Upholstered,,,,2311JS,2021-11-02
1835,5000,1017 WH Amsterdam (De Weteringschans),House Utrechtsedwarsstraat,Compass Housing Amsterdam,/house-for-rent/amsterdam/0955155e/utrechtsedwarsstraat,https://casco-media-prod.global.ssl.fastly.net/0955155e-ec24-5637-bb31-272124432d9b/6c52ac3799beaf135513b4a4ccaa8aba.jpg?width=600&auto=webp,125,,5,Furnished,,,,1017WH,2021-11-02
1836,671,6414 JB Heerlen (Vrieheide),Apartment Vrieheidepark 63,Heimstaden,/apartment-for-rent/heerlen/a7ed69ef/vrieheidepark,https://casco-media-prod.global.ssl.fastly.net/a7ed69ef-9197-59d0-9045-71a18d5893b4/0057a7bef5587110a503809c83fb2b7d.jpg?width=600&auto=webp,96,,3,Shell,,,,6414JB,2021-11-02
1837,2500,2518 HA Den Haag (Zeeheldenkwartier),Apartment Van Kinsbergenstraat 80,The Hague Real Estate Services,/apartment-for-rent/den-haag/e98cd109/van-kinsbergenstraat,https://casco-media-prod.global.ssl.fastly.net/e98cd109-5c81-5c61-9839-1103ae52e976/893681c9c794737c9fec3fc2d1fccc52.jpg?width=600&auto=webp,160,,7,Upholstered or furnished,,,,2518HA,2021-11-02
1838,655,5503 LV Veldhoven (Meerveldhoven),Apartment De Run 5106 22,Regio56 Makelaars & Huisvesting,/apartment-for-rent/veldhoven/4642a06c/de-run,https://casco-media-prod.global.ssl.fastly.net/4642a06c-07d6-5193-96a7-1d2cb0c52fe1/fde7dbc9fde45e24c8e29ec750bfcdd2.jpg?width=600&auto=webp,20,,1,Upholstered or furnished,,,,5503LV,2021-11-02
1839,995,6093 KD Heythuysen (Kern Heythuysen),House Pastoor van der Zandtstr 8,Wonen Limburg Accent,/house-for-rent/heythuysen/d9bcbe0b/pastoor-van-der-zandtstr,https://media.pararius.nl/image/PR0001658000/PR0001658845/image/jpeg/400x600/HeythuysenPastoorvanderZandtstr-8996_1.jpg,132,,3,Shell,,,,6093KD,2021-11-02
1840,2150,2042 AK Zandvoort (Boulevard Zuid),House Marisstraat,Rental Valley,/house-for-rent/zandvoort/73f0838b/marisstraat,https://casco-media-prod.global.ssl.fastly.net/73f0838b-6165-5de0-a96b-60c33764f87f/afbee09b8982098b78273fd956fc26a4.jpg?width=600&auto=webp,140,,3,Upholstered or furnished,,,,2042AK,2021-11-02
1841,1800,2585 DX Den Haag (Archipelbuurt),Apartment Burgemeester Kolfschotenlaan 106,Kimmel & Co. Makelaarskantoor o.g. b.v.,/apartment-for-rent/den-haag/fb92b97a/burgemeester-kolfschotenlaan,https://casco-media-prod.global.ssl.fastly.net/fb92b97a-ff71-5601-abef-27223cc5470d/5017081e9708958b8d0b769f7aea08b2.jpg?width=600&auto=webp,95,,3,Furnished,,,,2585DX,2021-11-02
1842,1600,2332 CA Leiden (Lage Mors),Apartment Verbeekstraat 5 F,Tweelwonen.nl Leiden,/apartment-for-rent/leiden/afdf0b39/verbeekstraat,https://casco-media-prod.global.ssl.fastly.net/afdf0b39-1418-5402-99cc-992b07c6f080/0b81e3893fa829140b322060b0fc460b.jpg?width=600&auto=webp,74,,2,Upholstered or furnished,,,,2332CA,2021-11-02
1843,1650,2332 CA Leiden (Lage Mors),Apartment Verbeekstraat 3 H,Tweelwonen.nl Leiden,/apartment-for-rent/leiden/e6086d12/verbeekstraat,https://casco-media-prod.global.ssl.fastly.net/e6086d12-718c-5c64-b110-74767e384cfa/b2c4a27a9e4dfe8bc39e5c95b72dba4b.jpg?width=600&auto=webp,68,,2,Upholstered or furnished,,,,2332CA,2021-11-02
1844,1650,2332 CA Leiden (Lage Mors),Apartment Verbeekstraat 1 A7,Tweelwonen.nl Leiden,/apartment-for-rent/leiden/cc91e4b7/verbeekstraat,https://casco-media-prod.global.ssl.fastly.net/cc91e4b7-f431-539d-8e17-ec64e5fdd28f/05bdbaa56fd01248304b0c33b07abe88.jpg?width=600&auto=webp,83,,2,Upholstered or furnished,,,,2332CA,2021-11-02
1845,1100,3311 TC Dordrecht (Bleijenhoek),Apartment Boomstraat 35,Stad en Land Makelaars,/apartment-for-rent/dordrecht/59523e02/boomstraat,https://casco-media-prod.global.ssl.fastly.net/59523e02-d60e-5002-98c5-f2279dc55789/db774fe3a0cfed38d127da9a41f45146.jpg?width=600&auto=webp,45,,1,Furnished,,,,3311TC,2021-11-02
1846,885,9934 ND Delfzijl (Steenbakkersbuurt),Apartment Vlamoven,Huurstek,/apartment-for-rent/delfzijl/bc273501/vlamoven,https://casco-media-prod.global.ssl.fastly.net/bc273501-9584-5f80-9d2f-7069b5d85b23/1e1d867a6968d6d0d0db36419d845bd2.jpg?width=600&auto=webp,98,,4,Shell,,,,9934ND,2021-11-02
1847,1075,6813 DM Arnhem (Heijenoord),Apartment Van Wageningenstraat,Huurstek,/apartment-for-rent/arnhem/219478ea/van-wageningenstraat,https://casco-media-prod.global.ssl.fastly.net/219478ea-18d2-50c4-bd1d-3aa452a4162a/0fa88dcfec8286e92251841cd12a9427.jpg?width=600&auto=webp,75,,3,,,1934,,6813DM,2021-11-02
1848,2595,1087 BS Amsterdam (IJburg West),Apartment IJburglaan 158,LIV Residential,/apartment-for-rent/amsterdam/4dab387d/ijburglaan,https://casco-media-prod.global.ssl.fastly.net/4dab387d-0ff2-55aa-933d-3fe545fd2906/98d21d8edbd5c2843b7055bff4b471c4.jpg?width=600&auto=webp,137,,5,Upholstered,,,,1087BS,2021-11-02
1849,1150,4611 TP Bergen op Zoom (Centrum),Apartment Kremerstraat,CS Wonen,/apartment-for-rent/bergen-op-zoom/18359730/kremerstraat,https://casco-media-prod.global.ssl.fastly.net/18359730-e763-54be-8b1a-d219b5e27b11/eb4e0d54e6d10570d111ed996618c138.jpg?width=600&auto=webp,81,,3,Upholstered,,,,4611TP,2021-11-02
1850,2250,1015 GZ Amsterdam (Jordaan),Apartment Lijnbaansgracht 91 B,Amsterdam Housing,/apartment-for-rent/amsterdam/c13fcfca/lijnbaansgracht,https://casco-media-prod.global.ssl.fastly.net/c13fcfca-6617-5e04-a8af-cee95f812fd1/72cb4b9149603ff49f5f7d15f37c02d7.png?width=600&auto=webp,50,,2,Furnished,,,,1015GZ,2021-11-02
1851,1370,2545 GM Den Haag (Morgenstond-West),Apartment Leyweg,Immovita,/apartment-for-rent/den-haag/15bbcada/leyweg,https://casco-media-prod.global.ssl.fastly.net/15bbcada-c68e-50ba-8c06-7ad8700dc184/64ca9a0f8b319b9dd465f48b7cc3c1da.jpg?width=600&auto=webp,115,,4,Upholstered,,,,2545GM,2021-11-02
1852,1175,2517 RC Den Haag (Sweelinckplein en omgeving),Apartment Galvanistraat,Karens Real Estate,/apartment-for-rent/den-haag/010e67fc/galvanistraat,https://casco-media-prod.global.ssl.fastly.net/010e67fc-18b9-571d-8e18-7eed6438495d/f5ccaa4da75e8a1129118840557b63b7.jpg?width=600&auto=webp,102,,2,Upholstered,,,,2517RC,2021-11-02
1853,1225,2202 EZ Noordwijk (Dorpskern),Apartment Hoofdstraat,Tameling Verhuur,/apartment-for-rent/noordwijk-zh/1f64128d/hoofdstraat,https://casco-media-prod.global.ssl.fastly.net/1f64128d-45b9-535b-b286-add86d963929/e86e6a62892e0e748c0a0034adea1810.jpg?width=600&auto=webp,90,,3,Furnished,,,,2202EZ,2021-11-02
1854,931,5021 GE Tilburg (Broekhoven I),Apartment Geefhuishof,BVwonen,/apartment-for-rent/tilburg/8aaa0f68/geefhuishof,https://casco-media-prod.global.ssl.fastly.net/8aaa0f68-a6bb-5f5f-ac42-8a4d6a0b6094/8cbea165608b1b2ae47f4e8fda9df7a3.jpg?width=600&auto=webp,51,,2,,,,,5021GE,2021-11-02
1855,2300,2023 AH Haarlem (Kleverpark-zuid),Apartment Van der Vinnestraat 4 RD,J.J. van der Heide Beheer B.V.,/apartment-for-rent/haarlem/7b58c6d1/van-der-vinnestraat,https://media.pararius.nl/image/PR0001658000/PR0001658835/image/jpeg/400x600/HaarlemVanderVinnestraat-f7a6_1.jpg,134,,4,Upholstered,,,,2023AH,2021-11-02
1856,1495,5263 EC Vught (Schoonveld),Apartment Helvoirtseweg,HouseHunting Den Bosch,/apartment-for-rent/vught/e3a5f909/helvoirtseweg,https://casco-media-prod.global.ssl.fastly.net/e3a5f909-fb52-5bd1-86c7-715b720ce46c/4b7001f9edd90521c356a50e2503ddb7.jpg?width=600&auto=webp,100,,4,Upholstered,,,,5263EC,2021-11-02
1857,1850,1181 GD Amstelveen (Randwijck Oost),Apartment Flevolaan,Klok Real Estate,/apartment-for-rent/amstelveen/2c042c7b/flevolaan,https://media.pararius.nl/image/PR0001658000/PR0001658834/image/jpeg/400x600/AmstelveenFlevolaan-acb9_1.jpg,85,,3,Furnished,,,,1181GD,2021-11-02
1858,350,4331 CJ Middelburg (Abdij),Room Korte Noordstraat,Rotsvast Middelburg,/room-for-rent/middelburg/0a019cfd/korte-noordstraat,https://casco-media-prod.global.ssl.fastly.net/0a019cfd-b6f3-5c3d-85c3-adc38473f184/254eb56aa9f51bdc4583f4526fb2e876.jpg?width=600&auto=webp,9,,1,Upholstered,,,,4331CJ,2021-11-02
1859,1975,2514 BW Den Haag (Voorhout),Apartment Smidswater 9,Steenks & Van Deelen makelaars - taxateurs,/apartment-for-rent/den-haag/d960e277/smidswater,https://casco-media-prod.global.ssl.fastly.net/d960e277-8427-52cf-b7c0-30043710d319/6410bf363fd59627139d1a7519936e79.jpg?width=600&auto=webp,140,,4,Upholstered or furnished,,,,2514BW,2021-11-02
1860,1550,2332 CA Leiden (Lage Mors),Apartment Verbeekstraat 7,Tweelwonen.nl Leiden,/apartment-for-rent/leiden/01606b88/verbeekstraat,https://casco-media-prod.global.ssl.fastly.net/01606b88-2306-5000-b456-83985f9fcc6d/2eea7bfeb95c80096c828e1841164c6a.jpg?width=600&auto=webp,69,,2,Upholstered or furnished,,,,2332CA,2021-11-02
1861,2000,1052 XZ Amsterdam (Frederik Hendrikbuurt),Apartment Frederik Hendrikplantsoen 100,Amsterdam Housing,/apartment-for-rent/amsterdam/a6da61cc/frederik-hendrikplantsoen,https://casco-media-prod.global.ssl.fastly.net/a6da61cc-1a9d-5c20-bb56-bc95c2008a7b/6fb28fce0d9e65d5635e3c7ffea252ab.jpg?width=600&auto=webp,70,,4,Upholstered or furnished,,,,1052XZ,2021-11-02
1862,1250,6221 BL Maastricht (Wyck),Apartment Wilhelminasingel,Van Gerwen Housing,/apartment-for-rent/maastricht/9bb14edc/wilhelminasingel,https://casco-media-prod.global.ssl.fastly.net/9bb14edc-85b0-5a8b-8907-5eb91d4673ef/827d92eaa090953e32edfbaba3ef8d4c.jpg?width=600&auto=webp,41,,2,Furnished,,,,6221BL,2021-11-02
1863,1075,6828 CE Arnhem (Hommelstraat),Apartment Steenstraat 73 b,'t Mauritshuis Makelaars,/apartment-for-rent/arnhem/7200df13/steenstraat,https://casco-media-prod.global.ssl.fastly.net/7200df13-4f49-56a6-b725-a44e17f7c5f6/4069e1a7364054f703457fdffa0fd0ed.jpg?width=600&auto=webp,60,,3,Upholstered,,,,6828CE,2021-11-02
1864,1095,5211 KP Den Bosch (Binnenstad-Centrum),Apartment Korte Putstraat,HouseHunting Den Bosch,/apartment-for-rent/den-bosch/7e0fba78/korte-putstraat,https://casco-media-prod.global.ssl.fastly.net/7e0fba78-de16-5af2-b9ae-c6a30f1c8ad5/75c5eaeae00e4293f0d2005de459767e.jpg?width=600&auto=webp,74,,2,Upholstered,,,,5211KP,2021-11-02
1865,800,2905 TX Capelle aan den IJssel (Wormerhoek),House Wormerhoek 10 P,iResidence,/house-for-rent/capelle-aan-den-ijssel/1680b3e3/wormerhoek,https://casco-media-prod.global.ssl.fastly.net/1680b3e3-8c02-50e5-8946-602e09b48f1c/a310ad347bb7884577788d0fe173c2ab.jpg?width=600&auto=webp,42,,1,Upholstered,,,,2905TX,2021-11-02
1866,1615,1062 KS Amsterdam (Westlandgracht),Apartment Koningin Wilhelminaplein,Boonstra Heijmeijer Makelaars,/apartment-for-rent/amsterdam/8b110540/koningin-wilhelminaplein,https://casco-media-prod.global.ssl.fastly.net/8b110540-864b-5800-bc61-eef9b4d7c989/dc6ffc0ff3235bf895d5afb825f082b8.jpg?width=600&auto=webp,80,,3,Upholstered,,,,1062KS,2021-11-02
1867,1850,1017 RS Amsterdam (De Weteringschans),Apartment Zieseniskade 9 H,Vastgoed Unie Makelaardij ,/apartment-for-rent/amsterdam/82164813/zieseniskade,https://casco-media-prod.global.ssl.fastly.net/82164813-3aee-59df-b0b7-415112573dfa/25aaf0d421bd53604520766e10cd0221.jpg?width=600&auto=webp,90,,3,Furnished,,,,1017RS,2021-11-02
1868,2650,2595 DD Den Haag (Rivierenbuurt-Noord),Apartment Anna van Buerenplein,Interhouse verhuurmakelaars Den Haag,/apartment-for-rent/den-haag/9c4ff93a/anna-van-buerenplein,https://casco-media-prod.global.ssl.fastly.net/9c4ff93a-feee-50d2-a2ca-fce12f6f2c54/4e668b8bc9d0f6327ca11736878f381a.jpg?width=600&auto=webp,120,,4,Furnished,,,,2595DD,2021-11-02
1869,1450,1095 MB Amsterdam (Zeeburgereiland/Nieuwe Diep),Apartment John Blankensteinstraat 139 B,Linger OG,/apartment-for-rent/amsterdam/b72b054e/john-blankensteinstraat,https://casco-media-prod.global.ssl.fastly.net/b72b054e-2546-5755-b085-6f8c86ce7271/587a83d7d148743bf9657bf47005fa5b.jpg?width=600&auto=webp,57,,3,Upholstered,,,,1095MB,2021-11-02
1870,1990,2011 DG Haarlem (Binnenstad),Apartment Gravinnesteeg,123Wonen Haarlem,/apartment-for-rent/haarlem/a8275977/gravinnesteeg,https://casco-media-prod.global.ssl.fastly.net/a8275977-5c60-52c1-b24d-a7e25e923529/2788e3a7b10199f0183d13f78d32eb9f.jpg?width=600&auto=webp,93,,3,Upholstered,,,,2011DG,2021-11-02
1871,2350,1071 DM Amsterdam (Museumkwartier),Apartment Johannes Vermeerstraat 51 II,Dutch Housing Centre BV,/apartment-for-rent/amsterdam/b39d6d04/johannes-vermeerstraat,https://casco-media-prod.global.ssl.fastly.net/b39d6d04-abaa-5aae-a0f0-4b4399c56096/3748dc867e6d5a8cc2da9b12883eeedc.jpg?width=600&auto=webp,110,,3,Upholstered,,,,1071DM,2021-11-02
1872,1550,3581 KW Utrecht (Oudwijk),Apartment Burgemeester Reigerstraat,LEF Makelaars,/apartment-for-rent/utrecht/71397fa8/burgemeester-reigerstraat,https://casco-media-prod.global.ssl.fastly.net/71397fa8-cb24-5ebf-9879-493867e54faa/e1e203a7389eee2cba0d334b6cb5f135.jpg?width=600&auto=webp,70,,2,,,1903,,3581KW,2021-11-02
1873,1350,1403 ND Bussum (Wester Eng),Apartment Korte Heul 185,Great Expatation,/apartment-for-rent/bussum/a282f2ea/korte-heul,https://media.pararius.nl/image/PR0001658000/PR0001658833/image/jpeg/400x600/BussumKorteHeul-669e_1.jpg,72,,3,Furnished,,,,1403ND,2021-11-02
1874,1400,1017 BP Amsterdam (Grachtengordel-Zuid),Studio Herengracht,Housing Agency,/studio-for-rent/amsterdam/b8247f96/herengracht,https://casco-media-prod.global.ssl.fastly.net/b8247f96-49ae-5329-859b-c6643dca689a/5206d8ccb827691a5c9f41088496c292.jpg?width=600&auto=webp,45,,1,Furnished,,,,1017BP,2021-11-02
1875,1195,2611 RD Delft (Centrum-Zuidwest),Apartment Clarenstraat,Rotsvast Delflanden,/apartment-for-rent/delft/521bc199/clarenstraat,https://casco-media-prod.global.ssl.fastly.net/521bc199-3c5a-5755-ba50-89b50c00f49f/9f1a4890bdba838d846cc9d0d0414209.jpg?width=600&auto=webp,45,,2,Furnished,,,,2611RD,2021-11-02
1876,1450,3231 CM Brielle (Noord Meeuwenoord),Apartment Rochus Meeuwiszweg,HB Housing ,/apartment-for-rent/brielle/d89495cc/rochus-meeuwiszweg,https://casco-media-prod.global.ssl.fastly.net/d89495cc-05dc-5563-b1a3-94325d42b971/b30c9949a7038f13548ad54d9056a351.jpg?width=600&auto=webp,100,,3,Upholstered or furnished,,,,3231CM,2021-11-02
1877,1500,3231 XC Brielle (Brielle),Apartment Clarissenstraat 31,HB Housing ,/apartment-for-rent/brielle/b884d491/clarissenstraat,https://casco-media-prod.global.ssl.fastly.net/b884d491-2966-5d85-b3b8-166d5518b545/1e80c53f16ace28499812e95c52b310c.jpg?width=600&auto=webp,93,,3,Upholstered or furnished,,,,3231XC,2021-11-02
1878,1500,3231 CP Brielle (Noord Meeuwenoord),Apartment Ripperdaweg 4,HB Housing ,/apartment-for-rent/brielle/3e39b96e/ripperdaweg,https://casco-media-prod.global.ssl.fastly.net/3e39b96e-f55c-519b-a706-956d5328b2f1/53736ac7771f04b6836a6eb2d9836c7d.jpg?width=600&auto=webp,90,,3,Upholstered or furnished,,,,3231CP,2021-11-02
1879,1400,3232 PE Brielle (Nieuwland),Apartment Bieningen 13,HB Housing ,/apartment-for-rent/brielle/cd715a4d/bieningen,https://casco-media-prod.global.ssl.fastly.net/cd715a4d-0184-58cc-b948-41db6109506d/d96728c2769f39167eb14cd49339211c.jpg?width=600&auto=webp,67,,4,Upholstered or furnished,,,,3232PE,2021-11-02
1880,1450,2274 EM Voorburg (Voorburg Noord zuid),Apartment Laan van Nieuw Oosteinde,Schuyffel Makelaardij,/apartment-for-rent/voorburg/3848b188/laan-van-nieuw-oosteinde,https://casco-media-prod.global.ssl.fastly.net/3848b188-3413-5b11-9cdd-087c3ccf94f4/9bb02222bf91bf09e85666655768c064.jpg?width=600&auto=webp,67,,3,Upholstered,,,,2274EM,2021-11-02
1881,1400,3063 BA Rotterdam (Struisenburg),Apartment Elisabethstraat,Expat Housing Rotterdam,/apartment-for-rent/rotterdam/a104d17b/elisabethstraat,https://casco-media-prod.global.ssl.fastly.net/a104d17b-8ef1-59c8-b2b5-2d570592f9aa/e8d75b5a016f90c6bf1c3fc333254db5.jpg?width=600&auto=webp,85,,3,Furnished,,,,3063BA,2021-11-02
1882,2500,1071 BX Amsterdam (Museumkwartier),Apartment Pieter Cornelisz. Hooftstraat,NOORESTATE,/apartment-for-rent/amsterdam/378f091c/pieter-cornelisz-hooftstraat,https://casco-media-prod.global.ssl.fastly.net/378f091c-622c-5d31-a3b3-1f535d128f3c/cf6d85096f1a5a79dc787f6d5a521e65.jpg?width=600&auto=webp,68,,3,Furnished,,,,1071BX,2021-11-02
1883,1650,1441 ZM Purmerend (Gors-Noord),House De Wherelanden,RELO Wonen,/house-for-rent/purmerend/80ff4a26/de-wherelanden,https://media.pararius.nl/image/PR0001658000/PR0001658828/image/jpeg/400x600/PurmerendDeWherelanden-95ec_1.jpg,126,,4,Upholstered,,,,1441ZM,2021-11-02
1884,2250,2252 EJ Voorschoten (Bloemenwijk),House Papelaan,De Verhuurmakelaar,/house-for-rent/voorschoten/07f03c70/papelaan,https://media.pararius.nl/image/PR0001658000/PR0001658826/image/jpeg/400x600/VoorschotenPapelaan-876a_1.jpg,175,,6,Upholstered,,,,2252EJ,2021-11-02
1885,2850,1011 GS Amsterdam (Nieuwmarkt/Lastage),Apartment Krom Boomssloot 59 E,Amsterdam Housing,/apartment-for-rent/amsterdam/a5564b47/krom-boomssloot,https://casco-media-prod.global.ssl.fastly.net/a5564b47-7307-5e29-bcd9-83ccc8f57d2c/f388438e828b3314f4d21ece5ce2c498.jpg?width=600&auto=webp,125,,3,Furnished,,,,1011GS,2021-11-02
