,price,address,street,agency,irl,image,Living area,Rooms,Year of construction,interior,status,garden area,plot area,postcode,date
1610,795,3313 BA Dordrecht (Merwedepolder-Oost),Apartment Boterdiepstraat,NederWoon verhuurmakelaars Nijmegen,/apartment-for-rent/dordrecht/39a96eb8/boterdiepstraat,https://casco-media-prod.global.ssl.fastly.net/39a96eb8-c76f-59c1-bc14-92572d09ed37/dcc9594bae1cded131d8e2f049257b69.jpg?width=600&auto=webp,70,3,,Shell,,,,3313BA,2021-08-30
1611,1750,1079 LL Amsterdam (Rijnbuurt),House Amsteldijk 275,Amsterdam Housing,/house-for-rent/amsterdam/79a6c6de/amsteldijk,https://casco-media-prod.global.ssl.fastly.net/79a6c6de-055b-5484-b429-112aaaa3d4a6/cf8a3b550181cb4b22cb067f85f8eb29.jpg?width=600&auto=webp,90,2,2005,,,,90 m²,1079LL,2021-08-30
1612,1495,6251 NA Eckelrade (Eckelrade),House Dorpsstraat,Rotsvast Maastricht,/house-for-rent/eckelrade/2de9ce64/dorpsstraat,https://casco-media-prod.global.ssl.fastly.net/2de9ce64-9d51-57ec-8b41-70329d8ee356/2340d46d7b5875749b0ac8e3c37efb66.jpg?width=600&auto=webp,85,4,,Furnished,,,,6251NA,2021-08-30
1613,4950,1071 LW Amsterdam (Museumkwartier),Apartment Wouwermanstraat,Interhouse verhuurmakelaars Amsterdam,/apartment-for-rent/amsterdam/23a07641/wouwermanstraat,https://casco-media-prod.global.ssl.fastly.net/23a07641-51c1-54c5-97ee-8144312829bc/19ddd0524a2e0e78be0199802b861992.jpg?width=600&auto=webp,195,5,,Upholstered,,,,1071LW,2021-08-30
1614,975,9721 RK Groningen (De Wijert),Apartment Nicolaas Beetsstraat,ViaDaan,/apartment-for-rent/groningen/9d1af104/nicolaas-beetsstraat,https://casco-media-prod.global.ssl.fastly.net/9d1af104-8020-51b9-8ac6-108999105576/30275256c5f9566c818b2cbfabc5e785.jpg?width=600&auto=webp,68,3,1963,Furnished,,,,9721RK,2021-08-30
1615,1350,3035 TB Rotterdam (Oude Noorden),Apartment Bergstraat 33,NEXT Beheer,/apartment-for-rent/rotterdam/c678b573/bergstraat,https://media.pararius.nl/image/PR0001657000/PR0001657816/image/jpeg/400x600/RotterdamBergstraat-00ac_1.jpg,82,3,1987,Shell,,,,3035TB,2021-08-30
1616,1850,6211 TA Maastricht (Binnenstad),Apartment Helmstraat,Prohousing,/apartment-for-rent/maastricht/42abe512/helmstraat,https://casco-media-prod.global.ssl.fastly.net/42abe512-8d3c-5401-9067-dc88c3e9115d/f6557d183030eee32f95201f8044ee61.png?width=600&auto=webp,109,3,,Upholstered,,,,6211TA,2021-08-30
1617,1400,5628 AD Eindhoven (Woenselse Heide),Apartment Nederlandplein,Interhouse verhuurmakelaars Eindhoven,/apartment-for-rent/eindhoven/3e7433bf/nederlandplein,https://casco-media-prod.global.ssl.fastly.net/3e7433bf-4885-5e82-b859-35ca9cae78eb/19f8465a2b4aeb60d5f1f772e162147f.jpg?width=600&auto=webp,87,3,,Upholstered,,,,5628AD,2021-08-30
1618,2800,1016 VA Amsterdam (Jordaan),Apartment Elandsgracht 110 3,Grand Relocation,/apartment-for-rent/amsterdam/ac74abfd/elandsgracht,https://casco-media-prod.global.ssl.fastly.net/ac74abfd-7d9b-5290-afd3-7cdd614062b3/812384ca32a527d1da543994dc6d76d4.jpg?width=600&auto=webp,95,4,1918,Furnished,,,,1016VA,2021-08-30
1619,1500,1066 GG Amsterdam (Sloter-/Riekerpolder),Apartment Duke Ellingtonstraat,Houses4let,/apartment-for-rent/amsterdam/125426ea/duke-ellingtonstraat,https://casco-media-prod.global.ssl.fastly.net/125426ea-7bf9-5860-8305-28e7bc647828/cea21ce8ccd3dcf3ab0c7a7a3641fb65.jpg?width=600&auto=webp,79,2,1992,Furnished,,,,1066GG,2021-08-30
1620,960,6703 AT Wageningen (Veluvia),Apartment Wilhelminaweg,NederWoon verhuurmakelaars Arnhem,/apartment-for-rent/wageningen/da95bd21/wilhelminaweg,https://casco-media-prod.global.ssl.fastly.net/da95bd21-6fae-54ba-8553-864bc85e0ae5/5abbc0b085311b6caad5a0632e60dd3c.jpg?width=600&auto=webp,75,2,,Upholstered,,,,6703AT,2021-08-30
1621,1950,2586 KL Den Haag (Scheveningen Badplaats),Apartment Rederserf 9,ViaDaan,/apartment-for-rent/den-haag/087525e2/rederserf,https://casco-media-prod.global.ssl.fastly.net/087525e2-146c-5754-b74a-179c524c0962/609bc5554693b6b11c137d8feea43210.jpg?width=600&auto=webp,120,5,1978,Upholstered,,,,2586KL,2021-08-30
1622,1250,1647 DR Berkhout (Berkhout Verspreide huizen Zuid),House De Hulk 6 A,ViaDaan,/house-for-rent/berkhout/a5b731b8/de-hulk,https://casco-media-prod.global.ssl.fastly.net/a5b731b8-45ab-569c-9a4b-9b0a01019486/56bb8b96526dc88c546fbb8d111f1616.jpg?width=600&auto=webp,130,4,2004,Furnished,,,,1647DR,2021-08-30
1623,1475,3511 NH Utrecht (Springweg en omgeving Geertebuurt),Apartment Oudegracht 203 II,ViaDaan,/apartment-for-rent/utrecht/af499d1a/oudegracht,https://casco-media-prod.global.ssl.fastly.net/af499d1a-4004-537c-ab23-426cd0781023/f5dfa27933ca5de947b541b306094a09.jpg?width=600&auto=webp,56,2,1897,Furnished,,,,3511NH,2021-08-30
1624,1700,2316 ET Leiden (Groenoord),Apartment Eschertoren 4 C,Tweelwonen.nl Leiden,/apartment-for-rent/leiden/1b58165c/eschertoren,https://casco-media-prod.global.ssl.fastly.net/1b58165c-dae2-5ad1-8e7a-a99c6d447761/0ff30458d46a3188ab43cd6e047a08a6.jpg?width=600&auto=webp,84,3,2016,Upholstered or furnished,,,,2316ET,2021-08-30
1625,2650,2564 RE Den Haag (Eykenduinen),Apartment Pippelingstraat 109,Premium Huis Vastgoed B.V.,/apartment-for-rent/den-haag/dc81aba4/pippelingstraat,https://casco-media-prod.global.ssl.fastly.net/dc81aba4-3cea-5dfb-9b8b-e8dcdd56e71b/f016c58f45f42e22fa032cf73ecabdd6.jpg?width=600&auto=webp,166,6,1934,Upholstered,,,,2564RE,2021-08-30
1626,3750,2242 BZ Wassenaar (De Paauw),House Lange Kerkdam,Ineke Schokker Makelaardij o.g.,/house-for-rent/wassenaar/686a9870/lange-kerkdam,https://casco-media-prod.global.ssl.fastly.net/686a9870-3251-55a9-a02c-934d285dade7/41412da98aedd57ef75689d3059b0336.jpg?width=600&auto=webp,243,6,1921,,,1000,,2242BZ,2021-08-30
1627,1250,1811 CM Alkmaar (Binnenstad-Oost),House Oudegracht 82,072wonen,/house-for-rent/alkmaar/77d3ffef/oudegracht,https://casco-media-prod.global.ssl.fastly.net/77d3ffef-96cd-5a3f-8422-ed745b6d7a01/561593ac1ce1ae3e53d4d381ec6802d2.jpg?width=600&auto=webp,90,2,1885,,,,62 m²,1811CM,2021-08-30
1628,1200,3645 DX Vinkeveen (Vinkeveen Plassengebied),House Herenweg,Stam Vastgoed,/house-for-rent/vinkeveen/a6a22e41/herenweg,https://casco-media-prod.global.ssl.fastly.net/a6a22e41-f2fc-5187-b83b-7679e324c0f2/85b815e841bfc8ee63e164c48eb5fca6.jpg?width=600&auto=webp,50,2,2000,,,,250 m²,3645DX,2021-08-30
1629,2500,4811 HP Breda (Chassé),House Nonnenveld,Rotsvast Breda,/house-for-rent/breda/109a872a/nonnenveld,https://casco-media-prod.global.ssl.fastly.net/109a872a-6eac-5727-a36a-31bea0fdc9c0/a2ee6d0bc927895e9912042407804a0f.jpg?width=600&auto=webp,168,5,2001,Upholstered,,,,4811HP,2021-08-30
1630,1300,3131 LK Vlaardingen (Indische Buurt),Apartment Billitonlaan,Marktpand,/apartment-for-rent/vlaardingen/450d0c54/billitonlaan,https://casco-media-prod.global.ssl.fastly.net/450d0c54-502d-5f59-af59-2706c285ad70/4033a1695b0ac7886141e2164f7f1870.jpg?width=600&auto=webp,97,4,1952,Upholstered or furnished,,,,3131LK,2021-08-30
1631,1100,1941 BS Beverwijk (Koningstraat),Apartment Begijnenstraat 20,Ron Schipper Makelaardij,/apartment-for-rent/beverwijk/e6d03cb9/begijnenstraat,https://casco-media-prod.global.ssl.fastly.net/e6d03cb9-7d57-5d31-8525-c90e8f71299b/09de596d7ca9dfa1713d52ea04388005.jpg?width=600&auto=webp,45,2,,,,,,1941BS,2021-08-30
1632,1149,3015 EA Rotterdam (Oude Westen),House Rochussenstraat 9 E,Woonstad Rotterdam,/house-for-rent/rotterdam/9d68ab53/rochussenstraat,https://casco-media-prod.global.ssl.fastly.net/9d68ab53-9e9a-5ec8-a435-6cd2d27b1016/2463831f3b8117e4e7bff34dc7729fbb.jpg?width=600&auto=webp,94,3,1994,Shell,,,,3015EA,2021-08-30
1633,2500,6212 CA Maastricht (Villapark),House Sint Willibrordusstraat,Star Housing,/house-for-rent/maastricht/5a43ecfd/sint-willibrordusstraat,https://casco-media-prod.global.ssl.fastly.net/5a43ecfd-2c38-5aca-b3e1-b0f3dcd8d43c/b9ce417221fccbb5e4166814b3b4070d.jpg?width=600&auto=webp,125,6,,Upholstered,,,,6212CA,2021-08-30
1634,1295,4811 MB Breda (Schorsmolen),Apartment Donkvaart,Hopmans Wonen,/apartment-for-rent/breda/8b083d69/donkvaart,https://casco-media-prod.global.ssl.fastly.net/8b083d69-1d62-560a-90d3-9dafa77b9660/1702d6927238c6101a896436c9d6a4c1.jpg?width=600&auto=webp,95,3,,Shell,,,,4811MB,2021-08-30
1635,2975,1092 AP Amsterdam (Oosterparkbuurt),Apartment Oosterpark 57 III,Makelaarskantoor Carla van den Brink,/apartment-for-rent/amsterdam/c6114d8c/oosterpark,https://casco-media-prod.global.ssl.fastly.net/c6114d8c-2446-5bcb-9bc2-14b70347f220/06ccd320806232dcf049c072a7ecbca1.jpg?width=600&auto=webp,115,5,1894,Upholstered,,,,1092AP,2021-08-30
1636,935,6414 TK Heerlen (Uterweg),House Italiëlaan,HouseHunting Parkstad,/house-for-rent/heerlen/92762a98/italielaan,https://casco-media-prod.global.ssl.fastly.net/92762a98-a47f-5adf-b447-98766a53cd69/203ef0d3b78047b2bc013245b3890849.jpg?width=600&auto=webp,128,6,1962,,,,147 m²,6414TK,2021-08-30
1637,2800,1071 LJ Amsterdam (Museumkwartier),Apartment Jan Willem Brouwersstraat 8 3,Engel en Volkers Amsterdam ,/apartment-for-rent/amsterdam/192952de/jan-willem-brouwersstraat,https://casco-media-prod.global.ssl.fastly.net/192952de-431b-5343-a3ff-4cbf452dff6d/e907e8e47cd825bc6fe5accf3af42af6.jpg?width=600&auto=webp,64,2,1900,Furnished,,,,1071LJ,2021-08-30
1638,2150,3581 EK Utrecht (Buiten Wittevrouwen),Apartment Mgr. van de Weteringstraat 64,Stadsdaemes onroerend goed ,/apartment-for-rent/utrecht/b4df0589/mgr-van-de-weteringstraat,https://casco-media-prod.global.ssl.fastly.net/b4df0589-fd8e-5e51-8a3b-5168643eef9d/ecf3c71c23b65e67c1e7e85dda753a8e.jpg?width=600&auto=webp,100,3,2019,,,18,,3581EK,2021-08-30
1639,1550,3514 BG Utrecht (Vogelenbuurt),Apartment Gruttersdijk 16,Stadsdaemes onroerend goed ,/apartment-for-rent/utrecht/ea61c9d4/gruttersdijk,https://casco-media-prod.global.ssl.fastly.net/ea61c9d4-e378-5be2-8813-dfc60e83e60d/9dfd8dda563715980cdeaf9495290506.jpg?width=600&auto=webp,88,1,1962,,,6,,3514BG,2021-08-30
1640,2650,1018 GZ Amsterdam (Weesperbuurt/Plantage),Apartment Prof. Tulpstraat 3 A,Rappange Makelaardij,/apartment-for-rent/amsterdam/b7aa88a6/prof-tulpstraat,https://casco-media-prod.global.ssl.fastly.net/b7aa88a6-3948-5a6a-a575-0749f2176e1a/d1decd0381d8214eb21a7668b763aa49.jpg?width=600&auto=webp,140,4,1991-2000,Upholstered,,,,1018GZ,2021-08-30
1641,1250,3031 BB Rotterdam (Rubroek),Apartment Boezemkade 347,Velthaak en Keijzer Makelaars,/apartment-for-rent/rotterdam/f72a1d59/boezemkade,https://casco-media-prod.global.ssl.fastly.net/f72a1d59-422b-5f47-a6d5-6e4455bf353a/09834e0eb61f10e8ab4eb671a9a0e018.jpg?width=600&auto=webp,82,3,2005,Upholstered,,,,3031BB,2021-08-30
1642,1450,2015 AK Haarlem (Bloemenbuurt),Apartment Narcisplantsoen,Koops Makelaardij,/apartment-for-rent/haarlem/ff607b49/narcisplantsoen,https://casco-media-prod.global.ssl.fastly.net/ff607b49-714b-5299-bd46-3d0654d48e55/8d2e606ae9b2fa060ab05a97bbc149e4.jpg?width=600&auto=webp,76,3,1981-1990,Furnished,,,,2015AK,2021-08-30
1643,980,2611 CP Delft (Centrum),Apartment Brabantse Turfmarkt 82 48,Björnd Makelaardij,/apartment-for-rent/delft/bd547aa3/brabantse-turfmarkt,https://casco-media-prod.global.ssl.fastly.net/bd547aa3-2223-5e59-a26d-29dfeb100943/d167b57eb86641b0005bb89c07f927ae.jpg?width=600&auto=webp,34,2,Before 1906,,,28,,2611CP,2021-08-30
1644,1250,2624 LH Delft (Aart van der Leeuwbuurt),Apartment Aart van der Leeuwlaan 202,Björnd Makelaardij,/apartment-for-rent/delft/e4b0757e/aart-van-der-leeuwlaan,https://casco-media-prod.global.ssl.fastly.net/e4b0757e-b16e-51d9-af2e-90ea480b796e/6d2137917e92c951216dc126e8a3d617.jpg?width=600&auto=webp,103,4,1971-1980,,,12,,2624LH,2021-08-30
1645,1550,1065 LG Amsterdam (Slotervaart Zuid),Apartment Louis Bouwmeesterstraat 214,Huizenbalie.nl,/apartment-for-rent/amsterdam/968d14f7/louis-bouwmeesterstraat,https://casco-media-prod.global.ssl.fastly.net/968d14f7-5985-5e1d-8c8c-c82697a36a48/1366acf9a292c0013526e95f0adf8a97.jpg?width=600&auto=webp,77,3,1958,,,2800,,1065LG,2021-08-30
1646,1095,3083 RC Rotterdam (Carnisse),Apartment Ebenhaëzerstraat,At Home Vastgoed Beheer BV,/apartment-for-rent/rotterdam/e3dbca0c/ebenhaezerstraat,https://casco-media-prod.global.ssl.fastly.net/e3dbca0c-1c65-584e-b964-8bfc319f3da8/ef7834be2dea4594367428b87bebd85e.jpg?width=600&auto=webp,79,3,,Upholstered,,,,3083RC,2021-08-30
1647,1850,1017 VH Amsterdam (Grachtengordel-Zuid),Apartment Utrechtsestraat 37 II,AHA (Another Home Abroad),/apartment-for-rent/amsterdam/8778af25/utrechtsestraat,https://casco-media-prod.global.ssl.fastly.net/8778af25-883b-5350-9436-ec55035d146e/11dd51a609b1fbb5036d4e9b9c57442a.jpg?width=600&auto=webp,57,3,Before 1906,Upholstered,,,,1017VH,2021-08-30
1648,1650,6605 DH Wijchen (De Lingert),House de Lingert 5222,Theo Sanders Dienstverlening,/house-for-rent/wijchen/8bb8a460/de-lingert,https://media.pararius.nl/image/PR0001657000/PR0001657814/image/jpeg/400x600/WijchendeLingert-e25d_1.jpg,140,5,1998,Upholstered,,,,6605DH,2021-08-30
1649,1695,1185 KM Amstelveen (Populierenbuurt),Apartment Haagbeuklaan,Viëtor Beheer,/apartment-for-rent/amstelveen/2543d101/haagbeuklaan,https://casco-media-prod.global.ssl.fastly.net/2543d101-d3bc-50cc-8298-c29635124ec7/a59a9b0b46336e1543d0eea41a9cffec.jpg?width=600&auto=webp,85,3,1960,Upholstered or furnished,,,,1185KM,2021-08-30
1650,1495,2546 TR Den Haag (Leyenburg),Apartment Rhenenstraat 71,Tweelwonen.nl Rotterdam,/apartment-for-rent/den-haag/39d6b3d3/rhenenstraat,https://casco-media-prod.global.ssl.fastly.net/39d6b3d3-80b9-53a5-9041-4d759b9051b5/3f84de9e53e2c251bd34166e70b9ff7f.jpg?width=600&auto=webp,90,4,1936,Upholstered,,,,2546TR,2021-08-30
1651,915,6681 TJ Bemmel (Bemmel),Apartment Waterwolf,BP Homeleasing,/apartment-for-rent/bemmel/85a53f3f/waterwolf,https://media.pararius.nl/image/PR0001657000/PR0001657812/image/jpeg/400x600/BemmelWaterwolf-6c24_3.jpg,60,2,,Upholstered,,15,,6681TJ,2021-08-30
1652,625,2562 CX Den Haag (Rond de Energiecentrale),Apartment Regentesselaan,Woonzeker Rentals,/apartment-for-rent/den-haag/4cbaee9a/regentesselaan,https://casco-media-prod.global.ssl.fastly.net/4cbaee9a-20e1-58f1-82cc-77204a0cf3ad/c9ac261a1c37716cb83df1f062e31518.jpg?width=600&auto=webp,25,1,,Upholstered,,,,2562CX,2021-08-30
1653,900,6042 EE Roermond (Tegelarijeveld-Broekhin),House Broekhin Noord,HVG Woonpartners BV,/house-for-rent/roermond/7f340d18/broekhin-noord,https://media.pararius.nl/image/PR0001657000/PR0001657810/image/jpeg/400x600/RoermondBroekhinNoord-534b_1.jpg,100,3,2016,Shell,,,,6042EE,2021-08-30
1654,1295,2981 CP Ridderkerk (Centrum),Apartment Pieter de Hoochstraat 18,Huizenbalie.nl,/apartment-for-rent/ridderkerk/ea099a2c/pieter-de-hoochstraat,https://casco-media-prod.global.ssl.fastly.net/ea099a2c-433f-5279-9967-e345f8570aed/fd93d0553ceadfe555db59be2b005f99.jpg?width=600&auto=webp,78,4,1965,Shell,,,,2981CP,2021-08-30
1655,1750,1019 NB Amsterdam (Oostelijk Havengebied),Apartment Venetiëhof 60,Expat Rentals,/apartment-for-rent/amsterdam/fe1b95f5/venetiehof,https://casco-media-prod.global.ssl.fastly.net/fe1b95f5-2923-5705-aa5d-894b6abc576d/7f07805f787baf747f54b6f5b8ef3fb0.jpg?width=600&auto=webp,90,3,1980,Furnished,,,,1019NB,2021-08-30
1656,2000,2587 SM Den Haag (Belgisch Park),Apartment Harstenhoekweg 76 bg,Wolters Housing,/apartment-for-rent/den-haag/9c98ee3b/harstenhoekweg,https://casco-media-prod.global.ssl.fastly.net/9c98ee3b-f0a4-5850-ad39-bb96b71bca62/15e7e0f3f7e3aac253aef007dd812fe2.jpg?width=600&auto=webp,125,5,1906,Upholstered,,,,2587SM,2021-08-30
1657,1950,3011 XB Rotterdam (Stadsdriehoek),Apartment Boompjes,Riva Rentals,/apartment-for-rent/rotterdam/560755d5/boompjes,https://casco-media-prod.global.ssl.fastly.net/560755d5-4208-556c-b6bc-8b66870d5772/e6237b674657789b4f27a2de5823bae6.jpg?width=600&auto=webp,81,3,2021,Upholstered,,,,3011XB,2021-08-30
1658,2000,1055 ZA Amsterdam (Landlust),Apartment Kijkduinstraat 42 H,Expatservice Amsterdam,/apartment-for-rent/amsterdam/eaee9a20/kijkduinstraat,https://media.pararius.nl/image/PR0001657000/PR0001657809/image/jpeg/400x600/AmsterdamKijkduinstraat-a042_1.jpg,100,5,,Upholstered,,,,1055ZA,2021-08-30
1659,2050,1018 RN Amsterdam (Oostelijke Eilanden/Kadijken),Apartment Cornelis Vermuydenstraat,Valkenet Vastgoed,/apartment-for-rent/amsterdam/74c543ce/cornelis-vermuydenstraat,https://casco-media-prod.global.ssl.fastly.net/74c543ce-8c12-5d28-989e-e77d14d1c52d/034215780bf43e45dfda79148fcdf743.jpg?width=600&auto=webp,75,3,2016,Furnished,,,,1018RN,2021-08-30
1660,2000,1024 ML Amsterdam (Waterlandpleinbuurt),Apartment IJsselmeerstraat 83 B,Executive Home Rentals  Amsterdam,/apartment-for-rent/amsterdam/a10b5fdc/ijsselmeerstraat,https://casco-media-prod.global.ssl.fastly.net/a10b5fdc-226b-56b5-b121-ad49a7d93a3e/52b64c0047809ddce6dfb2e382168ec3.jpg?width=600&auto=webp,140,4,2020,Upholstered,,,,1024ML,2021-08-30
1661,1350,2274 LD Voorburg (Voorburg Midden midden),Apartment Aart van der Leeuwkade,Jenter Real Estate,/apartment-for-rent/voorburg/96b3eb3f/aart-van-der-leeuwkade,https://casco-media-prod.global.ssl.fastly.net/96b3eb3f-642a-58df-8d1b-436e6f87528f/26989b0d3335ff14240381e2c782e336.jpg?width=600&auto=webp,76,3,1950,Upholstered or furnished,,,,2274LD,2021-08-30
1662,1680,3015 AA Rotterdam (Dijkzigt),Apartment Westzeedijk,Niya Vastgoed Beheer BV,/apartment-for-rent/rotterdam/ff115aac/westzeedijk,https://media.pararius.nl/image/PR0001657000/PR0001657807/image/jpeg/400x600/RotterdamWestzeedijk-f083_7.jpg,124,4,,Shell,,,,3015AA,2021-08-30
1663,2750,1012 WG Amsterdam (Burgwallen-Nieuwe Zijde),Apartment Singel,People On The Move Expat Rentals,/apartment-for-rent/amsterdam/b1b2ff28/singel,https://casco-media-prod.global.ssl.fastly.net/b1b2ff28-e7a3-5223-959f-5f476f42d556/ea3d972ef5d2e987474fac6b61ab2e1b.jpg?width=600&auto=webp,110,3,1900,Furnished,,,,1012WG,2021-08-30
1664,1149,3015 EA Rotterdam (Oude Westen),House Rochussenstraat 9 E,Woonstad Rotterdam,/house-for-rent/rotterdam/9d68ab53/rochussenstraat,https://casco-media-prod.global.ssl.fastly.net/9d68ab53-9e9a-5ec8-a435-6cd2d27b1016/2463831f3b8117e4e7bff34dc7729fbb.jpg?width=600&auto=webp,94,3,1994,Shell,,,,3015EA,2021-08-30
1665,1395,5644 GJ Eindhoven (Gerardusplein),Apartment Roostenlaan,Lightcity Housing,/apartment-for-rent/eindhoven/59aa7596/roostenlaan,https://casco-media-prod.global.ssl.fastly.net/59aa7596-9f97-5252-9e5a-b5181a9ff40e/5c22fd5248b16d37c8be8df1cd14c510.jpg?width=600&auto=webp,80,3,,Furnished,,,,5644GJ,2021-08-30
1666,1000,2562 HR Den Haag (Valkenboskwartier),Apartment Weimarstraat,Woonzeker Rentals,/apartment-for-rent/den-haag/61ce69d9/weimarstraat,https://casco-media-prod.global.ssl.fastly.net/61ce69d9-d286-5d4b-811f-e02bbe3e8b2c/7915482d9300d95b39587cc785de8e04.jpg?width=600&auto=webp,120,2,,Upholstered,,,,2562HR,2021-08-30
1667,1150,6141 AN Limbricht (Limbricht),House Pastoor Janssenstraat,SMITS. Real Estate,/house-for-rent/limbricht/c0af863b/pastoor-janssenstraat,https://media.pararius.nl/image/PR0001657000/PR0001657805/image/jpeg/400x600/LimbrichtPastoorJanssenstraat-aee5_1.jpg,120,3,,Upholstered or furnished,,20,,6141AN,2021-08-30
1668,950,5046 SG Tilburg (Textielbuurt West),Apartment Textielstraat,BVwonen,/apartment-for-rent/tilburg/b0aecc2b/textielstraat,https://casco-media-prod.global.ssl.fastly.net/b0aecc2b-8409-5e97-8f8f-8a79d265f8d7/977b1318c23acb55ef9dc161f2a29bae.jpg?width=600&auto=webp,75,3,,,,,,5046SG,2021-08-30
1669,1650,1054 XM Amsterdam (Overtoomse Sluis),Apartment Kanaalstraat 114 4,Van Huis Uit Makelaars,/apartment-for-rent/amsterdam/ba3e3aae/kanaalstraat,https://casco-media-prod.global.ssl.fastly.net/ba3e3aae-b4fd-55a2-919a-d31b23d77dcb/5b8ba9f1d114ff4a200a058b9f364258.jpg?width=600&auto=webp,50,2,1900,Furnished,,,,1054XM,2021-08-30
1670,675,5017 KN Tilburg (Tivoli),Studio Pasteurstraat,RNC Wonen,/studio-for-rent/tilburg/eeabdb7b/pasteurstraat,https://casco-media-prod.global.ssl.fastly.net/eeabdb7b-5ec4-5a75-a7a6-6e39dbfdcf07/8f8e7b5760285f88d49bb4fcf888a43b.jpg?width=600&auto=webp,23,1,,Upholstered,,,,5017KN,2021-08-30
1671,800,5017 KN Tilburg (Tivoli),Studio Pasteurstraat,RNC Wonen,/studio-for-rent/tilburg/7d99fdea/pasteurstraat,https://casco-media-prod.global.ssl.fastly.net/7d99fdea-9a63-59d0-bed7-8ff15083af8d/8f8e7b5760285f88d49bb4fcf888a43b.jpg?width=600&auto=webp,25,1,,Upholstered,,,,5017KN,2021-08-30
1672,650,5017 KN Tilburg (Tivoli),Studio Pasteurstraat,RNC Wonen,/studio-for-rent/tilburg/780ae289/pasteurstraat,https://casco-media-prod.global.ssl.fastly.net/780ae289-fb9a-5e38-9489-c86b8c6a1f8b/8f8e7b5760285f88d49bb4fcf888a43b.jpg?width=600&auto=webp,20,1,,Upholstered,,,,5017KN,2021-08-30
1673,650,5017 KN Tilburg (Tivoli),Studio Pasteurstraat,RNC Wonen,/studio-for-rent/tilburg/a501579e/pasteurstraat,https://casco-media-prod.global.ssl.fastly.net/a501579e-7742-52cc-abbe-f84d509f8bae/8f8e7b5760285f88d49bb4fcf888a43b.jpg?width=600&auto=webp,20,1,,Upholstered,,,,5017KN,2021-08-30
1674,825,5017 KN Tilburg (Tivoli),Studio Pasteurstraat,RNC Wonen,/studio-for-rent/tilburg/3bdd93a2/pasteurstraat,https://casco-media-prod.global.ssl.fastly.net/3bdd93a2-61db-5747-b487-72c8c62c78c7/8f8e7b5760285f88d49bb4fcf888a43b.jpg?width=600&auto=webp,26,1,,Upholstered,,,,5017KN,2021-08-30
1675,1150,2512 GR Den Haag (Kortenbos),Apartment Varkenmarkt 15,The Hague Real Estate Services,/apartment-for-rent/den-haag/849a4d1f/varkenmarkt,https://casco-media-prod.global.ssl.fastly.net/849a4d1f-80b7-543c-93d1-befd16048c3d/bcc683f6de93d98770d49aaaddaad116.jpg?width=600&auto=webp,74,2,1926,Upholstered,,,,2512GR,2021-08-30
1676,1600,1055 CN Amsterdam (Erasmuspark),Apartment Theophilusstraat,123Wonen Amsterdam,/apartment-for-rent/amsterdam/4a405cf6/theophilusstraat,https://casco-media-prod.global.ssl.fastly.net/4a405cf6-40e0-534d-b92b-796441be6a3b/3c8cd88d5118e022833bbb941a5b65b9.jpg?width=600&auto=webp,80,3,,Furnished,,,,1055CN,2021-08-30
1677,815,2518 RV Den Haag (Koningsplein en omgeving),Apartment Chasséstraat,Woonzeker Rentals,/apartment-for-rent/den-haag/b4a25b7d/chassestraat,https://casco-media-prod.global.ssl.fastly.net/b4a25b7d-a6f4-5a2b-a751-16e74fbbcf5f/703fb72eab3252aa5bafeccf296dca2c.jpg?width=600&auto=webp,26,1,,Upholstered,,,,2518RV,2021-08-30
1678,1500,1062 DK Amsterdam (Overtoomse Veld),Apartment Johan Jongkindstraat,020-Makelaars,/apartment-for-rent/amsterdam/6f954eb8/johan-jongkindstraat,https://casco-media-prod.global.ssl.fastly.net/6f954eb8-40db-5d72-a869-b7f0b302bad8/4bc988281566b90d5e1eb2ec17dd4daf.jpg?width=600&auto=webp,90,3,1998,Upholstered,,,,1062DK,2021-08-30
1679,1250,3312 LN Dordrecht (Standhasenstraat en omgeving),Apartment Standhasenstraat,123Wonen Dordrecht,/apartment-for-rent/dordrecht/315278f3/standhasenstraat,https://casco-media-prod.global.ssl.fastly.net/315278f3-424b-50d7-ab0c-3362fb6b59e6/60684a2c1429970b1c60e4c89be7cd24.jpg?width=600&auto=webp,80,3,1932,Furnished,,,,3312LN,2021-08-30
1680,1300,9715 AL Groningen (Indische buurt),House Korreweg,Havos Vastgoed,/house-for-rent/groningen/3a1cd650/korreweg,https://media.pararius.nl/image/PR0001657000/PR0001657803/image/jpeg/400x600/GroningenKorreweg-0c56_14.jpg,74,3,1935,Upholstered,,,,9715AL,2021-08-30
1681,2500,1054 WZ Amsterdam (Helmersbuurt),Apartment Kanaalstraat,City Housing Amsterdam,/apartment-for-rent/amsterdam/a0d705fd/kanaalstraat,https://casco-media-prod.global.ssl.fastly.net/a0d705fd-18ba-5109-b55a-8962c2090805/f841140ac115b5732f12f597b68f66c7.jpg?width=600&auto=webp,110,3,,Furnished,,,,1054WZ,2021-08-30
