,price,address,street,agency,irl,image,Living area,Rooms,interior,status,Year of construction,plot area,garden area,postcode,date
2338,1850,1012 RE Amsterdam (Burgwallen-Nieuwe Zijde),Apartment Nieuwezijds Voorburgwal 63 II,Rappange Makelaardij,/apartment-for-rent/amsterdam/a8dbc0f9/nieuwezijds-voorburgwal,https://casco-media-prod.global.ssl.fastly.net/a8dbc0f9-1981-5c93-a055-0d118f6367da/ebacf0e78da839bda9e9ee7f7ab606a1.jpg?width=600&auto=webp,55,4,Upholstered,,Before 1906,,,1012RE,2021-08-25
2339,2750,5644 BJ Eindhoven (Eikenburg),House Floralaan West,Michiel Stolker Real Estate,/house-for-rent/eindhoven/ad45fb17/floralaan-west,https://media.pararius.nl/image/PR0001657000/PR0001657512/image/jpeg/400x600/EindhovenFloralaanWest-53e2_1.jpg,154,6,Upholstered,,,,,5644BJ,2021-08-25
2340,1450,2011 TS Haarlem (Binnenstad),Apartment Kromme Elleboogsteeg 22 B,Interhouse verhuurmakelaars Haarlem,/apartment-for-rent/haarlem/a672439e/kromme-elleboogsteeg,https://casco-media-prod.global.ssl.fastly.net/a672439e-bccc-504c-bb79-1000c3281880/753b7423c14c0670c145b602df9821ca.jpg?width=600&auto=webp,42,2,Upholstered,,1650,,,2011TS,2021-08-25
2341,1650,2321 JJ Leiden (Cronestein),Apartment Plantijnstraat,Michiel Stolker Real Estate,/apartment-for-rent/leiden/12323aef/plantijnstraat,https://media.pararius.nl/image/PR0001657000/PR0001657509/image/jpeg/400x600/LeidenPlantijnstraat-7a8c_1.jpg,124,3,Upholstered,,,,,2321JJ,2021-08-25
2342,1175,4611 NR Bergen op Zoom (Centrum),Apartment Grote Markt,123Wonen West-Brabant,/apartment-for-rent/bergen-op-zoom/fc8efe7a/grote-markt,https://casco-media-prod.global.ssl.fastly.net/fc8efe7a-b333-56cf-8d20-78adbed1f5fc/521d4b04c7cb8b144824093564bcc185.jpg?width=600&auto=webp,84,3,Furnished,,,,,4611NR,2021-08-25
2343,895,7848 BK Schoonoord (Schoonoord),House Tramstraat,Kovo Vastgoed,/house-for-rent/schoonoord/242eb66f/tramstraat,https://media.pararius.nl/image/PR0001657000/PR0001657507/image/jpeg/400x600/SchoonoordTramstraat-3489_1.jpg,135,5,,,1912,,42,7848BK,2021-08-25
2344,1375,4611 JS Bergen op Zoom (Centrum),House Fluwelenbroekstraat,123Wonen West-Brabant,/house-for-rent/bergen-op-zoom/4cfa0df6/fluwelenbroekstraat,https://casco-media-prod.global.ssl.fastly.net/4cfa0df6-730d-5499-9847-8f02ab8645a4/8bb476d61b7ea47e148dcbbb68a16f4f.jpg?width=600&auto=webp,87,5,,,1989,,50,4611JS,2021-08-25
2345,1000,3311 BV Dordrecht (Grote Markt en omgeving),Studio Wijnstraat,Kamen Home Rentals BV,/studio-for-rent/dordrecht/ff8aec3a/wijnstraat,https://media.pararius.nl/image/PR0001657000/PR0001657506/image/jpeg/400x600/DordrechtWijnstraat-b7c5_1.jpg,30,1,Furnished,,1900,,,3311BV,2021-08-25
2346,1500,3011 ZX Rotterdam (Stadsdriehoek),Apartment Kipstraat,Kamen Home Rentals BV,/apartment-for-rent/rotterdam/57393438/kipstraat,https://media.pararius.nl/image/PR0001657000/PR0001657505/image/jpeg/400x600/RotterdamKipstraat-5405_2.jpg,85,3,Furnished,,2001,,,3011ZX,2021-08-25
2347,1450,1032 HV Amsterdam (Volewijck),Apartment Kamperfoelieweg,Aham Vastgoed,/apartment-for-rent/amsterdam/350c7c3c/kamperfoelieweg,https://casco-media-prod.global.ssl.fastly.net/350c7c3c-36df-57ba-b2fa-7d297320542d/9cac2998e15e0cdea5b5501348c4a8ba.jpg?width=600&auto=webp,55,3,Upholstered,,,,,1032HV,2021-08-25
2348,1105,3512 TA Utrecht (Breedstraat en Plompetorengracht en omgeving),Apartment Potterstraat,Lemoo,/apartment-for-rent/utrecht/e5406dc9/potterstraat,https://casco-media-prod.global.ssl.fastly.net/e5406dc9-4826-50d8-b6fc-b656427c722e/fc3a3104febeaeccb76af2537379b835.jpg?width=600&auto=webp,42,2,Upholstered or furnished,,1900,,,3512TA,2021-08-25
2349,920,3513 BN Utrecht (Pijlsweerd-Zuid),Apartment Singelstraat,Lemoo,/apartment-for-rent/utrecht/267bd998/singelstraat,https://casco-media-prod.global.ssl.fastly.net/267bd998-a104-5f12-aeff-e83701b7ee1d/a6e463fbc4e633b0058eaf04a0964077.jpg?width=600&auto=webp,32,1,Upholstered or furnished,,1915,,,3513BN,2021-08-25
2350,1950,1077 KD Amsterdam (Apollobuurt),Apartment Cliostraat 47 B,Dutch Housing Centre BV,/apartment-for-rent/amsterdam/0a0e6b93/cliostraat,https://casco-media-prod.global.ssl.fastly.net/0a0e6b93-6339-5ef9-9de8-0cee1334efd2/19d428076e38de6b51bcfe9b55efb0a7.jpg?width=600&auto=webp,90,3,Furnished,,1930,,,1077KD,2021-08-25
2351,1750,2317 KT Leiden (Zijlwijk-Zuid),House Korenbloem,Koops Makelaardij Leiden,/house-for-rent/leiden/9214a839/korenbloem,https://casco-media-prod.global.ssl.fastly.net/9214a839-742c-5cdc-ab2f-2c995dd7fc5c/d719d28e076cfdd35f3b237648aca6b1.jpg?width=600&auto=webp,140,6,,,1976,,50,2317KT,2021-08-25
2352,800,2515 AB Den Haag (Rivierenbuurt-Noord),House Maasstraat,070Wonen,/house-for-rent/den-haag/5259a522/maasstraat,https://casco-media-prod.global.ssl.fastly.net/5259a522-b659-5cd9-9451-985300477119/10dff3feb535af01ca0583836a5b304a.jpg?width=600&auto=webp,30,1,,,1922,,,2515AB,2021-08-25
2353,1371,2361 GB Warmond (Kloosterland-Endepoel),Apartment Mgr. Aengenentlaan,Interhouse verhuurmakelaars Sassenheim,/apartment-for-rent/warmond/9e4f3b4d/mgr-aengenentlaan,https://casco-media-prod.global.ssl.fastly.net/9e4f3b4d-f51c-5004-9be5-316147b05baf/c7ce4407ce328ab85be25b2ddbb68a28.jpg?width=600&auto=webp,101,3,Upholstered,,,,,2361GB,2021-08-25
2354,795,2521 AZ Den Haag (Laakhaven-West),Apartment 1e Lulofsdwarsstraat,NumberXII Exclusive Real Estate,/apartment-for-rent/den-haag/b1755fb4/1e-lulofsdwarsstraat,https://casco-media-prod.global.ssl.fastly.net/b1755fb4-197c-5e3c-8af3-7718824865d3/f2cf5b29884bdb863e1ea1005bd15042.jpg?width=600&auto=webp,42,1,Upholstered,,2020,,,2521AZ,2021-08-25
2355,1800,3572 BL Utrecht (Wittevrouwen),Apartment Biltstraat,Covers & Jonker Makelaars BV,/apartment-for-rent/utrecht/99bdb1c5/biltstraat,https://casco-media-prod.global.ssl.fastly.net/99bdb1c5-5bf0-59e4-b9a5-23f20cabea13/104aef59250792fefc68b24ede652679.jpg?width=600&auto=webp,73,4,,,1920,,18,3572BL,2021-08-25
2356,1750,1074 XN Amsterdam (Oude Pijp),Apartment Tweede Jan van der Heijdenstraat 45 II,Van Huis Uit Makelaars,/apartment-for-rent/amsterdam/ab43c9cd/tweede-jan-van-der-heijdenstraat,https://casco-media-prod.global.ssl.fastly.net/ab43c9cd-237b-5f8f-9eb0-4b370c2a1295/54f997120abe529b5bb1af2564fd9ebe.jpg?width=600&auto=webp,50,3,Furnished,,1900,,,1074XN,2021-08-25
2357,3500,2561 XV Den Haag (Koningsplein en omgeving),House Stephensonstraat,VERRA Real Estate,/house-for-rent/den-haag/b093e0ec/stephensonstraat,https://casco-media-prod.global.ssl.fastly.net/b093e0ec-d2ab-5e3b-ab5e-1a83b7303018/6da122ac74b4a173b1e2ebcff1c88c02.jpg?width=600&auto=webp,210,7,,,1898,,55,2561XV,2021-08-25
2358,850,7331 BL Apeldoorn (Brummelhof),Apartment Arnhemseweg,NederWoon Verhuurmakelaars Apeldoorn,/apartment-for-rent/apeldoorn/ce962f30/arnhemseweg,https://casco-media-prod.global.ssl.fastly.net/ce962f30-a374-59dd-92d2-efbf967db26a/4f03a64762ecf2f4754ef9413762f826.jpg?width=600&auto=webp,39,2,Upholstered,,,,,7331BL,2021-08-25
2359,1450,2611 VV Delft (Centrum-West),Apartment Annastraat,Oude Delft Makelaardij,/apartment-for-rent/delft/111366f1/annastraat,https://casco-media-prod.global.ssl.fastly.net/111366f1-e088-5a91-9c19-6d4d551c2eaa/649bee7e58773742de89cb6e468f8071.jpg?width=600&auto=webp,80,3,Upholstered or furnished,,1860,,,2611VV,2021-08-25
2360,1150,4131 EN Vianen (Vijfheerenlanden),Apartment Geuzenpad,123Wonen Utrecht,/apartment-for-rent/vianen/a27110cd/geuzenpad,https://casco-media-prod.global.ssl.fastly.net/a27110cd-366b-5ff1-a65c-63b8ee764fba/c1e6239754cc574b9dfd592d3dcd8dab.jpg?width=600&auto=webp,77,3,Upholstered,,2018,,,4131EN,2021-08-25
2361,1050,3033 XK Rotterdam (Provenierswijk),Apartment Harddraverstraat,VERRA Real Estate Rotterdam,/apartment-for-rent/rotterdam/169c22aa/harddraverstraat,https://casco-media-prod.global.ssl.fastly.net/169c22aa-2274-5ab1-a333-902fdfe6ff35/a01bdc3558cb3e2f281400eb6b2af8cf.jpg?width=600&auto=webp,36,1,Furnished,,1938,,,3033XK,2021-08-25
2362,1775,3039 NC Rotterdam (Blijdorp),Apartment Schepenstraat,VERRA Real Estate Rotterdam,/apartment-for-rent/rotterdam/1063c6d9/schepenstraat,https://casco-media-prod.global.ssl.fastly.net/1063c6d9-ceb3-586f-8a87-9cfa7fda5c06/c915ef0848968943b91b8fe5bfe252ad.jpg?width=600&auto=webp,120,4,Furnished,,1937,,,3039NC,2021-08-25
2363,1610,1062 HN Amsterdam (Westlandgracht),Apartment Overschiestraat,Urban Short Stay,/apartment-for-rent/amsterdam/f3a5c959/overschiestraat,https://media.pararius.nl/image/PR0001657000/PR0001657498/image/jpeg/400x600/AmsterdamOverschiestraat-f581_4.jpg,77,3,Upholstered,,2021,,,1062HN,2021-08-25
2364,1500,1072 LP Amsterdam (Oude Pijp),Apartment Ferdinand Bolstraat,NederWoon verhuurmakelaars Amersfoort,/apartment-for-rent/amsterdam/50054293/ferdinand-bolstraat,https://casco-media-prod.global.ssl.fastly.net/50054293-b72d-545b-9ca7-72f517c52237/7f22a73a38df14303fbfdb078646e179.jpg?width=600&auto=webp,70,3,Upholstered,,,,,1072LP,2021-08-25
2365,1700,1053 LE Amsterdam (Van Lennepbuurt),Apartment Bilderdijkstraat 188 I,JLG Real Estate,/apartment-for-rent/amsterdam/d3cdf717/bilderdijkstraat,https://casco-media-prod.global.ssl.fastly.net/d3cdf717-5eac-5b0e-9c63-e84a68a20acf/9ceaa8be8bb9c6a4f4105be31ac5791a.jpg?width=600&auto=webp,63,2,Upholstered,,1906-1930,,,1053LE,2021-08-25
2366,2250,2595 DD Den Haag (Rivierenbuurt-Noord),Apartment Anna van Buerenplein,VERRA Real Estate,/apartment-for-rent/den-haag/1892b4ed/anna-van-buerenplein,https://casco-media-prod.global.ssl.fastly.net/1892b4ed-298d-54e0-9de8-037ca558c33f/91c0f3be36eacb5c4750757db7acdb43.jpg?width=600&auto=webp,102,3,Upholstered,,2012,,,2595DD,2021-08-25
2367,2000,1058 GA Amsterdam (Westlandgracht),Apartment Saskia van Uijlenburgkade,Relocation Advisers B.V.,/apartment-for-rent/amsterdam/fb29a1ab/saskia-van-uijlenburgkade,https://media.pararius.nl/image/PR0001657000/PR0001657496/image/jpeg/400x600/AmsterdamSaskiavanUijlenburgkade-005c_1.jpg,89,3,Upholstered,,,,,1058GA,2021-08-25
2368,1129,3063 PA Rotterdam (Struisenburg),House Bartholomeus Everardus Molen 24,Woonstad Rotterdam,/house-for-rent/rotterdam/ac3d1c95/bartholomeus-everardus-molen,https://casco-media-prod.global.ssl.fastly.net/ac3d1c95-08c5-5613-baa3-2079306925e7/87732d60a189fadfe90f3fb673b25a2d.jpg?width=600&auto=webp,82,3,Shell,,1982,,,3063PA,2021-08-25
2369,1149,3015 EA Rotterdam (Oude Westen),House Rochussenstraat 9 E,Woonstad Rotterdam,/house-for-rent/rotterdam/9d68ab53/rochussenstraat,https://casco-media-prod.global.ssl.fastly.net/9d68ab53-9e9a-5ec8-a435-6cd2d27b1016/2463831f3b8117e4e7bff34dc7729fbb.jpg?width=600&auto=webp,94,3,Shell,,1994,,,3015EA,2021-08-25
2370,1320,5216 BM Den Bosch (Zuid),Apartment Pettelaarseweg,HertogWonen,/apartment-for-rent/den-bosch/9ce63cb1/pettelaarseweg,https://media.pararius.nl/image/PR0001657000/PR0001657495/image/jpeg/400x600/DenBoschPettelaarseweg-ba0b_1.jpg,100,3,Upholstered,,,,,5216BM,2021-08-25
2371,1200,3762 VX Soest (Klaarwater),Apartment Johannes Poststraat,Interhouse verhuurmakelaars Hilversum & Almere,/apartment-for-rent/soest/467e7a86/johannes-poststraat,https://casco-media-prod.global.ssl.fastly.net/467e7a86-5759-5ecb-8318-4780d310e3da/9cf44c3a7a7d852b7334d27fe16bafe8.jpg?width=600&auto=webp,88,3,Upholstered,,,,,3762VX,2021-08-25
2372,1500,1082 MZ Amsterdam (Zuidas),Apartment Rosy Wertheimstraat,Makelaarsgroep Ameo - Amsterdam West & Centrum,/apartment-for-rent/amsterdam/be343dc3/rosy-wertheimstraat,https://casco-media-prod.global.ssl.fastly.net/be343dc3-1d32-563a-8257-c1fbb0636c25/52024ae4d4aa242b3bf0c16f35718dbd.jpg?width=600&auto=webp,45,2,,,2019,,25,1082MZ,2021-08-25
2373,1100,2021 ZG Haarlem (Frans Halsbuurt),Studio Maerten van Heemskerckstraat,Haarlem Real Estate,/studio-for-rent/haarlem/0fc8cb9a/maerten-van-heemskerckstraat,https://media.pararius.nl/image/PR0001657000/PR0001657491/image/jpeg/400x600/HaarlemMaertenvanHeemskerckstraat-4a49_1.jpg,43,1,Furnished,,,,,2021ZG,2021-08-25
2374,1595,1059 BJ Amsterdam (Hoofddorppleinbuurt),Apartment Sassenheimstraat 40 3,Koops Makelaardij Amsterdam,/apartment-for-rent/amsterdam/cfde4ef5/sassenheimstraat,https://casco-media-prod.global.ssl.fastly.net/cfde4ef5-c5bf-5759-b1a0-53aa0b1344b8/2dfda34a2a0e3c1495916603029abcb1.jpg?width=600&auto=webp,60,2,Furnished,,1906-1930,,,1059BJ,2021-08-25
2375,1800,1398 AM Muiden (Vesting Muiden),House Kloosterstraat 40,Huizenbalie.nl,/house-for-rent/muiden/3f912ae6/kloosterstraat,https://casco-media-prod.global.ssl.fastly.net/3f912ae6-1157-5100-946e-895a9a166aba/19ef0e2112c9b0e54135bed61356d182.jpg?width=600&auto=webp,126,7,,,1976,137 m²,,1398AM,2021-08-25
2376,1600,1057 AD Amsterdam (Hoofdweg e.o.),Apartment Orteliuskade,Expats. Amsterdam Rentals ,/apartment-for-rent/amsterdam/72df24dc/orteliuskade,https://media.pararius.nl/image/PR0001657000/PR0001657490/image/jpeg/400x600/AmsterdamOrteliuskade-3331_1.jpg,55,3,Furnished,,,,,1057AD,2021-08-25
2377,950,5341 CD Oss (Berghemseweg-Zuid),Apartment Hooghuisstraat,Makelaardij De Leygraaf,/apartment-for-rent/oss/0fdca02d/hooghuisstraat,https://casco-media-prod.global.ssl.fastly.net/0fdca02d-c630-577e-8439-407ec844a1b7/3396521aa8e675e05b9853833cf7c018.jpg?width=600&auto=webp,68,2,,,1930,,8,5341CD,2021-08-25
2378,1450,1072 XC Amsterdam (Oude Pijp),Apartment Daniël Stalpertstraat,Rotsvast Amsterdam,/apartment-for-rent/amsterdam/0e94d3e9/daniel-stalpertstraat,https://casco-media-prod.global.ssl.fastly.net/0e94d3e9-7645-5fb8-ba4c-c093cea1c5b5/dd2c08efb262a20fa7b1fd47d141e3c6.jpg?width=600&auto=webp,34,2,Upholstered,,1930,,,1072XC,2021-08-25
2379,1400,1679 XM Midwoud (Midwoud Centrum),House Pieter Wariuslaan,123Wonen Zaandam,/house-for-rent/midwoud/ed87ec43/pieter-wariuslaan,https://casco-media-prod.global.ssl.fastly.net/ed87ec43-c8cd-56dd-84e4-716cc275345b/08479b7603dec8f9996222cda6ebf13f.jpg?width=600&auto=webp,104,5,,,1972,,35,1679XM,2021-08-25
2380,1250,4851 AN Ulvenhout (Ulvenhout),House Fazantlaan,123Wonen Breda,/house-for-rent/ulvenhout/a07aeae0/fazantlaan,https://casco-media-prod.global.ssl.fastly.net/a07aeae0-4458-58cf-91ae-2472ca11edb3/51566b94001a8d22f21bb67f17c44bc5.jpg?width=600&auto=webp,60,2,,,2021,,200,4851AN,2021-08-25
2381,1395,3114 NH Schiedam (Noletbuurt),Apartment Houtstraat,BenHousing,/apartment-for-rent/schiedam/4d1f026b/houtstraat,https://casco-media-prod.global.ssl.fastly.net/4d1f026b-2bc8-52a6-895f-81592ddd3d56/ce461d9a1eeef17a701957493f7d0d32.jpg?width=600&auto=webp,115,4,Upholstered,,1928,,,3114NH,2021-08-25
2382,900,2611 PS Delft (Centrum-Zuidwest),Apartment Achterom 86,Oude Delft Makelaardij,/apartment-for-rent/delft/a2d181be/achterom,https://casco-media-prod.global.ssl.fastly.net/a2d181be-1d7d-53e7-9d28-57fa1a3b95f6/ed984495ae4386f3bbf97d0c1273c9d3.jpg?width=600&auto=webp,50,2,Upholstered or furnished,,1900,,,2611PS,2021-08-25
2383,1225,3032 BK Rotterdam (Agniesebuurt),Apartment Noordsingel,Perfectrent,/apartment-for-rent/rotterdam/42a078d5/noordsingel,https://casco-media-prod.global.ssl.fastly.net/42a078d5-4dd9-58ad-aa12-69c963dcac05/f045b845c36a2fe05743adc36c2f9a34.jpg?width=600&auto=webp,65,3,Furnished,,,,,3032BK,2021-08-25
2384,1475,1421 NG Uithoorn (Thamerdal),Apartment Marijnenlaan 2,Mooi Makelaardij,/apartment-for-rent/uithoorn/9b67e92d/marijnenlaan,https://casco-media-prod.global.ssl.fastly.net/9b67e92d-3b08-5c45-8dd0-544d1f2dca9a/c31bf4b2998cfacebdb15ef8ac7381e2.png?width=600&auto=webp,81,3,Furnished,,1997,,,1421NG,2021-08-25
2385,1695,3722 WR Bilthoven (Bilthoven Centrum),Apartment Putterlaan,B&S Rental Service,/apartment-for-rent/bilthoven/bde097be/putterlaan,https://casco-media-prod.global.ssl.fastly.net/bde097be-429f-5b58-b2be-3ad9e31f1612/3d9b812ea5584804782dd27fc79a4fa9.jpg?width=600&auto=webp,101,3,Upholstered,,1980,,,3722WR,2021-08-25
2386,1800,5617 BH Eindhoven (Strijp S),Apartment Ir Kalffstraat,Zuid Beheer B.V.,/apartment-for-rent/eindhoven/39edb7d4/ir-kalffstraat,https://casco-media-prod.global.ssl.fastly.net/39edb7d4-e9c4-54ab-849e-d45d0ea4e0bb/38dc69256efeb1627a6df0f6d2d21862.jpg?width=600&auto=webp,102,3,Upholstered,,,,,5617BH,2021-08-25
2387,850,6413 CT Heerlen (Pronsebroek),Apartment Unolaan 2,Wooncheckpunt Makelaars,/apartment-for-rent/heerlen/be58c33c/unolaan,https://casco-media-prod.global.ssl.fastly.net/be58c33c-88de-5c2c-b4ec-4a76b6ece901/ddd46625e5ea1e976739b0e3b173de40.jpg?width=600&auto=webp,90,5,,,1971-1980,,,6413CT,2021-08-25
2388,1495,3011 AB Rotterdam (Stadsdriehoek),Apartment Bulgersteyn,VERRA Real Estate Rotterdam,/apartment-for-rent/rotterdam/e88d1929/bulgersteyn,https://casco-media-prod.global.ssl.fastly.net/e88d1929-6898-5284-89f0-981b38da1462/5c7e05a84302a8097ed281b953ca8db1.jpg?width=600&auto=webp,98,3,Upholstered,,2004,,,3011AB,2021-08-25
2389,1350,2321 AE Leiden (Haagweg-Noord),Apartment Haagweg,Koops Makelaardij Leiden,/apartment-for-rent/leiden/08e0f27c/haagweg,https://casco-media-prod.global.ssl.fastly.net/08e0f27c-d5ef-504c-9af7-acff95cfaf7d/86035dd4f10870c43b6765a9058c7b9f.jpg?width=600&auto=webp,80,3,Upholstered,,1962,,,2321AE,2021-08-25
2390,1400,2033 RE Haarlem (Componistenbuurt),Apartment Diepenbrockstraat 90,Keijser & Drieman NVM Makelaar Haarlem,/apartment-for-rent/haarlem/810ce500/diepenbrockstraat,https://media.pararius.nl/image/PR0001657000/PR0001657485/image/jpeg/400x600/HaarlemDiepenbrockstraat-7002_2.jpg,67,3,Upholstered,,2013,,,2033RE,2021-08-25
2391,1550,2202 DG Noordwijk (Villawijk-Zuid),Apartment Duindistel,Rotsvast Leiden,/apartment-for-rent/noordwijk-zh/cf461263/duindistel,https://casco-media-prod.global.ssl.fastly.net/cf461263-4098-5aab-b2ba-a3118667678e/91f2a59ef2176ffa77e330ff1dc61185.jpg?width=600&auto=webp,57,2,Furnished,,1981,,,2202DG,2021-08-25
2392,1475,9712 SG Groningen (Hortusbuurt-Ebbingekwartier),Apartment Nieuwe Kijk in 't Jatstraat,Tuitman Vastgoed,/apartment-for-rent/groningen/2e836ed0/nieuwe-kijk-in-t-jatstraat,https://casco-media-prod.global.ssl.fastly.net/2e836ed0-456b-598b-9cfb-7553d4047d5e/e878896f2d6271afd5faf39916982ff1.jpg?width=600&auto=webp,86,3,Furnished,,,,,9712SG,2021-08-25
2393,3250,2585 AR Den Haag (Archipelbuurt),Apartment Javastraat,Infinitas Real Estate,/apartment-for-rent/den-haag/339ae8be/javastraat,https://casco-media-prod.global.ssl.fastly.net/339ae8be-729d-56b7-bf8c-5e98e7ddad1d/97dbd969a162fb25bd99da3ffa296159.jpg?width=600&auto=webp,173,3,Upholstered,,2018,,,2585AR,2021-08-25
2394,1850,1054 VB Amsterdam (Overtoomse Sluis),Apartment Brederodestraat 69 1,Van Huis Uit Makelaars,/apartment-for-rent/amsterdam/dc25c7fa/brederodestraat,https://casco-media-prod.global.ssl.fastly.net/dc25c7fa-5c1f-528c-95aa-bd3363d8774b/670687c0b0a05234c9bd22822cbf82b6.jpg?width=600&auto=webp,70,3,Upholstered,,1920,,,1054VB,2021-08-25
2395,1585,1072 VA Amsterdam (Oude Pijp),Apartment Eerste Jan van der Heijdenstraat,Lexis Real Estate,/apartment-for-rent/amsterdam/39e29a8b/eerste-jan-van-der-heijdenstraat,https://casco-media-prod.global.ssl.fastly.net/39e29a8b-29c2-5f47-81e3-625c0de0b4c7/fa4a4c52920677e4fdc8b54c92ca2a30.jpg?width=600&auto=webp,55,2,Upholstered,,1892,,,1072VA,2021-08-25
2396,1650,1079 VJ Amsterdam (Rijnbuurt),Apartment Waverstraat,Expats. Amsterdam Rentals ,/apartment-for-rent/amsterdam/fc75636f/waverstraat,https://media.pararius.nl/image/PR0001657000/PR0001657473/image/jpeg/400x600/AmsterdamWaverstraat-232c_1.jpg,55,2,Furnished,,,,,1079VJ,2021-08-25
2397,1750,2172 JT Sassenheim (Vogelbuurt),House Merellaan 22,Expat & Property Management,/house-for-rent/sassenheim/30eca9d7/merellaan,https://casco-media-prod.global.ssl.fastly.net/30eca9d7-3cfb-5037-b0f8-88a8f9c7e8ff/d63d194a93d2e3be3ef3ee30dffc0eb6.jpg?width=600&auto=webp,165,4,,,1960,165 m²,,2172JT,2021-08-25
2398,1100,2586 BL Den Haag (Scheveningen Badplaats),Apartment Gevers Deynootweg,A&N Vastgoed,/apartment-for-rent/den-haag/a522ef66/gevers-deynootweg,https://casco-media-prod.global.ssl.fastly.net/a522ef66-b877-5a38-ab70-12cfb722939b/435242b9e65224538a2a297562898bf7.jpg?width=600&auto=webp,21,2,Furnished,,,,,2586BL,2021-08-25
2399,1100,2586 BL Den Haag (Scheveningen Badplaats),Apartment Gevers Deynootweg,A&N Vastgoed,/apartment-for-rent/den-haag/2de7e5c9/gevers-deynootweg,https://casco-media-prod.global.ssl.fastly.net/2de7e5c9-9305-556d-aea9-e0b30cecdb5e/002c26f84fbda40c29e3ebb9cd903a59.jpg?width=600&auto=webp,26,2,Furnished,,,,,2586BL,2021-08-25
2400,1129,3063 PA Rotterdam (Struisenburg),House Bartholomeus Everardus Molen 24,Woonstad Rotterdam,/house-for-rent/rotterdam/ac3d1c95/bartholomeus-everardus-molen,https://casco-media-prod.global.ssl.fastly.net/ac3d1c95-08c5-5613-baa3-2079306925e7/87732d60a189fadfe90f3fb673b25a2d.jpg?width=600&auto=webp,82,3,Shell,,1982,,,3063PA,2021-08-25
2401,1149,3015 EA Rotterdam (Oude Westen),House Rochussenstraat 9 E,Woonstad Rotterdam,/house-for-rent/rotterdam/9d68ab53/rochussenstraat,https://casco-media-prod.global.ssl.fastly.net/9d68ab53-9e9a-5ec8-a435-6cd2d27b1016/2463831f3b8117e4e7bff34dc7729fbb.jpg?width=600&auto=webp,94,3,Shell,,1994,,,3015EA,2021-08-25
2402,1250,2134 XL Hoofddorp (Hoofddorp Floriande West),Apartment Waddenweg 235,Lighthouse Property Services B.V.,/apartment-for-rent/hoofddorp/55201712/waddenweg,https://casco-media-prod.global.ssl.fastly.net/55201712-c55c-547a-a25d-605d136f52a4/04f75133f2bbdfaed965f15d5fdec5bf.jpg?width=600&auto=webp,62,2,Upholstered,,2006,,,2134XL,2021-08-25
2403,3200,1096 GM Amsterdam (Omval/Overamstel),Apartment Bella Vistastraat 166,Amsterdam Housing,/apartment-for-rent/amsterdam/eb424c92/bella-vistastraat,https://casco-media-prod.global.ssl.fastly.net/eb424c92-eb0d-5310-8834-20eb3331a87a/ea73a834876f8f31891ad33dcbbb71ed.jpg?width=600&auto=webp,117,4,Furnished,,2020,,,1096GM,2021-08-25
2404,1795,4851 EL Ulvenhout (Ulvenhout),House Laurentiusstraat,Rotsvast Breda,/house-for-rent/ulvenhout/baaaa378/laurentiusstraat,https://casco-media-prod.global.ssl.fastly.net/baaaa378-70bd-5546-8090-f226e73d2312/431589416d995924672b1265b0d97734.jpg?width=600&auto=webp,190,4,Furnished,,,,,4851EL,2021-08-25
2405,955,2587 CA Den Haag (Rijslag),Apartment Badhuisweg,Rent Valley,/apartment-for-rent/den-haag/f5fc95bb/badhuisweg,https://casco-media-prod.global.ssl.fastly.net/f5fc95bb-b690-54e5-bb93-d3478672657e/40f8e5253af686c83bffb53c364a3312.jpg?width=600&auto=webp,43,2,Upholstered,,1900,,,2587CA,2021-08-25
