,price,address,street,agency,irl,image,Living area,Rooms,interior,status,Year of construction,plot area,garden area,postcode,date
2266,1500,1058 TG Amsterdam (Hoofddorppleinbuurt),Apartment Woestduinstraat 54 1,Holland Verlof Service,/apartment-for-rent/amsterdam/c662e90c/woestduinstraat,https://media.pararius.nl/image/PR0001657000/PR0001657535/image/jpeg/400x600/AmsterdamWoestduinstraat-194e_1.jpg,63,2,Furnished,,,,,1058TG,2021-08-25
2267,925,4641 HR Ossendrecht (Ossendrecht),Apartment Markt 12 a,Holland Steen B.V.,/apartment-for-rent/ossendrecht/0bac8be0/markt,https://media.pararius.nl/image/PR0001657000/PR0001657534/image/jpeg/400x600/OssendrechtMarkt-e877_1.jpg,110,4,Upholstered,,,,,4641HR,2021-08-25
2268,3500,2585 HN Den Haag (Archipelbuurt),House Riouwstraat 121,The Hague Real Estate Services,/house-for-rent/den-haag/fa180eee/riouwstraat,https://casco-media-prod.global.ssl.fastly.net/fa180eee-1483-531a-abcf-5e9824890dd0/b78ea7def67cda92681b6a57aabf2440.jpg?width=600&auto=webp,291,7,,,1887,190 m²,,2585HN,2021-08-25
2269,2400,2518 BD Den Haag (Zeeheldenkwartier),Apartment Anna Paulownastraat 117 5,The Hague Real Estate Services,/apartment-for-rent/den-haag/0f2ff263/anna-paulownastraat,https://casco-media-prod.global.ssl.fastly.net/0f2ff263-df1c-5a0b-8574-2aaf5ec469bf/2872e2adf7a97046bc643c29acdcf50a.jpg?width=600&auto=webp,144,4,Upholstered,,1932,,,2518BD,2021-08-25
2270,1695,5626 BV Eindhoven (Kerkdorp Acht),House Geulstraat,HouseHunting Eindhoven,/house-for-rent/eindhoven/67e005ce/geulstraat,https://casco-media-prod.global.ssl.fastly.net/67e005ce-e233-5a33-89ee-74012db167b7/9a1c66b3873e5c32dbcc4ddefe61a832.jpg?width=600&auto=webp,140,6,Upholstered,,1977,,,5626BV,2021-08-25
2271,1050,1816 JA Alkmaar (De Hoef I en II),Apartment Van Ostadelaan 36,072wonen,/apartment-for-rent/alkmaar/12dbaaf7/van-ostadelaan,https://casco-media-prod.global.ssl.fastly.net/12dbaaf7-a5f4-5980-a290-4535b791d58b/3d4239fc1d3331d2ec423ace5475980d.jpg?width=600&auto=webp,59,3,Upholstered,,1962,,,1816JA,2021-08-25
2272,1495,5301 EN Zaltbommel (Zaltbommel Binnenstad),Apartment Oenselsestraat,Nu-huren.nl,/apartment-for-rent/zaltbommel/85af9e3f/oenselsestraat,https://casco-media-prod.global.ssl.fastly.net/85af9e3f-4859-5e7a-955b-f00b30808ea1/af91f29ab65de7fbae8489f5c9dd9900.jpg?width=600&auto=webp,120,4,Upholstered,,2001,,,5301EN,2021-08-25
2273,1149,3015 EA Rotterdam (Oude Westen),House Rochussenstraat 9 E,Woonstad Rotterdam,/house-for-rent/rotterdam/9d68ab53/rochussenstraat,https://casco-media-prod.global.ssl.fastly.net/9d68ab53-9e9a-5ec8-a435-6cd2d27b1016/2463831f3b8117e4e7bff34dc7729fbb.jpg?width=600&auto=webp,94,3,Shell,,1994,,,3015EA,2021-08-25
2274,1350,1811 KN Alkmaar (Binnenstad-West),Apartment Gedempte Nieuwesloot 39 C,072wonen,/apartment-for-rent/alkmaar/bd935e7e/gedempte-nieuwesloot,https://casco-media-prod.global.ssl.fastly.net/bd935e7e-fac8-56b5-91c0-9f1172b36e84/c2c6a6ecfbd3e40cffe201bcc631bacf.jpg?width=600&auto=webp,90,3,Upholstered or furnished,,1900,,,1811KN,2021-08-25
2275,665,5344 NE Oss (Het Woud),Studio Schapedreef,RNC Wonen,/studio-for-rent/oss/eb1f22db/schapedreef,https://casco-media-prod.global.ssl.fastly.net/eb1f22db-1009-56c2-b4d3-f6e914d6da34/724b881d99456b0a99ef9aa4b60496ae.jpg?width=600&auto=webp,22,1,Upholstered,,,,,5344NE,2021-08-25
2276,890,3074 AB Rotterdam (Hillesluis),Apartment Groene Hilledijk,Rent an Apartment,/apartment-for-rent/rotterdam/c662c3b1/groene-hilledijk,https://casco-media-prod.global.ssl.fastly.net/c662c3b1-4572-50c5-bf55-125d0b81a75c/f179ac211757325293f383d658c6def7.jpg?width=600&auto=webp,66,2,Upholstered,,1926,,,3074AB,2021-08-25
2277,1250,3031 SG Rotterdam (Rubroek),Apartment Bernardus Gewinstraat,Rent an Apartment,/apartment-for-rent/rotterdam/6933ef7a/bernardus-gewinstraat,https://casco-media-prod.global.ssl.fastly.net/6933ef7a-4c93-5b93-89c6-ae7258dbfc6e/3c0efaab75378707704a78d39c8fe7be.jpg?width=600&auto=webp,59,3,Upholstered or furnished,,1941,,,3031SG,2021-08-25
2278,1850,1013 HE Amsterdam (Haarlemmerbuurt),Apartment Brouwersgracht 228 A,Holland Verlof Service,/apartment-for-rent/amsterdam/c3bba48e/brouwersgracht,https://media.pararius.nl/image/PR0001657000/PR0001657533/image/jpeg/400x600/AmsterdamBrouwersgracht-42b2_16.jpg,82,2,Furnished,,,,,1013HE,2021-08-25
2279,1550,3632 EN Loenen aan de Vecht (Loenen Dorpskern),Apartment Molendijk 8 a,'t Gooi Estate Rentals,/apartment-for-rent/loenen-aan-de-vecht/3391120a/molendijk,https://casco-media-prod.global.ssl.fastly.net/3391120a-58c1-5d75-ab94-59a1c94ac614/190bb3e3ee00a4f1d52dcced26c83633.jpg?width=600&auto=webp,72,1,Furnished,,1912,,,3632EN,2021-08-25
2280,3450,1017 JD Amsterdam (Grachtengordel-Zuid),Apartment Amstelveld 17 II/III,Amstelland Makelaars,/apartment-for-rent/amsterdam/1bac1dad/amstelveld,https://casco-media-prod.global.ssl.fastly.net/1bac1dad-5262-5930-84c3-d9dde05bca49/56fed181a9f968f5f4e0a966e5ca12fa.jpg?width=600&auto=webp,115,2,Upholstered,,1800,,,1017JD,2021-08-25
2281,1650,3054 EC Rotterdam (Hillegersberg Noord),Apartment Adriaen van der Doeslaan 203,Stad en Land Makelaars,/apartment-for-rent/rotterdam/7cc9597f/adriaen-van-der-doeslaan,https://casco-media-prod.global.ssl.fastly.net/7cc9597f-4172-55c1-afe2-6e41c1925834/bdb7fcfb3d6ed8b71baa9760dbc3e7bd.jpg?width=600&auto=webp,90,2,Upholstered,,1967,,,3054EC,2021-08-25
2282,1185,3012 CH Rotterdam (Cool),Apartment Mauritsstraat,Rotterdam Apartments,/apartment-for-rent/rotterdam/31b36bfd/mauritsstraat,https://casco-media-prod.global.ssl.fastly.net/31b36bfd-78db-5a03-8b22-6a5931491331/545ec8ad4dafdffcb594d0ccb1929810.jpg?width=600&auto=webp,40,1,Furnished,,2021,,,3012CH,2021-08-25
2283,1195,3012 CH Rotterdam (Cool),Apartment Mauritsstraat,Rotterdam Apartments,/apartment-for-rent/rotterdam/989566e6/mauritsstraat,https://casco-media-prod.global.ssl.fastly.net/989566e6-30c2-5f52-901c-d02d9d82f578/09bde0bb9f466b3822dff074a51c203f.jpg?width=600&auto=webp,40,1,Furnished,,2021,,,3012CH,2021-08-25
2284,1160,3012 CH Rotterdam (Cool),Apartment Mauritsstraat,Rotterdam Apartments,/apartment-for-rent/rotterdam/0d1c0b6b/mauritsstraat,https://casco-media-prod.global.ssl.fastly.net/0d1c0b6b-acb8-513c-9bc7-ecd634cbc8af/0ac84e807437f6a42d5599ecfa825f5f.jpg?width=600&auto=webp,40,1,Furnished,,2021,,,3012CH,2021-08-25
2285,1510,3012 CH Rotterdam (Cool),Apartment Mauritsstraat,Rotterdam Apartments,/apartment-for-rent/rotterdam/21adbeb7/mauritsstraat,https://casco-media-prod.global.ssl.fastly.net/21adbeb7-b07b-5322-baf0-35880716c910/0c075fe4c222e7cf455a70c7bd2e8395.jpg?width=600&auto=webp,50,2,Furnished,,2021,,,3012CH,2021-08-25
2286,820,5231 XS Den Bosch (Orthen-West),Studio Orthen,HouseHunting Den Bosch,/studio-for-rent/den-bosch/7e71662f/orthen,https://casco-media-prod.global.ssl.fastly.net/7e71662f-1234-55d6-9089-519a7fc25e88/4f707d5f4ee008b8a173148092093c39.jpg?width=600&auto=webp,55,1,Upholstered,,2017,,,5231XS,2021-08-25
2287,1300,2132 DM Hoofddorp (Hoofddorp Zuid),Apartment Marktlaan,Koops Makelaardij,/apartment-for-rent/hoofddorp/bb541c79/marktlaan,https://casco-media-prod.global.ssl.fastly.net/bb541c79-f73b-5877-8833-0170334113a8/c155678b6dd899ec035bde24420337b9.jpg?width=600&auto=webp,50,2,Furnished,,1962,,,2132DM,2021-08-25
2288,4000,2582 TN Den Haag (Statenkwartier),House Antonie Duyckstraat 102,Expat Residence,/house-for-rent/den-haag/e24b6602/antonie-duyckstraat,https://casco-media-prod.global.ssl.fastly.net/e24b6602-c285-52b7-8676-0ec7de01c55d/413e2be3729f6dcaf82918f1e8660808.jpg?width=600&auto=webp,250,9,,,1909,,70,2582TN,2021-08-25
2289,1050,5224 EN Den Bosch (De Kruiskamp),Apartment Admiraliteitslaan,Rotsvast Den Bosch,/apartment-for-rent/den-bosch/e12266c5/admiraliteitslaan,https://casco-media-prod.global.ssl.fastly.net/e12266c5-80d5-527f-a219-d9d0ffd96933/110a2ebd478648b85b67b5f9116fa81f.jpg?width=600&auto=webp,100,4,,,1973,,20,5224EN,2021-08-25
2290,1195,5237 CW Den Bosch (De Staatsliedenbuurt),House To Janssenstraat,123Wonen Den Bosch,/house-for-rent/den-bosch/411dffaa/to-janssenstraat,https://casco-media-prod.global.ssl.fastly.net/411dffaa-1f7f-577b-975f-e1b77bbffa0a/b877377806f9fc3b4ddd71689a7a8124.jpg?width=600&auto=webp,110,5,Upholstered,,1988,,,5237CW,2021-08-25
2291,1495,3039 LW Rotterdam (Blijdorp),Apartment Statensingel 150 B,Stad en Land Makelaars,/apartment-for-rent/rotterdam/fe03f3b8/statensingel,https://casco-media-prod.global.ssl.fastly.net/fe03f3b8-c564-5750-8d93-e7e2ad70fca8/94f082f19168fe2a969a9a3c85547ba0.jpg?width=600&auto=webp,88,2,Furnished,,1941,,,3039LW,2021-08-25
2292,1450,3071 KP Rotterdam (Noordereiland),Apartment Prins Hendrikkade,EHR Rotterdam ,/apartment-for-rent/rotterdam/ca762fdd/prins-hendrikkade,https://media.pararius.nl/image/PR0001657000/PR0001657524/image/jpeg/400x600/RotterdamPrinsHendrikkade-176a_1.jpg,70,3,Furnished,,1910,,,3071KP,2021-08-25
2293,3750,1014 ZC Amsterdam (Houthavens),Apartment Wiborgeiland 118,A1 Executive Estate,/apartment-for-rent/amsterdam/d579a4ed/wiborgeiland,https://casco-media-prod.global.ssl.fastly.net/d579a4ed-2751-5469-a49b-92a3a44dfd7d/adbdcd3c6c48114c0b37610cc7f002f3.jpg?width=600&auto=webp,175,6,,,2020,,9,1014ZC,2021-08-25
2294,480,6463 CP Kerkrade (Chevremont),Apartment St.Pieterstraat 5 E,Woonhuis Limburg,/apartment-for-rent/kerkrade/9dcd3f39/st-pieterstraat,https://casco-media-prod.global.ssl.fastly.net/9dcd3f39-3924-5a14-91a3-52f6501e1e30/82fc5d4d9170953a821b242e380a6b5b.jpg?width=600&auto=webp,38,2,Upholstered,,1920,,,6463CP,2021-08-25
2295,1250,3014 GR Rotterdam (Oude Westen),Apartment Westersingel,Additio Admin,/apartment-for-rent/rotterdam/fbbfe60b/westersingel,https://media.pararius.nl/image/PR0001657000/PR0001657522/image/jpeg/400x600/RotterdamWestersingel-2458_1.jpg,90,2,Upholstered,,,,,3014GR,2021-08-25
2296,980,5223 KE Den Bosch (De Schutskamp),Apartment Kooikersweg,HouseHunting Den Bosch,/apartment-for-rent/den-bosch/39ebae41/kooikersweg,https://casco-media-prod.global.ssl.fastly.net/39ebae41-a11d-5b85-9012-ef211acc29b1/b2521967e258c28e9d8e2db0c49cce70.jpg?width=600&auto=webp,66,2,Upholstered,,2015,,,5223KE,2021-08-25
2297,1745,1261 GX Blaricum (Blaricum-Dorp),House Kruislaan,HouseHunting 't Gooi,/house-for-rent/blaricum/7c44dfe8/kruislaan,https://casco-media-prod.global.ssl.fastly.net/7c44dfe8-8fc6-57a8-932d-9921540c9a9f/8c0eb84a1717ee99a811b7c4acbfdb36.jpg?width=600&auto=webp,125,4,Furnished,,1926,,,1261GX,2021-08-25
2298,1750,1075 PT Amsterdam (Willemspark),Apartment Lomanstraat,Clairesrealestate,/apartment-for-rent/amsterdam/ed485b0b/lomanstraat,https://casco-media-prod.global.ssl.fastly.net/ed485b0b-3df4-5d91-b39c-59526f4cc3d9/663e66d2cc51c6e945758d613e6c6290.jpg?width=600&auto=webp,70,2,,,1914,,,1075PT,2021-08-25
2299,950,1814 DM Alkmaar (Emmakwartier),Apartment Emmastraat 33 G,072wonen,/apartment-for-rent/alkmaar/d2df72da/emmastraat,https://casco-media-prod.global.ssl.fastly.net/d2df72da-76b8-58d3-bb25-be494db12f80/6a72ab303911822eb3bacafff10c4361.jpg?width=600&auto=webp,42,2,Upholstered,,2010,,,1814DM,2021-08-25
2300,1050,2563 EC Den Haag (Valkenboskwartier),Apartment Valkenboslaan 294,Wooncompany Den Haag,/apartment-for-rent/den-haag/c75f4cda/valkenboslaan,https://casco-media-prod.global.ssl.fastly.net/c75f4cda-98e3-5711-8aed-90014e5a53db/177a241ecdc451b26141a9f355c88e4a.jpg?width=600&auto=webp,60,2,Furnished,,1913,,,2563EC,2021-08-25
2301,1950,5624 NJ Eindhoven (Driehoeksbos),House Simplonpas,Rotsvast Eindhoven,/house-for-rent/eindhoven/008bf0fb/simplonpas,https://casco-media-prod.global.ssl.fastly.net/008bf0fb-5a2e-5f67-8c4a-317d4b4cf8e4/0eab866e044fee9edd876e0035df0fc5.jpg?width=600&auto=webp,169,5,Furnished,,,,,5624NJ,2021-08-25
2302,2350,3645 HE Vinkeveen (Zuiderwaard-Westerheul),House Ringdijk 3,Koops Makelaardij Amstelveen,/house-for-rent/vinkeveen/22d7673f/ringdijk,https://casco-media-prod.global.ssl.fastly.net/22d7673f-6a08-57f7-850e-3e62874fe1b3/5c9ed9f90c4f41ee841fe3af60949352.jpg?width=600&auto=webp,200,6,,,1970,,150,3645HE,2021-08-25
2303,1150,4812 XT Breda (Tuinzigt),Apartment Vijfhagen,Rotsvast Breda,/apartment-for-rent/breda/50be8461/vijfhagen,https://casco-media-prod.global.ssl.fastly.net/50be8461-10e7-5622-a694-d4504fee7a36/16516d22ed9aa2aa51fffa246164d364.jpg?width=600&auto=webp,65,2,Upholstered,,2012,,,4812XT,2021-08-25
2304,2500,1015 DL Amsterdam (Grachtengordel-West),Apartment Prinsengracht 69 A,27 Huis Makelaars,/apartment-for-rent/amsterdam/c259b83f/prinsengracht,https://casco-media-prod.global.ssl.fastly.net/c259b83f-eeac-50a5-a5a1-b7cce5a25655/68fe17b19b790ddca26a3547fc9e3fe2.jpg?width=600&auto=webp,100,2,Upholstered,,1991,,,1015DL,2021-08-25
2305,1349,3012 JM Rotterdam (Cool),House Jacobusstraat 199,Woonstad Rotterdam,/house-for-rent/rotterdam/51261173/jacobusstraat,https://casco-media-prod.global.ssl.fastly.net/51261173-9a98-538a-8071-136660262b16/707596cf3a4a6a49133f8f7239f87b0f.jpg?width=600&auto=webp,86,2,Shell,,1873,,,3012JM,2021-08-25
2306,875,5223 KE Den Bosch (De Schutskamp),Apartment Kooikersweg,HouseHunting Den Bosch,/apartment-for-rent/den-bosch/1b2dedae/kooikersweg,https://casco-media-prod.global.ssl.fastly.net/1b2dedae-3fad-5893-8b8e-984f728fef68/b2521967e258c28e9d8e2db0c49cce70.jpg?width=600&auto=webp,47,2,Upholstered,,2015,,,5223KE,2021-08-25
2307,1560,2512 AM Den Haag (Zuidwal),Apartment Gedempte Gracht 269,Nelisse Makelaarsgroep,/apartment-for-rent/den-haag/a98d9dfc/gedempte-gracht,https://casco-media-prod.global.ssl.fastly.net/a98d9dfc-422a-5386-a0e6-9fbf1d72c496/cccf4699b847d99ed2763ce12163634c.jpg?width=600&auto=webp,121,3,,,2006,,,2512AM,2021-08-25
2308,1945,1072 LE Amsterdam (Oude Pijp),Apartment Ferdinand Bolstraat,Lexis Real Estate,/apartment-for-rent/amsterdam/a15c91a2/ferdinand-bolstraat,https://casco-media-prod.global.ssl.fastly.net/a15c91a2-727b-53ec-8884-4344dfe3526e/0afa307cb7df1ce41ff7af8a45465871.jpg?width=600&auto=webp,85,3,Upholstered,,1892,,,1072LE,2021-08-25
2309,2350,2586 CN Den Haag (Scheveningen Badplaats),Apartment Gevers Deynootplein,Sonar appartementen,/apartment-for-rent/den-haag/c4231ccf/gevers-deynootplein,https://casco-media-prod.global.ssl.fastly.net/c4231ccf-9c4d-5bec-8571-f2f030e32ac2/f1c10da1aa7110eb8237c4035094c448.jpg?width=600&auto=webp,125,4,Upholstered,,1990,,,2586CN,2021-08-25
2310,1175,1363 BB Almere (Europakwartier),Apartment Polenstraat,Interhouse verhuurmakelaars Hilversum & Almere,/apartment-for-rent/almere/c6455d1f/polenstraat,https://casco-media-prod.global.ssl.fastly.net/c6455d1f-6049-574d-aaf7-950a6069b994/d23410baa613cc4513ea82f1e0a11a6b.jpg?width=600&auto=webp,57,2,Furnished,,2009,,,1363BB,2021-08-25
2311,1295,4823 NE Breda (Kroeten),Apartment Waterweegbree,123Wonen Breda,/apartment-for-rent/breda/a833358c/waterweegbree,https://casco-media-prod.global.ssl.fastly.net/a833358c-e06b-56a5-9ddb-7110756d97b4/f7e6ed931e2a9273c3ce78571aaaa87c.jpg?width=600&auto=webp,82,3,Furnished,,2004,,,4823NE,2021-08-25
2312,1000,2355 AT Hoogmade (Hoogmade),House Oude Kerkweg 8 w,Tweelwonen.nl Leiden,/house-for-rent/hoogmade/6894200c/oude-kerkweg,https://casco-media-prod.global.ssl.fastly.net/6894200c-9c4f-5514-9581-2d63ed8ffae8/a380706f625d71b3e53ee911af4e5634.jpg?width=600&auto=webp,42,4,,,1965,100 m²,,2355AT,2021-08-25
2313,2200,1181 NZ Amstelveen (Elsrijk Oost),Apartment Runmoolen 15,Wind makelaars,/apartment-for-rent/amstelveen/e11f0c4a/runmoolen,https://media.pararius.nl/image/PR0001657000/PR0001657519/image/jpeg/400x600/AmstelveenRunmoolen-0455_1.jpg,96,3,Furnished,,1995,,,1181NZ,2021-08-25
2314,1450,2111 HS Aerdenhout (Aerdenhout-Zuid),House Vogelenzangseweg 30,Lighthouse Property Services B.V.,/house-for-rent/aerdenhout/a80b205e/vogelenzangseweg,https://casco-media-prod.global.ssl.fastly.net/a80b205e-112e-5a6d-a415-745401bf5ac6/0a6852f007c79c07856cf485c1ddc0c9.jpg?width=600&auto=webp,65,2,,,1995,65 m²,,2111HS,2021-08-25
2315,1250,5611 HJ Eindhoven (Bergen),Apartment Prins Hendrikstraat,Rotsvast Eindhoven,/apartment-for-rent/eindhoven/7425c811/prins-hendrikstraat,https://casco-media-prod.global.ssl.fastly.net/7425c811-3e59-556e-884a-8ecc71331309/a3d060766e7ec11a10b5b8c15d95d90f.jpg?width=600&auto=webp,70,3,Upholstered,,,,,5611HJ,2021-08-25
2316,1250,5223 GM Den Bosch (Boschveld),Apartment Oude Vlijmenseweg,Domica Den Bosch,/apartment-for-rent/den-bosch/aa4219ea/oude-vlijmenseweg,https://casco-media-prod.global.ssl.fastly.net/aa4219ea-9971-54f4-a4bb-ad115c69f958/bd9e1915484e863e5112459113821f56.jpg?width=600&auto=webp,90,3,Furnished,,1990,,,5223GM,2021-08-25
2317,1750,1075 SP Amsterdam (Schinkelbuurt),Apartment Veerstraat 79 hs,Van Huis Uit Makelaars,/apartment-for-rent/amsterdam/4463a828/veerstraat,https://casco-media-prod.global.ssl.fastly.net/4463a828-3d77-511a-be6f-c1ae96000d5b/d265f2819930e74ca6e3894b7da0acf8.jpg?width=600&auto=webp,55,2,,,1906,,18,1075SP,2021-08-25
2318,1850,9723 ZN Groningen (De Linie),House Verlengde Meeuwerderweg 145,REC Vastgoed,/house-for-rent/groningen/dbfeec30/verlengde-meeuwerderweg,https://media.pararius.nl/image/PR0001657000/PR0001657517/image/jpeg/400x600/GroningenVerlengdeMeeuwerderweg-50dd_1.jpg,130,5,Furnished,,2009,,,9723ZN,2021-08-25
2319,1395,9721 EJ Groningen (Helpman),Apartment Van Royenlaan 17 b,REC Vastgoed,/apartment-for-rent/groningen/0979ce00/van-royenlaan,https://media.pararius.nl/image/PR0001657000/PR0001657516/image/jpeg/400x600/GroningenVanRoyenlaan-66d4_1.jpg,90,4,Furnished,,1930,,,9721EJ,2021-08-25
2320,1395,2565 PC Den Haag (Bloemenbuurt-West),Apartment Akeleistraat,Homeland Real Estate,/apartment-for-rent/den-haag/041ca4ed/akeleistraat,https://casco-media-prod.global.ssl.fastly.net/041ca4ed-34e0-5b8d-b866-1b7d1f3c6122/4664b202f738e0ed8f78cdb178e058ea.jpg?width=600&auto=webp,90,3,Furnished,,1934,,,2565PC,2021-08-25
2321,1350,2211 GA Noordwijkerhout (Noordwijkerhout),Apartment Dorpsstraat,Interhouse verhuurmakelaars Sassenheim,/apartment-for-rent/noordwijkerhout/f8d0967b/dorpsstraat,https://casco-media-prod.global.ssl.fastly.net/f8d0967b-97b4-5754-b863-4732fb944d6f/22a4c6f2a917a9fb3b501ba8fcacc4e7.jpg?width=600&auto=webp,90,3,Upholstered,,2011,,,2211GA,2021-08-25
2322,3250,3056 RD Rotterdam (Terbregge),House Dirk van der Kooijweg 104,Stad en Land Makelaars,/house-for-rent/rotterdam/2479ba4e/dirk-van-der-kooijweg,https://casco-media-prod.global.ssl.fastly.net/2479ba4e-8d1e-5dc6-9c14-075042a10640/7a0abf85f5ebf50f696bf775333c36b4.jpg?width=600&auto=webp,185,7,Upholstered,,2003,,,3056RD,2021-08-25
2323,1500,2012 HK Haarlem (Florapark),Apartment Florapark,Koops Makelaardij,/apartment-for-rent/haarlem/b7246d7b/florapark,https://casco-media-prod.global.ssl.fastly.net/b7246d7b-6d03-5db7-ab9d-ecec2d6d1a1f/31da4a3512a5c29cca25de709f663fab.jpg?width=600&auto=webp,60,2,Furnished,,1906,,,2012HK,2021-08-25
2324,3950,1017 CD Amsterdam (Grachtengordel-Zuid),Apartment Herengracht 579 3,Parker & Williams Real Estate Services,/apartment-for-rent/amsterdam/c45687c2/herengracht,https://casco-media-prod.global.ssl.fastly.net/c45687c2-b718-5f03-83ec-ce79db9f3691/e96b9c20cb059fbc5f56833c6d0e4bcd.jpg?width=600&auto=webp,130,3,Upholstered or furnished,,1710,,,1017CD,2021-08-25
2325,1500,3063 AK Rotterdam (Struisenburg),Apartment Honingerdijk 71 B,Prima Makelaars,/apartment-for-rent/rotterdam/e2052b80/honingerdijk,https://casco-media-prod.global.ssl.fastly.net/e2052b80-4333-5575-a49f-cca898693d4a/20e03383bd6c2f4178f756b2fcb40eb6.jpg?width=600&auto=webp,72,3,Upholstered,,1900,,,3063AK,2021-08-25
2326,800,8911 HC Leeuwarden (De Waag),Apartment Klokstraat,Maxx Leeuwarden,/apartment-for-rent/leeuwarden/9aa8b4fd/klokstraat,https://casco-media-prod.global.ssl.fastly.net/9aa8b4fd-e613-5c6f-9f10-d236329e384d/3d105a0d1e9ab5b2a73b1ecdebd5b500.jpg?width=600&auto=webp,80,3,Shell,,,,,8911HC,2021-08-25
2327,710,6811 LN Arnhem (Utrechtsestraat),Apartment Vijfzinnenstraat,NederWoon verhuurmakelaars Arnhem,/apartment-for-rent/arnhem/dead939b/vijfzinnenstraat,https://casco-media-prod.global.ssl.fastly.net/dead939b-d915-500d-9438-af31a93c5e27/eaf3b252e12e52a926b3c2250a34768b.jpg?width=600&auto=webp,30,2,Shell,,,,,6811LN,2021-08-25
2328,1650,9711 SJ Groningen (Binnenstad-Oost),Apartment Damsterdiep,Maxx Groningen,/apartment-for-rent/groningen/030b0352/damsterdiep,https://casco-media-prod.global.ssl.fastly.net/030b0352-0d1d-5f83-931c-703edfc5c8b1/f430126aa1743c7d3c61e588e47ee783.jpg?width=600&auto=webp,82,3,Furnished,,,,,9711SJ,2021-08-25
2329,1050,2611 HM Delft (Centrum),Apartment Hippolytusbuurt 43 C,Björnd Makelaardij,/apartment-for-rent/delft/9e388991/hippolytusbuurt,https://casco-media-prod.global.ssl.fastly.net/9e388991-68b6-5330-83b8-0c2bb9448c49/f30bf5edbb45c185ff4f402aefc6a878.jpg?width=600&auto=webp,50,2,Upholstered,,2012,,,2611HM,2021-08-25
2330,1750,1016 NE Amsterdam (Jordaan),Apartment Rozengracht 78 II,Prinsen Residence International,/apartment-for-rent/amsterdam/64b19543/rozengracht,https://casco-media-prod.global.ssl.fastly.net/64b19543-0c9d-545f-94f5-38997f80141f/abe2f558ddb8052cc49ba98d679e8fd5.jpg?width=600&auto=webp,110,2,Furnished,,Before 1906,,,1016NE,2021-08-25
2331,1100,1951 CG Velsen-Noord (Watervlietbuurt),House Watervlietstraat,Brantjes Makelaars Beverwijk,/house-for-rent/velsen-noord/c69e7f1a/watervlietstraat,https://casco-media-prod.global.ssl.fastly.net/c69e7f1a-4d57-5b29-a063-ca3d625f8630/57c0b7b4fe895e5724589b09477fa469.jpg?width=600&auto=webp,105,4,,,1934,176 m²,,1951CG,2021-08-25
2332,1450,1566 SG Assendelft (Centrum),House Aletta Jacobsstraat 101,Brantjes Makelaars Zaanstad,/house-for-rent/assendelft/76201ee8/aletta-jacobsstraat,https://casco-media-prod.global.ssl.fastly.net/76201ee8-aa88-5e22-995f-687a00cf23ba/43271425c9e81652b0464cb33a27d1be.jpg?width=600&auto=webp,97,4,,,1981-1990,110 m²,,1566SG,2021-08-25
2333,1950,1078 KM Amsterdam (Scheldebuurt),Apartment Grevelingenstraat 15 I,Keij & Stefels Makelaars en Taxateurs,/apartment-for-rent/amsterdam/80e47aee/grevelingenstraat,https://casco-media-prod.global.ssl.fastly.net/80e47aee-12c4-5612-89ca-5998f98b2d5d/43f717de1cea2b8f66b71f35b21edcce.png?width=600&auto=webp,66,3,,,1928,,,1078KM,2021-08-25
2334,1325,2905 RP Capelle aan den IJssel (Bergenbuurt),Apartment Zijpenberg 132,Ooms Makelaars Woningen,/apartment-for-rent/capelle-aan-den-ijssel/a903425b/zijpenberg,https://casco-media-prod.global.ssl.fastly.net/a903425b-49aa-5c52-a0bb-e3c4c8df0282/ee10c64d7991c0ba71c357d280bb6c53.jpg?width=600&auto=webp,89,4,Furnished,,1977,,,2905RP,2021-08-25
2335,1600,1187 MB Amstelveen (Landschappenbuurt),Apartment Zeelandiahoeve,Bianca Combee Housing Service,/apartment-for-rent/amstelveen/fdc774f4/zeelandiahoeve,https://casco-media-prod.global.ssl.fastly.net/fdc774f4-22d8-55a0-b64a-71f8ac3feb0f/3e1304732a95a7d235ac1da02b077ae5.jpg?width=600&auto=webp,70,3,Furnished,,1995,,,1187MB,2021-08-25
2336,1129,3063 PA Rotterdam (Struisenburg),House Bartholomeus Everardus Molen 24,Woonstad Rotterdam,/house-for-rent/rotterdam/ac3d1c95/bartholomeus-everardus-molen,https://casco-media-prod.global.ssl.fastly.net/ac3d1c95-08c5-5613-baa3-2079306925e7/87732d60a189fadfe90f3fb673b25a2d.jpg?width=600&auto=webp,82,3,Shell,,1982,,,3063PA,2021-08-25
2337,2500,6212 CA Maastricht (Villapark),House Sint Willibrordusstraat,Star Housing,/house-for-rent/maastricht/5a43ecfd/sint-willibrordusstraat,https://casco-media-prod.global.ssl.fastly.net/5a43ecfd-2c38-5aca-b3e1-b0f3dcd8d43c/b9ce417221fccbb5e4166814b3b4070d.jpg?width=600&auto=webp,125,6,Upholstered,,,,,6212CA,2021-08-25
