,price,address,street,agency,irl,image,Living area,Rooms,interior,status,garden area,Year of construction,plot area,postcode,date
2281,925,6836 NE Arnhem (Rijkerswoerd-Midden),Apartment Cabaret,NederWoon verhuurmakelaars Arnhem,/apartment-for-rent/arnhem/b6e6db31/cabaret,https://casco-media-prod.global.ssl.fastly.net/b6e6db31-a9ad-53fc-84bd-c15326052a50/8711f51b169ebfd5ef5e71bec2482544.jpg?width=600&auto=webp,76,3,Shell,,,,,6836NE,2021-10-01
2282,1315,5223 XS Den Bosch (Deuteren),Apartment Heerendonklaan,Housedby,/apartment-for-rent/den-bosch/e6f9c069/heerendonklaan,https://casco-media-prod.global.ssl.fastly.net/e6f9c069-3823-5052-bc8c-2b001a761b88/47bd09ce8eb545b19ca898b7be1bb9ae.jpg?width=600&auto=webp,110,3,Upholstered,,,,,5223XS,2021-10-01
2283,780,1441 CB Purmerend (Binnenstad),Studio Breedstraat,RELO Wonen,/studio-for-rent/purmerend/a5ba2c6c/breedstraat,https://media.pararius.nl/image/PR0001658000/PR0001658376/image/jpeg/400x600/PurmerendBreedstraat-f9f8_1.jpg,22,1,Upholstered,,,,,1441CB,2021-10-01
2284,1285,3061 CM Rotterdam (Kralingen West),Apartment Hoge Boezem 17 D,Tweelwonen.nl Rotterdam,/apartment-for-rent/rotterdam/f9000344/hoge-boezem,https://casco-media-prod.global.ssl.fastly.net/f9000344-f88c-54ed-b35f-2aa34af45879/41a334efcd7c06d35a3df318c2e81a36.png?width=600&auto=webp,84,2,Shell,,,,,3061CM,2021-10-01
2285,1395,3011 LK Rotterdam (Stadsdriehoek),Apartment Pannekoekstraat,BenHousing,/apartment-for-rent/rotterdam/c1d3dc93/pannekoekstraat,https://casco-media-prod.global.ssl.fastly.net/c1d3dc93-4488-5a3c-be70-8704d27ff886/3f3eacc2919327db81f496de893f486a.jpg?width=600&auto=webp,70,2,Furnished,,,,,3011LK,2021-10-01
2286,2500,1069 SR Amsterdam (Osdorp-Midden),Apartment Domela Nieuwenhuisstraat,Amsterdam Property Renting,/apartment-for-rent/amsterdam/3efe06d5/domela-nieuwenhuisstraat,https://media.pararius.nl/image/PR0001658000/PR0001658375/image/jpeg/400x600/AmsterdamDomelaNieuwenhuisstraat-3c80_13.jpg,100,4,Furnished,,,,,1069SR,2021-10-01
2287,1250,2593 VT Den Haag (Bezuidenhout-Oost),Apartment Maystraat,Woonzeker Rentals,/apartment-for-rent/den-haag/e1e54aa8/maystraat,https://casco-media-prod.global.ssl.fastly.net/e1e54aa8-62c5-5d5a-bd43-b06f7706153e/f57cd679866fbc8be0441fd6c0080897.jpg?width=600&auto=webp,59,2,Upholstered,,,,,2593VT,2021-10-01
2288,3500,2051 ET Overveen (Overveen),House Militairenweg,Koops Makelaardij,/house-for-rent/overveen/d7569544/militairenweg,https://casco-media-prod.global.ssl.fastly.net/d7569544-f8b0-5ba2-92ef-1bac13f1675e/4215725297d3493a2ac5cca09250f08e.jpg?width=600&auto=webp,220,6,Upholstered,,,,,2051ET,2021-10-01
2289,4000,1018 TK Amsterdam (Weesperbuurt/Plantage),House Plantage Muidergracht 5,Holland Home Management,/house-for-rent/amsterdam/095d0067/plantage-muidergracht,https://casco-media-prod.global.ssl.fastly.net/095d0067-7d40-5bc9-bb0d-6515c702acc6/291d0ee800f1d79d85316190abad65f7.jpg?width=600&auto=webp,263,5,Upholstered,,,,,1018TK,2021-10-01
2290,1700,1931 GB Egmond aan Zee (Egmond aan Zee),Apartment Marinestraat 4 F,072wonen,/apartment-for-rent/egmond-aan-zee/3b7c1210/marinestraat,https://casco-media-prod.global.ssl.fastly.net/3b7c1210-8ddd-5269-8571-97fc7c30b939/9c71ae0e7b5d65de981c68e72123f357.jpg?width=600&auto=webp,125,4,Upholstered or furnished,,,,,1931GB,2021-10-01
2291,2250,2902 AA Capelle aan den IJssel (Dichtersbuurt),House Bilderdijkstraat 43,Baljon Makelaars,/house-for-rent/capelle-aan-den-ijssel/710305bd/bilderdijkstraat,https://casco-media-prod.global.ssl.fastly.net/710305bd-a002-5efb-830b-764709eefe35/819fe25e8e34e968e2a51d859511faa6.jpg?width=600&auto=webp,140,5,,,,1960-1970,,2902AA,2021-10-01
2292,1125,3815 PB Amersfoort (Rustenburg-Zuid),House Mellemastraat,Interhouse verhuurmakelaars Amersfoort,/house-for-rent/amersfoort/88f24669/mellemastraat,https://casco-media-prod.global.ssl.fastly.net/88f24669-e579-56e3-978e-d9e611250359/3ee965d4548c448c6d264ab36431398b.jpg?width=600&auto=webp,96,3,Furnished,,,,,3815PB,2021-10-01
2293,785,7605 BK Almelo (Witvoet en omgeving),House Nachtegaalstraat,123Wonen Twente,/house-for-rent/almelo/cdadd85c/nachtegaalstraat,https://casco-media-prod.global.ssl.fastly.net/cdadd85c-8537-5866-9958-78a661c3738b/0275a85a50aaffe95b713cc5f6f3eff2.jpg?width=600&auto=webp,100,3,Upholstered,,,,,7605BK,2021-10-01
2294,1200,7556 WB Hengelo ('t Wilbert),House Rembrandtstraat,123Wonen Twente,/house-for-rent/hengelo/55e89969/rembrandtstraat,https://casco-media-prod.global.ssl.fastly.net/55e89969-6809-584e-8916-16731a1fd5c8/39619f2dda903f675a615c7ac4e28d53.jpg?width=600&auto=webp,120,3,Furnished,,,,,7556WB,2021-10-01
2295,925,2282 NE Rijswijk (Rembrandtkwartier),Apartment Burgemeester Elsenlaan,Woonzeker Rentals,/apartment-for-rent/rijswijk/3b90fd9d/burgemeester-elsenlaan,https://casco-media-prod.global.ssl.fastly.net/3b90fd9d-85ce-52bb-a1ad-26f37e198f56/135c11202bdf23b87c0fb8caea6aa112.jpg?width=600&auto=webp,74,2,Upholstered,,,,,2282NE,2021-10-01
2296,1750,3011 DA Rotterdam (Stadsdriehoek),Apartment Haagseveer 82,Stad en Land Makelaars,/apartment-for-rent/rotterdam/084d940f/haagseveer,https://casco-media-prod.global.ssl.fastly.net/084d940f-16ae-575e-b118-fdcf07b15df2/128b5ff8403076fce3cc01f08e2ed292.jpg?width=600&auto=webp,95,4,Furnished,,,,,3011DA,2021-10-01
2297,3000,1019 XB Amsterdam (Oostelijk Havengebied),House Stokerkade,Hakkenbroek Housing Company,/house-for-rent/amsterdam/2acab4ae/stokerkade,https://casco-media-prod.global.ssl.fastly.net/2acab4ae-12da-5644-bb7c-8233df6b91c4/8f1e0164bc3e18e9c60a9cccd88ea862.jpg?width=600&auto=webp,144,4,Furnished,,,,,1019XB,2021-10-01
2298,2500,3012 GR Rotterdam (Cool),Apartment Karel Doormanstraat,Ideaal Housing & Makelaars,/apartment-for-rent/rotterdam/e9080f46/karel-doormanstraat,https://casco-media-prod.global.ssl.fastly.net/e9080f46-bca8-50da-815d-8c9e6d82a54d/d591dd1e5c723991c757eddb6e00458b.jpg?width=600&auto=webp,100,3,Upholstered or furnished,,,,,3012GR,2021-10-01
2299,2250,2594 AR Den Haag (Bezuidenhout-Oost),Apartment Bezuidenhoutseweg 349 C,Expat & Real Estate B.V.,/apartment-for-rent/den-haag/3c05d0bf/bezuidenhoutseweg,https://casco-media-prod.global.ssl.fastly.net/3c05d0bf-c8f4-585d-848a-ab17d701dece/f5582fb4df3d8e8732200f9103d3a9a0.jpg?width=600&auto=webp,110,3,Furnished,,,,,2594AR,2021-10-01
2300,1300,2011 DS Haarlem (Heiliglanden),Apartment Kleine Houtstraat 124,Weelde Wonen,/apartment-for-rent/haarlem/1dac1451/kleine-houtstraat,https://casco-media-prod.global.ssl.fastly.net/1dac1451-7ba5-5cf6-9715-431af8bf5063/73c1f3e43ba27dd38d898bd9ce29a42c.jpg?width=600&auto=webp,50,2,,,,1750,,2011DS,2021-10-01
2301,2095,3116 CE Schiedam (Oranjekwartier),House Warande,Dop & Dop Consultancy,/house-for-rent/schiedam/a2033074/warande,https://casco-media-prod.global.ssl.fastly.net/a2033074-2664-5d6b-838c-382ec9090fbc/1b93d662667fba8b25863b31c6781fb5.jpg?width=600&auto=webp,195,5,Furnished,,,,,3116CE,2021-10-01
2302,1025,3831 CP Leusden (Hamershof),Apartment De Kramershilt 26,Heimstaden,/apartment-for-rent/leusden/8e9825d8/de-kramershilt,https://casco-media-prod.global.ssl.fastly.net/8e9825d8-20bc-5cd8-8997-f0c3af3b73ea/fc7c3a44efe5b3cb5e84c5bfd8af4f98.jpg?width=600&auto=webp,73,3,Upholstered,,,,,3831CP,2021-10-01
2303,1525,1098 XA Amsterdam (Middenmeer),Apartment Carolina MacGillavrylaan 200,LIV Residential,/apartment-for-rent/amsterdam/683e27ea/carolina-macgillavrylaan,https://casco-media-prod.global.ssl.fastly.net/683e27ea-f72e-574b-af59-0a8e1c71230c/124eb4654154945b91dd90bd925ae8a1.jpg?width=600&auto=webp,84,3,Upholstered,,,,,1098XA,2021-10-01
2304,1850,2036 RK Haarlem (De Burgen),Apartment Engelenburg 297,Lokaal Makelaardij,/apartment-for-rent/haarlem/c2fd717a/engelenburg,https://casco-media-prod.global.ssl.fastly.net/c2fd717a-5b8b-52e7-8434-beb3614217e9/c711072ae7668b318c31f1ac03f1a428.jpg?width=600&auto=webp,95,4,Upholstered,,,,,2036RK,2021-10-01
2305,1595,3023 KP Rotterdam (Nieuwe Westen),Apartment Hooidrift,Perfectrent,/apartment-for-rent/rotterdam/a09bdbf2/hooidrift,https://casco-media-prod.global.ssl.fastly.net/a09bdbf2-09aa-5bc7-b0bb-d30bb83df17a/96c17a1e4e8d872300a5f9cf977fde62.jpg?width=600&auto=webp,95,3,Upholstered,,,,,3023KP,2021-10-01
2306,1500,4211 CS Spijk (Spijk en Boveneind Spijk en Vogelswerf),House Spijkse Kweldijk,Van der Brugge Makelaardij,/house-for-rent/spijk-west-betuwe/40652e18/spijkse-kweldijk,https://casco-media-prod.global.ssl.fastly.net/40652e18-8b52-56ff-a9fa-2ddca4768811/1c5e613429fa7892ad9925cc0a7fdc49.jpg?width=600&auto=webp,276,6,,,,1939,,4211CS,2021-10-01
2307,1795,3012 LD Rotterdam (Cool),Apartment Eendrachtsweg 49 A,ViaDaan,/apartment-for-rent/rotterdam/bc493a29/eendrachtsweg,https://casco-media-prod.global.ssl.fastly.net/bc493a29-e796-5725-9ed9-18e37e630220/ca0f604b595ea583b13fa98306deefeb.jpg?width=600&auto=webp,88,3,Furnished,,,,,3012LD,2021-10-01
2308,1900,2514 HT Den Haag (Voorhout),Apartment Nieuwe Schoolstraat,Woonzeker Rentals,/apartment-for-rent/den-haag/cef7f6f0/nieuwe-schoolstraat,https://casco-media-prod.global.ssl.fastly.net/cef7f6f0-8c92-504a-aeaa-520086f07d3c/0c3772bf712671c7d0c796bfc6844b95.jpg?width=600&auto=webp,105,2,Furnished,,,,,2514HT,2021-10-01
2309,1500,1025 CW Amsterdam (Buikslotermeer),Apartment Dijkwater,Evim Makelaars,/apartment-for-rent/amsterdam/afa5ed61/dijkwater,https://casco-media-prod.global.ssl.fastly.net/afa5ed61-150a-5693-b856-b557b7760771/eb9e22f26bbc4a59d74d4dcad9ec4e9a.jpg?width=600&auto=webp,66,3,,,,1981,,1025CW,2021-10-01
2310,1200,4441 RE Ovezande (Verspreide huizen Ovezande),House 's-Heerenhoeksedijk,Rotsvast Middelburg,/house-for-rent/ovezande/04ab7478/s-heerenhoeksedijk,https://casco-media-prod.global.ssl.fastly.net/04ab7478-362f-5c40-b0ba-a00cb5f597c4/49458a38e9652dfe71bd22c0903658cc.jpg?width=600&auto=webp,70,3,Furnished,,,,,4441RE,2021-10-01
2311,1295,4811 NE Breda (Chassé),Apartment van Coothplein,Housing Solutions Breda,/apartment-for-rent/breda/e9d233ca/van-coothplein,https://casco-media-prod.global.ssl.fastly.net/e9d233ca-dc21-5d14-8dc1-d1f2cc536e41/d5494c6fd7b74f1f8eae26c38a7ad693.jpg?width=600&auto=webp,80,3,Upholstered,,,,,4811NE,2021-10-01
2312,1750,2587 SP Den Haag (Belgisch Park),Apartment Arnhemsestraat 13,Expat Residence,/apartment-for-rent/den-haag/4f042ef7/arnhemsestraat,https://casco-media-prod.global.ssl.fastly.net/4f042ef7-cadf-5563-904c-fb06c5ab23a4/21d6db3492192917e6b18df82a89190f.jpg?width=600&auto=webp,98,4,Furnished,,,,,2587SP,2021-10-01
2313,1895,2512 GS Den Haag (Kortenbos),Apartment Westeinde,The Real Estate Company,/apartment-for-rent/den-haag/fb252a81/westeinde,https://casco-media-prod.global.ssl.fastly.net/fb252a81-6553-514e-aa43-8d8583164dac/6e3a17f596b42891830fcea1b087618a.jpg?width=600&auto=webp,95,3,Furnished,,,,,2512GS,2021-10-01
2314,1300,3552 CH Utrecht (Ondiep),Apartment Ahornstraat 22,Wij Makelaardij,/apartment-for-rent/utrecht/39fd5bde/ahornstraat,https://casco-media-prod.global.ssl.fastly.net/39fd5bde-9006-5172-8d83-0f7511378575/04b38cb4fd6dab7de8b6233f3207c3df.jpg?width=600&auto=webp,70,3,,,74,,,3552CH,2021-10-01
2315,2535,1016 HM Amsterdam (Grachtengordel-West),Apartment Prinsengracht 405 2A,House of Rentals,/apartment-for-rent/amsterdam/a9f3c730/prinsengracht,https://casco-media-prod.global.ssl.fastly.net/a9f3c730-8875-57ef-a262-f97871e1279e/a5f5df9b7c73017a7ea44a071516db2d.jpg?width=600&auto=webp,130,3,Upholstered or furnished,,,,,1016HM,2021-10-01
2316,1495,5503 PA Veldhoven (D'Ekker),House Kerktorenstraat,Brick Vastgoed,/house-for-rent/veldhoven/31bc17a3/kerktorenstraat,https://media.pararius.nl/image/PR0001658000/PR0001658367/image/jpeg/400x600/VeldhovenKerktorenstraat-1537_1.jpg,120,5,Furnished,,,,,5503PA,2021-10-01
2317,4650,2597 CD Den Haag (Uilennest),House Laan van Clingendael 2,Kimmel & Co. Makelaarskantoor o.g. b.v.,/house-for-rent/den-haag/cb39b1ea/laan-van-clingendael,https://casco-media-prod.global.ssl.fastly.net/cb39b1ea-cdba-5252-9a11-d751eb39bd82/977a1a5ec03494e486753ff0c8ded4b4.jpg?width=600&auto=webp,240,7,Upholstered,,,,,2597CD,2021-10-01
2318,1595,1053 KB Amsterdam (Van Lennepbuurt),Apartment Jacob van Lennepstraat,Huisportaal.nl,/apartment-for-rent/amsterdam/c3a87132/jacob-van-lennepstraat,https://casco-media-prod.global.ssl.fastly.net/c3a87132-b195-5fbe-87d5-b6ede0aed131/100d891413f20f226e73f707bb6665cc.jpg?width=600&auto=webp,49,3,,,,,,1053KB,2021-10-01
2319,900,8566 JL Nijemirdum (Nijemirdum),Apartment Lyklamawei,123wonen Friesland,/apartment-for-rent/nijemirdum/87c17a4a/lyklamawei,https://casco-media-prod.global.ssl.fastly.net/87c17a4a-ad3b-567a-8e4b-9882cd85bf50/033a88528b9357e29b3251275a11c6c0.jpg?width=600&auto=webp,60,2,Furnished,,,,,8566JL,2021-10-01
2320,1500,1062 MX Amsterdam (Westlandgracht),Apartment Rijnlandlaan,Wooove B.V.,/apartment-for-rent/amsterdam/36b29622/rijnlandlaan,https://casco-media-prod.global.ssl.fastly.net/36b29622-3d3a-5b66-bee6-37d3e675e349/729cdf0a3ab4461b2a47d0f5d3f82a58.jpg?width=600&auto=webp,87,3,,,,2020,,1062MX,2021-10-01
2321,1375,1062 EB Amsterdam (Westlandgracht),Apartment Delflandlaan,Wooove B.V.,/apartment-for-rent/amsterdam/d1dac1ff/delflandlaan,https://casco-media-prod.global.ssl.fastly.net/d1dac1ff-5b5f-5122-bcae-c592e577a712/9842254219034e07f7ad8bd4cd073a14.jpg?width=600&auto=webp,67,2,,,,2020,,1062EB,2021-10-01
2322,1450,1018 LG Amsterdam (Oostelijke Eilanden/Kadijken),Apartment VOC-kade,Wooove B.V.,/apartment-for-rent/amsterdam/3d72e103/voc-kade,https://casco-media-prod.global.ssl.fastly.net/3d72e103-9730-52e9-847d-505aa45b8d50/c464837ed5c4c131edf3827ab797534f.jpg?width=600&auto=webp,60,2,,,,2020,,1018LG,2021-10-01
2323,1590,1066 LH Amsterdam (Sloter-/Riekerpolder),Apartment David Ricardostraat,Wooove B.V.,/apartment-for-rent/amsterdam/004ed641/david-ricardostraat,https://casco-media-prod.global.ssl.fastly.net/004ed641-fb37-57ca-95e9-7a44a65c184a/d7e8307af059fdf2f08fc6ea3793d7dc.jpg?width=600&auto=webp,127,3,,,,2020,,1066LH,2021-10-01
2324,1535,6221 JK Maastricht (Wyck),House Sphinxlunet,Maasland Relocation,/house-for-rent/maastricht/c877bf64/sphinxlunet,https://casco-media-prod.global.ssl.fastly.net/c877bf64-7dfd-5ded-9b1a-32d3419d3033/e5ac0e3fb3a4a8559e670f87907e15cf.jpg?width=600&auto=webp,100,3,Shell,,,,,6221JK,2021-10-01
2325,1275,2511 VV Den Haag (Uilebomen),Apartment Zwarteweg,Woonzeker Rentals,/apartment-for-rent/den-haag/9ec37c17/zwarteweg,https://casco-media-prod.global.ssl.fastly.net/9ec37c17-e0d0-58cf-837d-ec6c8ee067a9/0ce8704679a1a0e7891878ea99c15984.jpg?width=600&auto=webp,66,2,Upholstered,,,,,2511VV,2021-10-01
2326,1500,3031 RB Rotterdam (Rubroek),Apartment Carel van Nieveltstraat 29 B,Stad en Land Makelaars,/apartment-for-rent/rotterdam/cf19b787/carel-van-nieveltstraat,https://casco-media-prod.global.ssl.fastly.net/cf19b787-91a7-5f16-98db-9ccfd06ed3a1/76a2189ee1aa526b1cd1bfd71f5638f7.jpg?width=600&auto=webp,71,4,Upholstered or furnished,,,,,3031RB,2021-10-01
2327,1595,4812 GE Breda (Heuvel),Apartment Dirk Hartogstraat,Rotsvast Breda,/apartment-for-rent/breda/56f8aadc/dirk-hartogstraat,https://casco-media-prod.global.ssl.fastly.net/56f8aadc-6117-5499-b2b9-571b67079cb0/0d1632e096ba22c022340bb0f0d3c0f0.jpg?width=600&auto=webp,120,4,,,,2011,,4812GE,2021-10-01
2328,735,4541 BJ Sluiskil (Kern Sluiskil),House Vergaertstraat,Rotsvast Middelburg,/house-for-rent/sluiskil/f740ca67/vergaertstraat,https://casco-media-prod.global.ssl.fastly.net/f740ca67-79b1-51fb-9b40-ac87736f09de/cfd57cdeda9c0acc86be10fe1ee2c338.jpg?width=600&auto=webp,87,4,Shell,,,,,4541BJ,2021-10-01
2329,2750,2275 AW Voorburg (Voorburg West zuid),House Watertorenlaan 45,Expat Residence,/house-for-rent/voorburg/2d4e6476/watertorenlaan,https://casco-media-prod.global.ssl.fastly.net/2d4e6476-a1e9-56c1-9470-627bae96b08b/c8e1ca69fb5e473a6e545fc4da1d957b.jpg?width=600&auto=webp,148,6,Upholstered,,,,,2275AW,2021-10-01
2330,4900,2514 BB Den Haag (Willemspark),Apartment Dr. Kuyperstraat 12,Kimmel & Co. Makelaarskantoor o.g. b.v.,/apartment-for-rent/den-haag/ec1c27aa/dr-kuyperstraat,https://casco-media-prod.global.ssl.fastly.net/ec1c27aa-4af4-577c-831f-e4322f2e01ed/1308d20aad3f09565cf062f994b54e79.jpg?width=600&auto=webp,193,6,Upholstered,,,,,2514BB,2021-10-01
2331,850,2562 JP Den Haag (Valkenboskwartier),Apartment Herschelstraat,Woonzeker Rentals,/apartment-for-rent/den-haag/a2642a48/herschelstraat,https://casco-media-prod.global.ssl.fastly.net/a2642a48-2146-574d-99bd-9210a8b01ab0/929e0f61f82929caca808eedc919382b.jpg?width=600&auto=webp,45,1,Upholstered,,,,,2562JP,2021-10-01
2332,1950,5631 ND Eindhoven (Koudenhoven),House Ministerlaan,Regio56 Makelaars & Huisvesting ,/house-for-rent/eindhoven/d61be00b/ministerlaan,https://casco-media-prod.global.ssl.fastly.net/d61be00b-5e1d-5232-a399-494f9d588036/ead06a204c9006727ae13bb86895c8a1.jpg?width=600&auto=webp,189,5,Upholstered,,,,,5631ND,2021-10-01
2333,1100,4876 AJ Etten-Leur (Grauwe Polder 1),Apartment Bisschopsmolenstraat,Rotsvast Breda,/apartment-for-rent/etten-leur/90b7feb9/bisschopsmolenstraat,https://casco-media-prod.global.ssl.fastly.net/90b7feb9-0293-5092-8f01-d16f59540112/1e7c3f17941b16c0b86c0190e1a6aa25.jpg?width=600&auto=webp,85,3,Upholstered,,,,,4876AJ,2021-10-01
2334,1900,6224 CV Maastricht (Wyckerpoort),House President Rooseveltlaan,Phidec Vastgoed Beheer B.V.,/house-for-rent/maastricht/30211c37/president-rooseveltlaan,https://casco-media-prod.global.ssl.fastly.net/30211c37-d9cd-5c23-9128-92ea4a25dc83/3ce9c899cc86b19abe207c89c93b918e.jpg?width=600&auto=webp,130,6,Upholstered,,,,,6224CV,2021-10-01
2335,1175,3181 WV Rozenburg (Rozenburg),House Rozenstraat,Housing Solutions,/house-for-rent/rozenburg-zh/55cf7531/rozenstraat,https://casco-media-prod.global.ssl.fastly.net/55cf7531-98eb-5982-b842-15ad8d94fd16/6e4664d60ed0b00218ecc3e69efdde51.jpg?width=600&auto=webp,74,2,Upholstered,,,,,3181WV,2021-10-01
2336,1595,3023 KP Rotterdam (Nieuwe Westen),Apartment Hooidrift,Perfectrent,/apartment-for-rent/rotterdam/a09bdbf2/hooidrift,https://casco-media-prod.global.ssl.fastly.net/a09bdbf2-09aa-5bc7-b0bb-d30bb83df17a/96c17a1e4e8d872300a5f9cf977fde62.jpg?width=600&auto=webp,95,3,Upholstered,,,,,3023KP,2021-10-01
2337,1850,2036 RK Haarlem (De Burgen),Apartment Engelenburg 297,Lokaal Makelaardij,/apartment-for-rent/haarlem/c2fd717a/engelenburg,https://casco-media-prod.global.ssl.fastly.net/c2fd717a-5b8b-52e7-8434-beb3614217e9/c711072ae7668b318c31f1ac03f1a428.jpg?width=600&auto=webp,95,4,Upholstered,,,,,2036RK,2021-10-01
2338,1550,1108 GB Amsterdam (Nellestein),Apartment Leksmondhof,De Nieuwe Verhuurmakelaar,/apartment-for-rent/amsterdam/32d3089b/leksmondhof,https://casco-media-prod.global.ssl.fastly.net/32d3089b-77d4-5685-b8f9-716db3b81595/93ed52e923596413c8228da3a62142e8.jpg?width=600&auto=webp,80,4,Furnished,,,,,1108GB,2021-10-01
2339,1075,3036 EA Rotterdam (Oude Noorden),Apartment Soetendaalsekade 42 A02,Ooms Makelaars Woningen,/apartment-for-rent/rotterdam/11c64125/soetendaalsekade,https://casco-media-prod.global.ssl.fastly.net/11c64125-02c3-5542-addc-52b5ee2eeea3/66bc20f4c5c72a736d8e1dff83b46413.jpg?width=600&auto=webp,40,2,Upholstered,,,,,3036EA,2021-10-01
2340,1250,1059 VD Amsterdam (Westlandgracht),Apartment Voorburgstraat 242 F,Keij & Stefels Makelaars en Taxateurs,/apartment-for-rent/amsterdam/ffce8fb7/voorburgstraat,https://casco-media-prod.global.ssl.fastly.net/ffce8fb7-afb3-5d55-9c63-6c0a4a277ab8/ebd2552e0db23f665e7da060cee31806.jpg?width=600&auto=webp,49,2,Upholstered,,,,,1059VD,2021-10-01
2341,1950,1016 KD Amsterdam (Jordaan),Apartment Bloemgracht 41 E,DSTRCT Amsterdam,/apartment-for-rent/amsterdam/0d107e26/bloemgracht,https://casco-media-prod.global.ssl.fastly.net/0d107e26-dee8-5509-9278-d1532a539e89/1d0b50a51d5265170b5396680f71c892.jpg?width=600&auto=webp,55,2,Furnished,,,,,1016KD,2021-10-01
2342,1505,6221 JM Maastricht (Wyck),Apartment Mosalunet 38 F,Digimakelaars.nl - de makelaar van Nederland,/apartment-for-rent/maastricht/6e0e2889/mosalunet,https://casco-media-prod.global.ssl.fastly.net/6e0e2889-6b14-58a4-924b-c3c00ed39bd0/35add9c2b38315d8397bafac64db9b37.jpg?width=600&auto=webp,113,3,,,,2002,,6221JM,2021-10-01
2343,3200,2015 BW Haarlem (Bloemenbuurt),House Regentesselaan 19,Mooijekind Vleut Verhuurmakelaars,/house-for-rent/haarlem/3f101d4c/regentesselaan,https://casco-media-prod.global.ssl.fastly.net/3f101d4c-3951-5247-a627-0ff3cfb2a052/986f1a1d47249ea8d37202734fe77328.jpg?width=600&auto=webp,153,7,,,,,180 m²,2015BW,2021-10-01
2344,3500,1058 SK Amsterdam (Hoofddorppleinbuurt),Apartment Leiduinstraat,Valerius Rentals,/apartment-for-rent/amsterdam/a523e43a/leiduinstraat,https://casco-media-prod.global.ssl.fastly.net/a523e43a-9604-5e80-b38f-2dac7e67c3f3/4bf85d9e97b5b718e90c384b085a1696.jpg?width=600&auto=webp,125,4,Upholstered,,,,,1058SK,2021-10-01
2345,1225,1404 EJ Bussum (Raadhuisplein),Apartment Eslaan 72,Nienaber Makelaars,/apartment-for-rent/bussum/2a789c9e/eslaan,https://casco-media-prod.global.ssl.fastly.net/2a789c9e-de6e-5502-be09-478ee29ffbac/7563b9938f5f2aa41d31697347186526.jpg?width=600&auto=webp,63,2,,,,1956,,1404EJ,2021-10-01
2346,2850,1018 GK Amsterdam (Weesperbuurt/Plantage),Apartment Sarphatistraat 20 2,Rappange Makelaardij,/apartment-for-rent/amsterdam/761bd127/sarphatistraat,https://casco-media-prod.global.ssl.fastly.net/761bd127-41d9-5761-b4fd-34b8340dd8f5/a9bbf283cc7a4f93644dfe32c4879981.jpg?width=600&auto=webp,160,5,Upholstered,,,,,1018GK,2021-10-01
2347,1975,3033 BD Rotterdam (Agniesebuurt),Apartment Schiekade,IRIS Housing Rotterdam,/apartment-for-rent/rotterdam/7a4521c3/schiekade,https://media.pararius.nl/image/PR0001658000/PR0001658362/image/jpeg/400x600/RotterdamSchiekade-a5e9_2.jpg,90,3,Furnished,,,,,3033BD,2021-10-01
2348,1800,1060 PJ Amsterdam (Middelveldsche Akerpolder),Apartment Ladogameerhof,Inter Immo Amsterdam,/apartment-for-rent/amsterdam/9433fdfe/ladogameerhof,https://media.pararius.nl/image/PR0001658000/PR0001658358/image/jpeg/400x600/AmsterdamLadogameerhof-3d0b_1.jpg,85,4,Furnished,,,,,1060PJ,2021-10-01
2349,1750,2586 EA Den Haag (Scheveningen Badplaats),Apartment Seinpostduin,A&N Vastgoed,/apartment-for-rent/den-haag/19ebd525/seinpostduin,https://casco-media-prod.global.ssl.fastly.net/19ebd525-bfe0-5077-92b8-f344e8b1f349/f60a09da704ef968a97f61efd542e80d.jpg?width=600&auto=webp,78,3,Upholstered,,,,,2586EA,2021-10-01
2350,1450,1079 WL Amsterdam (Rijnbuurt),Apartment Kribbestraat,LV Housing,/apartment-for-rent/amsterdam/07223333/kribbestraat,https://casco-media-prod.global.ssl.fastly.net/07223333-0441-5b48-a0ea-1585659c6071/468f1e23d661a64594438394ef942ae0.jpg?width=600&auto=webp,55,2,Upholstered,,,,,1079WL,2021-10-01
2351,705,9607 RB Foxhol (Foxhol),Apartment Meeuwenstraat,123Wonen Groningen,/apartment-for-rent/foxhol/a2088953/meeuwenstraat,https://casco-media-prod.global.ssl.fastly.net/a2088953-7a53-5553-ab76-1e06d2630566/7872823d4bd0abdb492ce0a4c57341f0.jpg?width=600&auto=webp,65,2,Upholstered,,,,,9607RB,2021-10-01
2352,1275,5612 CT Eindhoven (Gildebuurt),Apartment Kloosterdreef 39,Tenant Huurwoningen,/apartment-for-rent/eindhoven/0f72d19b/kloosterdreef,https://media.pararius.nl/image/PR0001658000/PR0001658354/image/jpeg/400x600/EindhovenKloosterdreef-dbba_1.jpg,82,3,Upholstered,,,,,5612CT,2021-10-01
2353,1795,5611 BB Eindhoven (Binnenstad),Apartment Stationsplein,Stoit Groep,/apartment-for-rent/eindhoven/4b639515/stationsplein,https://casco-media-prod.global.ssl.fastly.net/4b639515-3fcd-56a4-90fe-0e985229a372/72924190000c80d2c8e40090addf59ba.jpg?width=600&auto=webp,105,3,Furnished,,,,,5611BB,2021-10-01
