,price,address,street,agency,irl,image,Living area,Rooms,interior,status,garden area,Year of construction,plot area,postcode,date
73,1250,1501 ND Zaandam (Burgemeestersbuurt),Apartment Oostkade,Hendriks Housing,/apartment-for-rent/zaandam/ce95cda6/oostkade,https://casco-media-prod.global.ssl.fastly.net/ce95cda6-b69d-56cd-bc57-054c034be6b8/490aceae26a240af4069ce30e029b2d9.jpg?width=600&auto=webp,65,2,Furnished,,,,,1501ND,2021-10-01
74,1500,1336 NB Almere (Indischebuurt),House Tempo Doeloestraat,A Plus Apartments,/house-for-rent/almere/2e116610/tempo-doeloestraat,https://casco-media-prod.global.ssl.fastly.net/2e116610-04c4-5b7c-a518-b7cb45827fa3/ffe4cf96a23cdbf45a80e30d130eb9d7.jpg?width=600&auto=webp,88,4,Upholstered,,,,,1336NB,2021-10-01
75,1650,1063 GB Amsterdam (Slotermeer-Noordoost),Apartment Arondeusstraat 1,Van Huis Uit Makelaars,/apartment-for-rent/amsterdam/97b8b421/arondeusstraat,https://casco-media-prod.global.ssl.fastly.net/97b8b421-7307-51f3-9290-a4a6b281e907/bcf6464c0cf77766f649ef15848afaf1.jpg?width=600&auto=webp,120,2,Upholstered,,,,,1063GB,2021-10-01
76,615,2312 NN Leiden (Noordvest),Apartment Korte Mare 10,EasyMakelaars,/apartment-for-rent/leiden/6488e59a/korte-mare,https://casco-media-prod.global.ssl.fastly.net/6488e59a-4bd9-5e60-982b-03f41543a415/4eba1d44634cf5da7e5e62f0480dd1ad.jpg?width=600&auto=webp,30,1,Upholstered,,,,,2312NN,2021-10-01
77,825,2523 BL Den Haag (Laakkwartier-Oost),Studio Goeverneurlaan,Homey Housing,/studio-for-rent/den-haag/85279758/goeverneurlaan,https://media.pararius.nl/image/PR0001658000/PR0001658781/image/jpeg/400x600/DenHaagGoeverneurlaan-0f8b_1.jpg,22,1,Furnished,,,,,2523BL,2021-10-01
78,1050,3082 SJ Rotterdam (Oud Charlois),Apartment Jaersveltstraat,Homey.rent,/apartment-for-rent/rotterdam/c2c9a92c/jaersveltstraat,https://casco-media-prod.global.ssl.fastly.net/c2c9a92c-b571-5bcf-9008-3c2e8b71411e/89b9152bc6e3ebd803d980ac9ff5c007.jpg?width=600&auto=webp,55,1,,,,,,3082SJ,2021-10-01
79,1650,1018 ED Amsterdam (Weesperbuurt/Plantage),House Nieuwe Prinsengracht,123Wonen Amsterdam,/house-for-rent/amsterdam/0a3fa9fb/nieuwe-prinsengracht,https://casco-media-prod.global.ssl.fastly.net/0a3fa9fb-7058-5f68-bcfb-3d20f2189cdc/beda62c8c24e27f8e37f15cc10d77e54.jpg?width=600&auto=webp,80,2,Furnished,,,,,1018ED,2021-10-01
80,1550,1057 SZ Amsterdam (Hoofdweg e.o.),Apartment Bartholomeus Diazstraat,123Wonen Amsterdam,/apartment-for-rent/amsterdam/ef9bcd40/bartholomeus-diazstraat,https://casco-media-prod.global.ssl.fastly.net/ef9bcd40-333e-5b96-b1ac-4535e9499579/dad07ce897d30667ee75ca856373741b.jpg?width=600&auto=webp,50,3,Furnished,,,,,1057SZ,2021-10-01
81,2100,3061 BA Rotterdam (Kralingen West),Apartment Kralingse Plaslaan 71,ViaDaan,/apartment-for-rent/rotterdam/e347198b/kralingse-plaslaan,https://casco-media-prod.global.ssl.fastly.net/e347198b-dc83-5dda-aba7-60d1f183c294/ce217229d9857842cdcda4b30f546f2c.jpg?width=600&auto=webp,100,3,Upholstered or furnished,,,,,3061BA,2021-10-01
82,1350,1095 MB Amsterdam (Zeeburgereiland/Nieuwe Diep),Apartment John Blankensteinstraat 73,ViaDaan,/apartment-for-rent/amsterdam/d86ee391/john-blankensteinstraat,https://casco-media-prod.global.ssl.fastly.net/d86ee391-2f1d-5e1a-8f2d-e32c98ce1443/3d2ff7772d9b130da0b933d53a252140.jpg?width=600&auto=webp,55,3,Upholstered,,,,,1095MB,2021-10-01
83,825,5091 CG Oost West en Middelbeers (Middelbeers),Apartment Hoogdijk,Van Santvoort Makelaars Eersel,/apartment-for-rent/oost-west-en-middelbeers/30cb6287/hoogdijk,https://casco-media-prod.global.ssl.fastly.net/30cb6287-9b8e-59be-a61a-c06a10b06b6f/d097329154cc4528cf7ad91f1a6e913e.jpg?width=600&auto=webp,95,3,,,30,,,5091CG,2021-10-01
84,1625,1181 TT Amstelveen (Stadshart),Apartment Mr. G. Groen van Prinstererlaan,Tekke Housing,/apartment-for-rent/amstelveen/55c19d5f/mr-g-groen-van-prinstererlaan,https://media.pararius.nl/image/PR0001658000/PR0001658780/image/jpeg/400x600/AmstelveenMrGGroenvanPrinstererlaan-8ec5_1.jpg,65,3,Furnished,,,,,1181TT,2021-10-01
85,1550,1502 WD Zaandam (Rosmolenbuurt),Apartment Bloemgracht 220,Makelaarshuis Amsterdam - Zaanstad,/apartment-for-rent/zaandam/3f1fd91e/bloemgracht,https://casco-media-prod.global.ssl.fastly.net/3f1fd91e-7264-5f5d-9773-56360df8e710/91e09ca830fc8b1f313fc0d9c7cb813d.jpg?width=600&auto=webp,93,3,Upholstered,,,,,1502WD,2021-10-01
86,1800,1053 LD Amsterdam (Van Lennepbuurt),Apartment Bilderdijkstraat 186 I,Expat Rentals,/apartment-for-rent/amsterdam/03be8351/bilderdijkstraat,https://casco-media-prod.global.ssl.fastly.net/03be8351-2dbf-561c-bbd0-64032a127fd5/72276852439c562ce146178e612844da.jpg?width=600&auto=webp,57,3,Furnished,,,,,1053LD,2021-10-01
87,950,7201 JG Zutphen (Stadskern),House Oude Wed,Mijnhuurwoning.com,/house-for-rent/zutphen/1f912465/oude-wed,https://casco-media-prod.global.ssl.fastly.net/1f912465-a772-5e19-a868-cbb7f35be15c/4d53b53abb819456c1a0dd21cf15ddb2.jpg?width=600&auto=webp,90,3,Furnished,,,,,7201JG,2021-10-01
88,890,2515 AT Den Haag (Rivierenbuurt-Noord),Studio Weteringkade,Homey Housing,/studio-for-rent/den-haag/328598a0/weteringkade,https://media.pararius.nl/image/PR0001658000/PR0001658779/image/jpeg/400x600/DenHaagWeteringkade-b1a7_1.jpg,26,1,Furnished,,,,,2515AT,2021-10-01
89,1000,5831 TA Boxmeer (Hollesteeg),House Floralaan,123Wonen Nijmegen,/house-for-rent/boxmeer/cca1fa0f/floralaan,https://casco-media-prod.global.ssl.fastly.net/cca1fa0f-a22e-5cb1-97c3-847bfd685e5c/80d8116d62bb5a2ef29c2d103ef058cc.jpg?width=600&auto=webp,112,5,Upholstered,,,,,5831TA,2021-10-01
90,1995,1506 ER Zaandam (Oud West),Apartment Ruijterveer,Expat Rentals Nederland,/apartment-for-rent/zaandam/df2e841b/ruijterveer,https://media.pararius.nl/image/PR0001658000/PR0001658778/image/jpeg/400x600/ZaandamRuijterveer-cfd0_5.jpg,120,3,Furnished,,,,,1506ER,2021-10-01
91,975,2512 XG Den Haag (Schildersbuurt-Noord),House Houtzagerssingel,070Wonen,/house-for-rent/den-haag/08cc3b45/houtzagerssingel,https://casco-media-prod.global.ssl.fastly.net/08cc3b45-b8d9-5650-bdd4-5839bae4aebe/e1123acb48adb19aae8babf2dfac25a7.jpg?width=600&auto=webp,44,2,,,,1850,,2512XG,2021-10-01
92,1400,"1102 CB Amsterdam (Bijlmer Centrum (D,F,H))",Apartment Hoogoord,Home of Orange,/apartment-for-rent/amsterdam/db866cd1/hoogoord,https://casco-media-prod.global.ssl.fastly.net/db866cd1-d8e6-5b6c-a9a1-6c775b717b0a/018b47a50e42ef021fdd3c05b169a1af.jpg?width=600&auto=webp,70,3,Furnished,,,,,1102CB,2021-10-01
93,1295,1315 AA Almere (Centrum Almere Stad),Apartment Blekerstraat,Inter Immo Almere,/apartment-for-rent/almere/4eefa62b/blekerstraat,https://casco-media-prod.global.ssl.fastly.net/4eefa62b-cba6-57fb-9e2a-68ab8ce323f8/fcf83d0c4bde2e50c909dc948bb512f7.jpg?width=600&auto=webp,72,3,Upholstered,,,,,1315AA,2021-10-01
94,1795,1341 CL Almere (Nobelhorst),House Wolfgang Paulistraat,Inter Immo Almere,/house-for-rent/almere/d7a532cf/wolfgang-paulistraat,https://casco-media-prod.global.ssl.fastly.net/d7a532cf-05aa-5fc4-ba52-2033351e6290/aa9ef700eeb9c25313031cca7f731cd6.jpg?width=600&auto=webp,114,5,Furnished,,,,,1341CL,2021-10-01
95,500,2316 XB Leiden (Stationskwartier),Apartment Schipholweg,Van Der Huizen,/apartment-for-rent/leiden/3b2043f0/schipholweg,https://casco-media-prod.global.ssl.fastly.net/3b2043f0-6e56-5421-9caa-0069f2ad29d5/ec900507953b0e7fd15e057d4c0fb2b4.jpg?width=600&auto=webp,18,1,Furnished,,,,,2316XB,2021-10-01
96,1600,6413 SN Heerlen (Heerlerheide Kom),House Netelstraat 5,Wooncheckpunt Makelaars,/house-for-rent/heerlen/027420ee/netelstraat,https://casco-media-prod.global.ssl.fastly.net/027420ee-a482-5493-b0cd-ed7e06f4415b/73413dd89ece2ca4ee053c56e635049b.jpg?width=600&auto=webp,152,11,,,90,,,6413SN,2021-10-01
97,1595,3023 KP Rotterdam (Nieuwe Westen),Apartment Hooidrift,Perfectrent,/apartment-for-rent/rotterdam/a09bdbf2/hooidrift,https://casco-media-prod.global.ssl.fastly.net/a09bdbf2-09aa-5bc7-b0bb-d30bb83df17a/96c17a1e4e8d872300a5f9cf977fde62.jpg?width=600&auto=webp,95,3,Upholstered,,,,,3023KP,2021-10-01
98,675,4701 JW Roosendaal (Centrum-Oud),House Molenstraat,Van Der Huizen,/house-for-rent/roosendaal/7e7562af/molenstraat,https://casco-media-prod.global.ssl.fastly.net/7e7562af-f7c4-5ea8-81ea-06385557bb35/b41f022cde8bfb4d051e11af1bb47620.jpg?width=600&auto=webp,45,2,Upholstered,,,,,4701JW,2021-10-01
99,1850,5658 EN Eindhoven (Grasrijk),House Graspieper,Stoit Groep,/house-for-rent/eindhoven/245dcb44/graspieper,https://casco-media-prod.global.ssl.fastly.net/245dcb44-b7ad-50d7-a144-2a154f03a116/c3a6fd11f401a62d0c22f4e8d604bd38.jpg?width=600&auto=webp,115,5,Furnished,,,,,5658EN,2021-10-01
100,850,3313 CB Dordrecht (Beekmanstraat en omgeving),Apartment Beekmanstraat,123Wonen Dordrecht,/apartment-for-rent/dordrecht/22024f77/beekmanstraat,https://casco-media-prod.global.ssl.fastly.net/22024f77-34c9-5f2c-a2ee-be3449aa6c85/394112009fcbf4a06361ff0a24404fa5.jpg?width=600&auto=webp,42,2,Upholstered,,,,,3313CB,2021-10-01
101,775,6828 ZP Arnhem (Van Verschuerbuurt),Apartment Van Oldenbarneveldtstraat,Domica Arnhem,/apartment-for-rent/arnhem/6cab4942/van-oldenbarneveldtstraat,https://casco-media-prod.global.ssl.fastly.net/6cab4942-8c6d-5adc-b76c-fff911832c61/ff6021b99a1abeaffa9380590899c0e3.jpg?width=600&auto=webp,35,2,Upholstered,,,,,6828ZP,2021-10-01
102,1675,1078 CJ Amsterdam (IJselbuurt),Apartment IJselstraat 42 3,Yourhome Makelaars,/apartment-for-rent/amsterdam/a0662cfc/ijselstraat,https://casco-media-prod.global.ssl.fastly.net/a0662cfc-ee16-567c-aa35-2896cce987ba/90f0b9974dd40fa8ec196c8c51b2ba5e.jpg?width=600&auto=webp,58,2,Furnished,,,,,1078CJ,2021-10-01
103,1450,1076 SV Amsterdam (Stadionbuurt),Apartment Herculesstraat 132 2,Yourhome Makelaars,/apartment-for-rent/amsterdam/26a527bd/herculesstraat,https://casco-media-prod.global.ssl.fastly.net/26a527bd-3fcf-5998-8f43-3440df922986/de53a7996b097b44ccf5c27cd494edda.jpg?width=600&auto=webp,53,2,Upholstered,,,,,1076SV,2021-10-01
104,460,8451 CG Oudeschoot (Oudeschoot),Room Marktweg,Regent Makelaars,/room-for-rent/oudeschoot/4b63c3f3/marktweg,https://casco-media-prod.global.ssl.fastly.net/4b63c3f3-a022-58ba-a423-fe54ceaa3172/82066fb8a4915958ac041ed8866e2c30.jpg?width=600&auto=webp,19,1,,,,,,8451CG,2021-10-01
105,1200,3527 HJ Utrecht (Kanaleneiland-Noord),Apartment Eisenhowerlaan 94,Heimstaden,/apartment-for-rent/utrecht/bdbf3d85/eisenhowerlaan,https://casco-media-prod.global.ssl.fastly.net/bdbf3d85-50d7-5063-b16f-4dcc65873222/630291601713545e2e194d82cb36f406.jpg?width=600&auto=webp,74,3,Upholstered,,,,,3527HJ,2021-10-01
106,560,5233 RK Den Bosch (De Rompert),Studio Rompert Park,RNC Wonen,/studio-for-rent/den-bosch/48093631/rompert-park,https://casco-media-prod.global.ssl.fastly.net/48093631-37f3-5b44-aecd-6690ea9f21d8/10b97ba7e334bc799758347c3e4079f3.jpg?width=600&auto=webp,45,1,Upholstered,,,,,5233RK,2021-10-01
107,1250,5066 BA Moergestel (Centrum Moergestel),House Prinses Margrietstraat,RNC Wonen,/house-for-rent/moergestel/a060a3b2/prinses-margrietstraat,https://casco-media-prod.global.ssl.fastly.net/a060a3b2-6d67-5635-884b-37c9aca0a703/8c260883e5fbfe5f716dd9d6de387c85.jpg?width=600&auto=webp,89,4,Upholstered,,,,,5066BA,2021-10-01
108,785,6411 HP Heerlen (Heerlen-Centrum),Apartment Geleenstraat 5 C,Tablinum Maastricht B.V.,/apartment-for-rent/heerlen/5a1d2d05/geleenstraat,https://media.pararius.nl/image/PR0001658000/PR0001658777/image/jpeg/400x600/HeerlenGeleenstraat-b683_1.jpg,71,2,Upholstered,,,,,6411HP,2021-10-01
109,1650,1016 DB Amsterdam (Grachtengordel-West),Apartment Raadhuisstraat,Vastgoed & Co.,/apartment-for-rent/amsterdam/d7d66d8f/raadhuisstraat,https://casco-media-prod.global.ssl.fastly.net/d7d66d8f-5c26-52a4-a002-549b70eaf227/a1f822ac1d0a8b6d799c60bdc8c33b8d.jpg?width=600&auto=webp,40,2,Furnished,,,,,1016DB,2021-10-01
110,689,5046 GL Tilburg (Goirke Noord),Studio Goirkestraat,De Huissleutel,/studio-for-rent/tilburg/24e38d4b/goirkestraat,https://casco-media-prod.global.ssl.fastly.net/24e38d4b-b22f-56c6-92f4-bea5ef5811ad/bd1d453fbd7c1f89427f1f651ee839c9.jpg?width=600&auto=webp,27,1,Upholstered,,,,,5046GL,2021-10-01
111,1550,3513 EW Utrecht (Pijlsweerd-Zuid),Apartment Westerdijk,Quup Vastgoed,/apartment-for-rent/utrecht/adb610ba/westerdijk,https://casco-media-prod.global.ssl.fastly.net/adb610ba-f914-59db-8489-72d35dd3c3b4/304651698674fe3dbf130b0b4a9233d4.jpg?width=600&auto=webp,49,2,Furnished,,,,,3513EW,2021-10-01
112,1475,3513 EW Utrecht (Pijlsweerd-Zuid),Apartment Westerdijk,Quup Vastgoed,/apartment-for-rent/utrecht/b7013630/westerdijk,https://casco-media-prod.global.ssl.fastly.net/b7013630-9a74-5f88-a5b7-266754a7455d/304651698674fe3dbf130b0b4a9233d4.jpg?width=600&auto=webp,41,2,Furnished,,,,,3513EW,2021-10-01
113,1350,5612 DB Eindhoven (Woenselse Watermolen),Apartment Borchmolen,Kievit Makelaardij,/apartment-for-rent/eindhoven/e375129a/borchmolen,https://media.pararius.nl/image/PR0001658000/PR0001658776/image/jpeg/400x600/EindhovenBorchmolen-8557_1.jpg,90,3,Furnished,,,,,5612DB,2021-10-01
114,1350,5221 BM Den Bosch (Kom Engelen),Apartment Graaf van Solmsweg,Rotsvast Den Bosch,/apartment-for-rent/den-bosch/74191e4b/graaf-van-solmsweg,https://casco-media-prod.global.ssl.fastly.net/74191e4b-c6b5-5f7f-baff-8d9730e73005/1e7ac642ed79ba3cbb6d08c7a56c30b7.jpg?width=600&auto=webp,100,3,Upholstered,,,,,5221BM,2021-10-01
115,1950,1011 KW Amsterdam (Nieuwmarkt/Lastage),Apartment Oudeschans 87 1,Keizerskroon makelaars,/apartment-for-rent/amsterdam/b85e5b34/oudeschans,https://media.pararius.nl/image/PR0001658000/PR0001658775/image/jpeg/400x600/AmsterdamOudeschans-9629_1.jpg,72,2,Upholstered,,,,,1011KW,2021-10-01
116,3300,1017 BA Amsterdam (Grachtengordel-Zuid),Apartment Beulingstraat 2 B,Keizerskroon makelaars,/apartment-for-rent/amsterdam/3ff49591/beulingstraat,https://media.pararius.nl/image/PR0001658000/PR0001658774/image/jpeg/400x600/AmsterdamBeulingstraat-03ec_1.jpg,120,3,Furnished,,,,,1017BA,2021-10-01
117,1500,6321 DA Wijlre (Wijlre),House Burg. Baron van Hövellstraat,Residence Housing & Relocation,/house-for-rent/wijlre/62c0aac0/burg-baron-van-hoevellstraat,https://casco-media-prod.global.ssl.fastly.net/62c0aac0-4eab-562f-9a33-15cc88269d35/2f8f30635e6c1cfe2c7526ac4d1b1661.jpg?width=600&auto=webp,164,9,Furnished,,,,,6321DA,2021-10-01
118,1750,1094 NP Amsterdam (Indische Buurt West),Apartment Sumatrastraat,ViaDaan,/apartment-for-rent/amsterdam/42ad57ae/sumatrastraat,https://casco-media-prod.global.ssl.fastly.net/42ad57ae-f90e-5cde-9236-5e25c32e1881/8bf31c233b430b2661215eb79f55f8fa.jpg?width=600&auto=webp,72,3,Upholstered,,,,,1094NP,2021-10-01
119,1850,3011 BT Rotterdam (Stadsdriehoek),Apartment Gedempte Zalmhaven,Riva Rentals,/apartment-for-rent/rotterdam/4993edd9/gedempte-zalmhaven,https://casco-media-prod.global.ssl.fastly.net/4993edd9-e9c4-5db1-a407-a37d1dc7b229/3cd8b74304bc3fae0c53a2247de3c5fe.jpg?width=600&auto=webp,117,3,Furnished,,,,,3011BT,2021-10-01
120,1000,3082 PS Rotterdam (Oud Charlois),Apartment Zuidhoek,Fonzt,/apartment-for-rent/rotterdam/2dc2d104/zuidhoek,https://media.pararius.nl/image/PR0001658000/PR0001658773/image/jpeg/400x600/RotterdamZuidhoek-ecc7_2.jpg,50,2,Upholstered,,,,,3082PS,2021-10-01
121,1625,4331 ST Middelburg (Damplein),House Singelstraat,Rotsvast Middelburg,/house-for-rent/middelburg/54268b2f/singelstraat,https://casco-media-prod.global.ssl.fastly.net/54268b2f-42cd-51d7-9251-3b6bdf57e398/82fc27e82bd04f5963f94238b50e4697.jpg?width=600&auto=webp,191,6,Upholstered,,,,,4331ST,2021-10-01
122,1750,1012 RP Amsterdam (Burgwallen-Nieuwe Zijde),Apartment Rosmarijnsteeg 13,BrinkBorgh Makelaardij,/apartment-for-rent/amsterdam/8c4c5e78/rosmarijnsteeg,https://casco-media-prod.global.ssl.fastly.net/8c4c5e78-ed95-5834-afaf-40afd4100045/0056df46f25a47123115473c1eb5da0b.jpg?width=600&auto=webp,77,3,Upholstered,,,,,1012RP,2021-10-01
123,390,8012 TM Zwolle (Oud-Assendorp),Room Van Ittersumstraat,Maxx Zwolle,/room-for-rent/zwolle/c16fa6e9/van-ittersumstraat,https://casco-media-prod.global.ssl.fastly.net/c16fa6e9-9136-50cf-8077-6c0fd359f8d1/ec0dd02b49d7bf71a597d6627449291f.jpg?width=600&auto=webp,16,1,Shell,,,,,8012TM,2021-10-01
124,1490,3031 AM Rotterdam (Rubroek),Apartment Jonker Fransstraat,Expat Housing,/apartment-for-rent/rotterdam/1ba6dc22/jonker-fransstraat,https://casco-media-prod.global.ssl.fastly.net/1ba6dc22-8c33-5b65-89ef-3ed3e2e106f4/7f2ef482dc64569251e7553445977bca.jpg?width=600&auto=webp,65,2,Upholstered or furnished,,,,,3031AM,2021-10-01
125,1250,9003 MC Warten (Warten),House Bûtenstreek,Regent Makelaars,/house-for-rent/warten/e08ef6c7/butenstreek,https://casco-media-prod.global.ssl.fastly.net/e08ef6c7-4838-5a0f-9793-40336d790fb8/95a3dc92ec2bbee236096a9375cfefb3.jpg?width=600&auto=webp,85,4,,,,2001-2010,,9003MC,2021-10-01
126,950,1404 DG Bussum (Raadhuisplein),Apartment Olmenlaan 4 B-4,Heimstaden,/apartment-for-rent/bussum/93377907/olmenlaan,https://casco-media-prod.global.ssl.fastly.net/93377907-3523-549a-b215-2dbdfb15f50e/e19bf96e19b64a7cb61fe1c0afa9310f.jpg?width=600&auto=webp,45,2,Upholstered,,,,,1404DG,2021-10-01
127,635,8931 BB Leeuwarden (Nijlân),Apartment Zeesterstraat 3,Estatia Makelaardij & Beheer,/apartment-for-rent/leeuwarden/9f298a7d/zeesterstraat,https://media.pararius.nl/image/PR0001658000/PR0001658772/image/jpeg/400x600/LeeuwardenZeesterstraat-8030_1.jpg,85,3,Shell,,,,,8931BB,2021-10-01
128,1600,6413 SN Heerlen (Heerlerheide Kom),House Netelstraat 5,Wooncheckpunt Makelaars,/house-for-rent/heerlen/027420ee/netelstraat,https://casco-media-prod.global.ssl.fastly.net/027420ee-a482-5493-b0cd-ed7e06f4415b/73413dd89ece2ca4ee053c56e635049b.jpg?width=600&auto=webp,152,11,,,90,,,6413SN,2021-10-01
129,3500,3072 AP Rotterdam (Kop van Zuid),Apartment Wilhelminakade,IRIS Housing Rotterdam,/apartment-for-rent/rotterdam/8c05cc3f/wilhelminakade,https://media.pararius.nl/image/PR0001657000/PR0001657614/image/jpeg/400x600/RotterdamWilhelminakade-d438_3.jpg,127,3,Furnished,,,,,3072AP,2021-10-01
130,1250,2202 PL Noordwijk (Dorpskern),Apartment Reinout 32,Tweelwonen.nl Noordwijk,/apartment-for-rent/noordwijk-zh/ff96fd74/reinout,https://casco-media-prod.global.ssl.fastly.net/ff96fd74-f455-5e7b-8b95-6867b12f7b08/ddf2ef6932ca6c7af9c6956b726fdd37.jpg?width=600&auto=webp,67,3,Upholstered,,,,,2202PL,2021-10-01
131,1295,6525 CG Nijmegen (Groeoud),House Grevinckstraat,123Wonen Nijmegen,/house-for-rent/nijmegen/8033212c/grevinckstraat,https://casco-media-prod.global.ssl.fastly.net/8033212c-2a09-591f-a874-fe1054106377/a475c9e007f36b66545f20a05915efed.jpg?width=600&auto=webp,101,4,Upholstered,,,,,6525CG,2021-10-01
132,1300,2014 HV Haarlem (Natuurkundigenbuurt-oost),Apartment Pieter van Musschenbroekstraat 31,Amstelland Makelaars,/apartment-for-rent/haarlem/dfe3caa2/pieter-van-musschenbroekstraat,https://casco-media-prod.global.ssl.fastly.net/dfe3caa2-3b85-5764-aa8d-802789f64291/626e225262da296b2248668ca54f8144.jpg?width=600&auto=webp,45,2,Upholstered,,,,,2014HV,2021-10-01
133,395,5503 RB Veldhoven (D'Ekker),Room Lange Kruisweg,Friendly Housing,/room-for-rent/veldhoven/a63c5dda/lange-kruisweg,https://casco-media-prod.global.ssl.fastly.net/a63c5dda-f78a-5b87-9d5e-f6dff6bf6c00/8451ba430cc4864b4bd455ed042878c2.jpg?width=600&auto=webp,12,6,Furnished,,,,,5503RB,2021-10-01
134,1915,1011 NA Amsterdam (Nieuwmarkt/Lastage),Apartment Valkenburgerstraat,IdealEstate Housing Consultancy,/apartment-for-rent/amsterdam/7f894dcb/valkenburgerstraat,https://media.pararius.nl/image/PR0001658000/PR0001658771/image/jpeg/400x600/AmsterdamValkenburgerstraat-5807_1.jpg,90,3,Furnished,,,,,1011NA,2021-10-01
135,1020,3038 XR Rotterdam (Bergpolder),Apartment Noorderhavenkade 110 C III - 3e,Rent a Stone,/apartment-for-rent/rotterdam/3afbd47c/noorderhavenkade,https://casco-media-prod.global.ssl.fastly.net/3afbd47c-5990-59a6-9a59-4c9ea5bdabd0/6c63052b2497f252da1b547a1bfb7e72.jpg?width=600&auto=webp,55,2,Furnished,,,,,3038XR,2021-10-01
136,1250,5308 JK Aalst (Verspreide huizen in de polder Aalst),House Zaaiwaard,123Wonen Den Bosch,/house-for-rent/aalst/f002c9d3/zaaiwaard,https://casco-media-prod.global.ssl.fastly.net/f002c9d3-84ec-5387-880c-e8404a4f5a52/9f067b5993313ac48099e15b0176ce5a.jpg?width=600&auto=webp,55,2,Furnished,,,,,5308JK,2021-10-01
137,1850,1098 HS Amsterdam (Middenmeer),Apartment Laplacestraat,Allround Apartments,/apartment-for-rent/amsterdam/a57754ab/laplacestraat,https://casco-media-prod.global.ssl.fastly.net/a57754ab-cc67-5fdb-9eb5-bd33d1be7a44/c6a1a652ab900f7dcfe58c7bef686d4b.jpg?width=600&auto=webp,95,6,,,,1930,,1098HS,2021-10-01
138,850,3705 BE Zeist (Patijnpark),Apartment Oude Arnhemseweg 273,Your-House,/apartment-for-rent/zeist/09ce6b44/oude-arnhemseweg,https://casco-media-prod.global.ssl.fastly.net/09ce6b44-19ad-5c65-9194-bce681f90ac5/c298bacec32e7e990335fc66072ece56.jpg?width=600&auto=webp,50,2,Upholstered,,,,,3705BE,2021-10-01
139,1015,2573 LP Den Haag (Oostbroek-Noord),House Apeldoornselaan,Immovita,/house-for-rent/den-haag/28dc2125/apeldoornselaan,https://casco-media-prod.global.ssl.fastly.net/28dc2125-42b4-54ba-8da7-3c551fac0bb9/4a95f8aab583e5d074e3949aa89ea5fc.jpg?width=600&auto=webp,80,3,Upholstered,,,,,2573LP,2021-10-01
140,415,1065 KK Amsterdam (Slotervaart Zuid),Apartment Tourniairestraat,Van Der Huizen,/apartment-for-rent/amsterdam/d669fb39/tourniairestraat,https://casco-media-prod.global.ssl.fastly.net/d669fb39-27bf-508a-b293-d952eb943894/cdaec00c5b45cee3195039b341a51911.jpg?width=600&auto=webp,20,1,Upholstered,,,,,1065KK,2021-10-01
141,480,1065 KK Amsterdam (Slotervaart Zuid),Apartment Tourniairestraat,Van Der Huizen,/apartment-for-rent/amsterdam/01ff91f2/tourniairestraat,https://casco-media-prod.global.ssl.fastly.net/01ff91f2-24bd-586a-9cfa-b1112e5c4205/a54610c4bcc42f60087ed689f79d3102.jpg?width=600&auto=webp,29,1,Upholstered,,,,,1065KK,2021-10-01
142,790,9401 AT Assen (Galgenveld),Apartment Rolderstraat 38,I Property Management,/apartment-for-rent/assen/3848a35f/rolderstraat,https://media.pararius.nl/image/PR0001658000/PR0001658770/image/jpeg/400x600/AssenRolderstraat-7249_12.jpg,42,2,Upholstered,,,,,9401AT,2021-10-01
143,2500,2512 GS Den Haag (Kortenbos),Apartment Westeinde 13 A,Kimmel & Co. Makelaarskantoor o.g. b.v.,/apartment-for-rent/den-haag/50900489/westeinde,https://casco-media-prod.global.ssl.fastly.net/50900489-adaa-5f45-aeac-87c150912820/df12ae3d5781cb4ea33f6b9d5d545721.jpg?width=600&auto=webp,117,3,Upholstered or furnished,,,,,2512GS,2021-10-01
144,3950,1016 BE Amsterdam (Grachtengordel-West),Apartment Herengracht 187 A,Amsterdam Housing,/apartment-for-rent/amsterdam/925a314d/herengracht,https://casco-media-prod.global.ssl.fastly.net/925a314d-b821-53a0-8ad7-ae837e1f1ed3/0508381deeb19a8232912fb57a5415fc.jpg?width=600&auto=webp,130,3,Furnished,,,,,1016BE,2021-10-01
