city,latitude,longitude,Provincie,population
Statenkwartier,50.85234,5.68698,Limburg,
Statenkwartier,50.85234,5.68698,Gelderland,
Buitenhof-Noord,52.24765,4.80571,Zuid-Holland,
Benschop-Dorp,52.00972,4.98705,Utrecht,
Fazantenkamp,52.13041,5.02045,Utrecht,
Bergpolder,51.93449,4.46628,Zuid-Holland,
Huizermaat Noord,52.30266,5.26104,Noord-Holland,
Boshuizen,52.1482,4.47219,Zuid-Holland,
Vinkhuizen-Noord,53.22966,6.52534,Groningen,
Stations omgeving,52.72233,4.7329,Noord-Holland,
Braakhuizen-Zuid,51.42404,5.5688,Noord-Brabant,
Java-eiland,52.37821,4.93081,Noord-Holland,
Riet Noord,52.29942,5.25381,Overijssel,
Haagse Bos,52.09114,4.33524,Zuid-Holland,
Capelle / Nieuwe Vaart,51.67777,4.98324,Noord-Brabant,
Zwanenburg,52.37786,4.74374,Noord-Holland,
Stadbroek,51.00324,5.88241,Limburg,
Bastion,52.51978,5.48011,Flevoland,
Heusden,51.68888,5.16551,Noord-Brabant,
Meilust Noord,51.50644,4.29803,Noord-Brabant,
Utrechtse Heuvelrug,52.02865,5.39488,Utrecht,
Drechterland,52.65571,5.18536,Noord-Holland,
Achterdijk,51.87497,5.02275,Utrecht,
Nieuw- en Sint Joosland,51.48197,3.65688,Zeeland,
Marlot,52.00478,4.34249,Zuid-Holland,
Broekerhaven,52.68817,5.25323,Noord-Holland,
Rijssen-Holten,52.28432,6.44078,Overijssel,
Noorderhaven,53.21985,6.55793,Noord-Holland,
Sinnevelt,52.40069,4.63153,Noord-Holland,
Kerstroosplein,51.41849,5.49356,Noord-Brabant,
Kamerik,52.11127,4.89355,Utrecht,
Homeruskwartier,52.35829,5.15372,Flevoland,
City,51.58823,4.77638,Overijssel,
City,51.58823,4.77638,Noord-Brabant,
De Afhang,51.45474,6.04,Limburg,
Poederoijen,51.78743,5.07984,Gelderland,
Berg en Dal,51.81136,5.91703,Gelderland,
Spangen,51.91732,4.4357,Zuid-Holland,
's-Gravenhage,52.07998,4.31135,Zuid-Holland,
Spoordonk,51.51761,5.27269,Noord-Brabant,
St. Marten,18.04237,-63.05499,Gelderland,
Westhaven Noord,52.40594,4.81885,Noord-Holland,
De Eenhoorn,52.35843,4.63786,Noord-Holland,
Vesting Muiden,52.33098,5.06951,Noord-Holland,
Vreeland Dorp,52.22992,5.03132,Utrecht,
Zwartewaterland,52.60992,6.04552,Overijssel,
Plaszoom,51.98368,4.47135,Noord-Holland,
Emmer-Compascuum,52.81153,7.04621,Drenthe,
Dichterswijk,52.08454,5.10858,Utrecht,
Dorp Driemond,52.3054,5.01655,Noord-Holland,
Boekelerveld,52.22741,6.93243,Overijssel,
Hof,51.35306,5.87359,Utrecht,
Architectenbuurt,52.36813,4.94275,Noord-Holland,
Philipsdorp,51.44124,5.46299,Noord-Brabant,
Leeuwendaal,52.05595,4.34286,Zuid-Holland,
Transvaalbuurt Oost,52.35386,4.92017,Noord-Holland,
Bergwijkpark,52.32696,4.95632,Noord-Holland,
Voorst,52.23741,6.08627,Gelderland,
's Gravenland,51.91677,4.56636,Zuid-Holland,
Halve Maan-Zuid,51.83499,4.98318,Utrecht,
Duindorp,52.09012,4.25802,Zuid-Holland,
RAI,52.33703,4.89023,Noord-Holland,
Groot IJsselmonde,51.88535,4.54338,Zuid-Holland,
Waterrijk,51.43725,5.39792,Noord-Brabant,
Kijkduin,52.06883,4.22231,Zuid-Holland,
De Fryske Marren,52.91184,5.71388,Friesland,
Malburgen-West,51.96993,5.89654,Gelderland,
Roerdalen,51.14547,6.03439,Limburg,
Noordvest,52.16368,4.49243,Zuid-Holland,
Spuistraat Zuid,52.07754,4.31199,Noord-Holland,
Waterwijk,52.03493,4.36787,Flevoland,
Stalkaarsen,51.84246,4.96052,Zuid-Holland,
De Horn-Zuid,52.65259,4.76198,Noord-Holland,
Rozenprieel-noord,52.37492,4.64075,Noord-Holland,
Malberg,50.86136,5.65577,Limburg,
Groente- en Fruitmarkt,52.05962,4.30159,Zuid-Holland,
Peel en Maas,51.33064,5.97936,Limburg,
Uilenburg,52.37042,4.90474,Noord-Holland,
Lievendaal,51.44267,5.43424,Noord-Brabant,
Bloemenbuurt-oost,51.94949,5.2253,Zuid-Holland,
Koestal,51.97655,4.16803,Zuid-Holland,
Loenen aan de Vecht,52.20983,5.02156,Utrecht,
Oostrum,53.33059,6.0608,Limburg,
Hintham-Noord,51.70379,5.34177,Noord-Brabant,
Historisch Centrum,52.20438,6.80105,Drenthe,
Meerdijk,51.67659,5.07922,Noord-Brabant,
Limbrichterveld,51.00669,5.85331,Limburg,
Augustinuspark,52.29328,4.86093,Noord-Holland,
Poptahof-Zuid,51.9978,4.3499,Zuid-Holland,
Lombardijen,51.87768,4.52109,Zuid-Holland,
Struisenburg,51.9204,4.50511,Zuid-Holland,
Middenmeer,52.81115,4.99485,Noord-Holland,
Edam-Volendam,52.54861,5.02662,Noord-Holland,
Weteringbuurt,52.36019,4.88825,Noord-Holland,
Lewedorp,51.49634,3.74928,Zeeland,
Centrum Moergestel,51.54507,5.18217,Noord-Brabant,
Oostelijke Handelskade,52.37507,4.93106,Noord-Holland,
Schaijk,51.74635,5.63147,Noord-Brabant,
Huygenspark,52.02883,5.65156,Zuid-Holland,
Overwhere-Noord,52.51122,4.96709,Noord-Holland,
Kralingen West,51.92509,4.50537,Zuid-Holland,
Kraayenstein,52.04588,4.23648,Zuid-Holland,
Fatima,51.2522,5.69909,Limburg,
Rivierenbuurt-Oost,52.07911,4.32304,Utrecht,
Wyckerpoort,50.85086,5.70832,Limburg,
Aerdenhout,52.36299,4.59091,Noord-Holland,
Herreweg,51.78603,5.70598,Noord-Brabant,
Parkwijk,52.76755,5.11358,Flevoland,
Gerardusplein,51.41997,5.48782,Noord-Brabant,
Twiske West,53.21169,5.9446,Noord-Holland,
d'Oude Morsch,52.16187,4.48226,Zuid-Holland,
Rokkeveen-West,52.0401,4.48296,Zuid-Holland,
Nijlân,53.18703,5.78521,Friesland,
Vrieheide,50.92187,5.96707,Limburg,
Willis,52.36119,5.28699,Noord-Holland,
Dorp Noord,52.57447,4.99878,Zuid-Holland,
Rijnhuizen,52.02766,5.03307,Utrecht,
IJselbuurt West,52.34818,4.90479,Noord-Holland,
Graafsebuurt-Noord,51.69752,5.32515,Noord-Brabant,
Dieze-Centrum,51.68572,5.30704,Overijssel,
Kaalheide,50.86349,6.03898,Limburg,
Warmenhuizen-West,52.72241,4.73452,Noord-Holland,
Karpen,51.45279,5.5061,Noord-Brabant,
Bosjes van Pex,52.07307,4.24772,Zuid-Holland,
Wezep-Oost,52.47202,6.00208,Gelderland,
Bergen-Centrum,52.66998,4.70168,Noord-Holland,
Elzent-Noord,51.43091,5.48153,Noord-Brabant,
De Edelstenenbuurt,51.71138,5.30343,Noord-Brabant,
Pierik,52.10426,6.50019,Overijssel,
Wijdemeren,52.22561,5.09037,Noord-Holland,
Bleijerheide,50.8528,6.0665,Limburg,
Woenselse Heide,51.47973,5.46324,Noord-Brabant,
Beekdaelen,50.9345,5.88869,Limburg,
Loven Noord,51.56406,5.09573,Noord-Brabant,
Overtoomse Veld Noord,52.36154,4.83975,Noord-Holland,
Hoofddorp Toolenburg Oost,52.29724,4.67021,Noord-Holland,
Geeren-Zuid,51.60443,4.798,Noord-Brabant,
Bovenkerk,52.2927,4.83338,Noord-Holland,
Oosterstraat,53.21611,6.57111,Overijssel,
Westerdokseiland,52.38683,4.8927,Noord-Holland,
Lombok-West,52.95678,4.75059,Utrecht,
Zwanenbeemd,51.48845,5.64479,Noord-Brabant,
Wolfheze,52.00567,5.79239,Gelderland,
Groot Rennemig,50.9126,5.95224,Limburg,
Binnenstad-Centrum,51.68918,5.30309,Overijssel,
Binnenstad-Centrum,51.68918,5.30309,Noord-Brabant,
Professorenbuurt,53.23084,6.57399,Groningen,
Monster,52.0223,4.17153,Zuid-Holland,
Veldzigt,52.07276,5.04864,Noord-Holland,
Hillesluis,51.89326,4.51236,Zuid-Holland,
Vlietzoom-Oost,52.06977,4.37477,Zuid-Holland,
Kraaihoek,51.82515,4.69217,Zuid-Holland,
Nassaubuurt,52.09021,4.31904,Zuid-Holland,
Sumar,53.17861,6.00039,Friesland,
Zwaluwenstraat,52.16046,5.4061,Utrecht,
Geuzenkwartier,52.10783,5.09835,Zuid-Holland,
Zijdelwaard,52.24621,4.82832,Noord-Holland,
Jankenberg,51.51841,4.2795,Noord-Brabant,
Rivierenwijk,52.0738,5.115,Utrecht,
Krakeelpolder,52.00575,4.35008,Zuid-Holland,
Olympiakwartier,52.34184,5.1509,Flevoland,
Herkenbosch,51.15489,6.06601,Limburg,
Ressen,51.88716,5.87629,Gelderland,
Molenvliet-West,51.82228,4.61957,Utrecht,
Bomenbuurt-west,52.07884,4.27021,Noord-Holland,
Kaag,52.21326,4.55833,Zuid-Holland,
Bossenburgh - Weyevliet,51.46036,3.58164,Zeeland,
De Werven,52.33853,5.22251,Flevoland,
Rokkeveen-Oost,52.03848,4.49284,Zuid-Holland,
Velsen,52.45191,4.60389,Noord-Holland,
Ouddorp oude nieuwlandseweg,51.82622,3.93167,Zuid-Holland,
Sint Anna Zuid,52.15514,4.48523,Noord-Brabant,
Blixembosch-Oost,51.48947,5.4765,Noord-Brabant,
Heusdenhout,51.58218,4.8238,Noord-Brabant,
Kelpen-Oler,51.21899,5.8244,Limburg,
Pernis,51.88909,4.38772,Zuid-Holland,
Geldrop-Mierlo,51.43182,5.59181,Noord-Brabant,
De Held,53.22695,6.51376,Groningen,
Transvaalkwartier-Zuid,52.06513,4.29338,Zuid-Holland,
Zaailand,51.88116,4.50318,Friesland,
Noordbroek,53.19261,6.87408,Groningen,
Oranjewijk Zuid,52.14669,4.52933,Zuid-Holland,
Binnenstad Kampen,52.55836,5.91646,Overijssel,
Transwijk-Noord,52.06725,5.10704,Utrecht,
Zeverijn,52.21881,5.15014,Noord-Holland,
Transvaalwijk,53.20635,5.7909,Friesland,
Middenmeer Noord,52.81115,4.99485,Noord-Holland,
Czaar Peterbuurt,52.36907,4.9283,Noord-Holland,
Hoge Akkers,51.345,5.4572,Noord-Brabant,
Nieuw Mathenesse,51.91016,4.42595,Zuid-Holland,
Neder-Hardinxveld,51.82813,4.83712,Zuid-Holland,
Rembrandtkwartier,52.05035,4.33398,Zuid-Holland,
Havenwijk-Zuid,52.16112,4.50195,Zuid-Holland,
Spaarndam,52.41496,4.67398,Noord-Holland,
Roer-Zuid,51.18054,5.98016,Limburg,
Da Costabuurt Noord,52.37001,4.87208,Noord-Holland,
Heikant-Oost,51.42601,5.39718,Noord-Brabant,
Duivelseiland,52.35351,4.88422,Noord-Holland,
Buurt 8,52.70648,5.05807,Noord-Holland,
Roomburg,52.14712,4.51433,Zuid-Holland,
Amstelkwartier Noord,52.33723,4.91649,Noord-Holland,
Echt Centrum,52.083,4.30514,Limburg,
Hagerhof-West,51.35871,6.16692,Limburg,
Groot Holthuizen,51.91988,6.09943,Gelderland,
Oud Mathenesse,51.91655,4.42091,Zuid-Holland,
's-Heerenhoek,51.45361,3.76904,Zeeland,
Biezen-West,51.84923,5.84658,Zuid-Holland,
Westpolder,51.83656,4.68514,Zuid-Holland,
Kloosterzande,51.36756,4.01051,Zeeland,
Weespertrekvaart,52.33778,4.94697,Noord-Holland,
Haarlemmermeer,52.32384,4.71526,Noord-Holland,
De Heuvel,51.94315,5.2864,Zuid-Holland,
Buurt 4 Oost,52.36199,4.93897,Noord-Holland,
Teylingen,52.21739,4.51139,Zuid-Holland,
Noorden,52.16627,4.82709,Zuid-Holland,
Bomenwijk,52.01882,4.3655,Zuid-Holland,
Weerdingerkanaal,52.86713,7.00639,Drenthe,
Moerdijk,51.66277,4.52559,Noord-Brabant,
Braakhuizen-Noord,51.43145,5.56829,Noord-Brabant,
Zuidplein,51.88689,4.48833,Zuid-Holland,
Kortenbos,52.07713,4.30205,Zuid-Holland,
De Plantage,51.86902,5.29394,Zuid-Holland,
Indische Buurt-Zuid,52.95588,4.75186,Zuid-Holland,
Wijhe Centrum,52.33734,6.11146,Overijssel,
Wittevrouwen,52.09769,5.13196,Utrecht,
Biddinghuizen,52.45522,5.69216,Flevoland,
De Meern,52.08118,5.03636,Utrecht,
Schildersbuurt-Noord,51.65852,4.87599,Zuid-Holland,
Uilennest,52.09572,4.334,Zuid-Holland,
's-Hertogenbosch,51.68894,5.30312,Noord-Brabant,
Stede Broec,52.69729,5.22599,Noord-Holland,
Rapenland,51.46242,5.47243,Noord-Brabant,
Fortuinwijk-Zuid,52.14132,4.47183,Zuid-Holland,
Irisbuurt,51.4343,5.49434,Noord-Brabant,
Vogelbuurt,52.38685,4.91937,Zuid-Holland,
Doornakkers-West,51.43994,5.50891,Noord-Brabant,
Markt,50.85142,5.69054,Gelderland,
Anna's Hoeve,52.21896,5.21053,Noord-Holland,
Kerkebogten,51.35599,5.32376,Noord-Brabant,
Ellertsveld,52.49663,5.46392,Noord-Holland,
Strijp S,51.44663,5.45766,Noord-Brabant,
Brummelhof,51.88776,6.30643,Gelderland,
Langestraat e.o.,52.26638,6.79021,Noord-Holland,
Enka,52.02343,5.67706,Gelderland,
Bisonspoor,52.13665,5.029,Utrecht,
Danswijk,52.36487,5.25734,Flevoland,
Aawijk-Zuid,51.69026,5.32936,Noord-Brabant,
Utrechtsestraat,52.36515,4.8977,Gelderland,
Landen,51.50098,-0.18224,Zuid-Holland,
Lawijckerhof,52.00243,5.79437,Gelderland,
Katspolder,51.31984,3.85599,Zeeland,
Wilnis Dorp,52.19524,4.90388,Utrecht,
Rugge,53.21972,6.59071,Zuid-Holland,
De Burgen,51.86969,4.4957,Noord-Holland,
Groote Kreek,51.27519,4.06921,Utrecht,
Het Zand,51.57082,5.05569,Noord-Brabant,
Bovensmilde,52.97602,6.48145,Drenthe,
Horst-Centrum,52.99774,6.5653,Limburg,
Verzetsheldenbuurt,51.8078,4.62932,Noord-Holland,
De Pijp,52.35424,4.89695,Noord-Holland,
Sint Anna Noord,51.69004,5.27519,Noord-Brabant,
Maasdriel,51.78534,5.31679,Gelderland,
Hoogvenne West,53.27682,5.94875,Noord-Brabant,
Utrechtseweg,52.09625,5.21861,Utrecht,
Zuidpolder Delfgauw,51.9827,4.40819,Zuid-Holland,
Bloemenbuurt,52.07266,4.25707,Flevoland,
Bloemenbuurt,52.07266,4.25707,Noord-Holland,
Gorechtbuurt,53.22406,6.57808,Groningen,
De Grienden,52.34001,5.23963,Flevoland,
Artiestenbuurt,52.03811,4.31834,Zuid-Holland,
Waldeck-Zuid,52.05976,4.22898,Zuid-Holland,
Graafsebuurt-Zuid,51.69492,5.32654,Noord-Brabant,
De Moer,51.6238,5.01366,Noord-Brabant,
Westerhaar-Vriezenveensewijk,52.4548,6.61996,Overijssel,
Hoofddorp Zuid,52.276,4.7085,Noord-Holland,
Holtenbroek II,52.52638,6.08287,Overijssel,
De Wijngaard,52.02497,4.24946,Utrecht,
Gouden Bocht,52.36583,4.8901,Noord-Holland,
Achterveld,52.13574,5.49656,Utrecht,
Hoge Dennen,52.07994,5.25931,Utrecht,
Heeze-Leende,51.35864,5.57798,Noord-Brabant,
Vogelbuurt Zuid,51.83553,4.12529,Noord-Holland,
Vaartbroek,51.47903,5.49663,Noord-Brabant,
Westvoorne,51.8883,4.05991,Zuid-Holland,
Vondellaan,53.20174,6.56613,Noord-Holland,
Hoefstraat Zuid,52.15402,4.49364,Noord-Brabant,
Carré,52.08984,5.11779,Utrecht,
Sintenbuurt,51.42426,5.50111,Noord-Brabant,
Levendaal-West,52.1549,4.49634,Zuid-Holland,
Hollesteeg,51.65414,5.94226,Noord-Brabant,
Nijverheidswerf,52.26824,5.17177,Noord-Holland,
Trouwlaan,51.54936,5.07842,Noord-Brabant,
Huizum-Bornia,53.19093,5.79983,Friesland,
Oud-West,52.36481,4.86976,Noord-Brabant,
Brouwhuis-Oost,52.04724,6.62048,Noord-Brabant,
Hem,52.66078,5.18354,Noord-Holland,
Nieuw-Vennep,52.26475,4.63356,Noord-Holland,
Havenwijk-Noord,52.16027,4.49282,Zuid-Holland,
Haarkamp,52.18663,5.61313,Gelderland,
Hoekveen,52.18862,5.43472,Utrecht,
Helpman,53.19817,6.58022,Groningen,
De Hoven,52.14133,6.18251,Overijssel,
De Hoven,52.14133,6.18251,Noord-Brabant,
Zeelst,51.42494,5.41545,Noord-Brabant,
De Mheen,52.21652,5.98732,Gelderland,
Riet Zuid,51.85496,4.53063,Overijssel,
Vissershaven,51.44039,3.57574,Zuid-Holland,
Nuenen-Noord,51.48603,5.54401,Noord-Brabant,
In de Veste,51.69173,4.43656,Zuid-Holland,
Schilderswijk,52.06642,4.30721,Utrecht,
Deurne-Centrum,51.47424,5.76596,Noord-Brabant,
Ilpendam,52.4664,4.95143,Noord-Holland,
Uiterwaard,52.65392,4.82564,Zuid-Holland,
Genoenhuis,51.41104,5.54381,Noord-Brabant,
Emerald Centrum,52.0043,4.39174,Zuid-Holland,
Boschstraatkwartier,50.85404,5.69192,Limburg,
Huiswaard-2-Oost,52.6464,4.76378,Noord-Holland,
Koolhoven Noord,51.57185,4.98378,Noord-Brabant,
Overkroeten,51.6259,4.73723,Noord-Brabant,
Vrijenburg,51.86054,4.50271,Zuid-Holland,
Moerwijk-West,51.6087,4.79097,Zuid-Holland,
Plantage,52.3657,4.91366,Noord-Holland,
Heestereng,52.02834,5.6177,Gelderland,
Europaplein,52.34161,4.89147,Zuid-Holland,
Boulevard Noord,52.62166,4.62154,Noord-Holland,
Midden,51.95017,6.2826,Zuid-Holland,
Bovenmaat-Oost,52.29498,5.27135,Noord-Holland,
Vessem,51.41925,5.28821,Noord-Brabant,
Bilthoven Noord,52.13019,5.20468,Utrecht,
Oud-Valkenburg,50.85482,5.85397,Limburg,
Naarden Vesting,52.30612,5.15006,Noord-Holland,
Wormerveer Noord,52.49522,4.78766,Noord-Holland,
Wilhelminapark,51.37534,6.17079,Utrecht,
Eemdijk,52.25391,5.32928,Utrecht,
Oudeschoot,52.93343,5.95601,Friesland,
Blauwe Kei,51.57721,4.79887,Noord-Brabant,
Meppen,52.78144,6.6958,Drenthe,
Belfort,50.84629,5.66031,Limburg,
Bazeldonk,51.68558,5.32121,Noord-Brabant,
Oosterblokker,52.66917,5.11903,Noord-Holland,
De Ververt,51.79738,5.73237,Gelderland,
Duivendrecht,52.32353,4.93649,Noord-Holland,
Rembrandtpark Zuid,52.15997,4.48148,Noord-Holland,
Santpoort-Noord,52.43388,4.63255,Noord-Holland,
Dwarsgouw,52.43321,5.03472,Noord-Holland,
"Muschberg, Geestenberg",51.45105,5.52018,Noord-Brabant,
Delfzijl-West,53.33201,6.90702,Groningen,
Loven Zuid,51.17443,6.01491,Noord-Brabant,
Mastbos,51.5473,4.76595,Noord-Brabant,
Nieuw-Wassenaar,52.11448,4.36385,Zuid-Holland,
Wormerveer Zuid,52.06135,4.27068,Noord-Holland,
Gilze,51.54165,4.94439,Noord-Brabant,
Kanaalzicht,51.82609,4.13754,Zuid-Holland,
Bemelen,50.84726,5.7639,Limburg,
't Loon,50.88602,5.97019,Limburg,
Scheldebuurt West,52.34279,4.89536,Noord-Holland,
Biervliet,51.32849,3.68542,Zeeland,
Bagijneweide,52.51367,6.10593,Overijssel,
Montferland,51.92401,6.20551,Gelderland,
Staatsliedenkwartier,52.62396,4.7497,Noord-Holland,
Zwarte Berg,51.47963,6.19001,Noord-Holland,
Stadshart,52.06164,4.49054,Noord-Holland,
Koog aan de Zaan,52.46205,4.80714,Noord-Holland,
Bovenveen,52.42508,5.89844,Zuid-Holland,
Bosleeuw,52.38082,4.84559,Noord-Holland,
's-Gravenzande,52.00283,4.16038,Zuid-Holland,
Zevenbergschen Hoek,51.67253,4.67757,Noord-Brabant,
Steenbergen-Centrum,52.71127,5.75585,Noord-Brabant,
Voorburg Oud,52.0668,4.36002,Zuid-Holland,
Orden,52.20243,5.93641,Gelderland,
Scheendijk,52.16723,5.02599,Utrecht,
Prinsejagt,51.46845,5.45838,Noord-Brabant,
Visbuurt,52.95433,4.7703,Noord-Holland,
Centrum Almere Haven,52.3323,5.21776,Flevoland,
Echt-Susteren,51.08214,5.89913,Limburg,
Stromenwijk/'t Zand,51.49099,3.60118,Zeeland,
Schildersbuurt Zuid,51.81853,4.6405,Noord-Brabant,
Grote Haag,52.15279,5.38806,Utrecht,
Kloosterhof,52.15365,4.4559,Zuid-Holland,
Archipelbuurt,52.0922,4.30284,Zuid-Holland,
Pernis Rotterdam,51.88909,4.38772,Zuid-Holland,
Singels,52.04477,4.3733,Zuid-Holland,
De Heeg,50.82623,5.72431,Limburg,
Bezuidenhout-Oost,52.07921,4.34365,Zuid-Holland,
Goirke Noord,51.57742,5.08173,Noord-Brabant,
Westenenk,52.19686,5.95353,Gelderland,
Groeneweg,52.03722,6.62098,Noord-Holland,
Immerloo II,51.96122,5.91815,Gelderland,
Brusselsepoort,50.85121,5.66952,Limburg,
Heijenoord,51.98837,5.88724,Gelderland,
Randwijck West,52.1655,5.40891,Noord-Holland,
Foxhol,53.1672,6.72119,Groningen,
Indischebuurt,52.40396,5.30476,Flevoland,
Indischebuurt,52.40396,5.30476,Overijssel,
De Paauw,52.13856,4.4014,Zuid-Holland,
De Markiezaten,51.48098,4.292,Noord-Brabant,
Plaspoelpolder,52.03677,4.33078,Zuid-Holland,
Markgouw,52.45113,5.04073,Noord-Holland,
Kudelstaart,52.23428,4.74973,Noord-Holland,
De Bothoven,52.21917,6.90417,Overijssel,
Westenholte-Stins,52.52128,6.05372,Overijssel,
Hoofddorp Graan voor Visch,52.29287,4.69887,Noord-Holland,
De Omval,52.34501,4.9164,Noord-Holland,
Schouwen-Duiveland,51.68744,3.87662,Zeeland,
Het Ven,51.38612,6.192,Noord-Brabant,
Willemspark,52.08645,4.30474,Zuid-Holland,
Tytsjerksteradiel,53.20512,5.97345,Friesland,
Planciusbuurt Noord,52.38643,4.88473,Noord-Holland,
Wittenburg,52.37147,4.92177,Noord-Holland,
Kom Loosduinen,52.05307,4.24302,Zuid-Holland,
Milligen,52.22083,5.7779,Overijssel,
Rijnvliet,52.07862,5.06649,Utrecht,
Overhoeks,52.38688,4.90298,Noord-Holland,
Bloemenbuurt Noord,51.6271,4.86164,Noord-Holland,
Leidschendam-Voorburg,52.0926,4.43212,Zuid-Holland,
Vondellaan-Zuid,53.19763,6.56988,Noord-Brabant,
Angelslo,52.77884,6.92822,Drenthe,
Overhoven,51.00825,5.86834,Limburg,
Pijnacker Oost,52.01911,4.4301,Zuid-Holland,
Rijpelberg-West,51.48409,5.71321,Noord-Brabant,
Krabbendam,52.7315,4.70307,Noord-Holland,
Spekholzerheide,50.85974,6.02454,Limburg,
Kortfoort,51.76251,5.51858,Noord-Brabant,
Oostvaardersbuurt,52.40694,5.29487,Flevoland,
Blaricum-Dorp,52.27371,5.24296,Noord-Holland,
Delftzicht,52.00315,4.36052,Zuid-Holland,
Fatima West,50.84361,5.67173,Noord-Brabant,
Centrum-Oost,52.71715,5.75839,Zuid-Holland,
Centrum-Oost,52.71715,5.75839,Noord-Holland,
Kortendijk C,51.83204,4.9766,Noord-Brabant,
Het Rode Dorp,51.9942,4.34718,Noord-Holland,
Stationsgebied,53.21137,6.5649,Noord-Brabant,
Born,51.03383,5.80965,Limburg,
Kleipetten,52.18962,4.43213,Zuid-Holland,
Dorp Sloten,52.34177,4.79775,Noord-Holland,
Stevenfenne,52.20982,6.87214,Overijssel,
Tuindorp-Zuid,51.93205,4.64022,Overijssel,
Buurt 00,52.70564,5.05788,Zuid-Holland,
Bunschoten,52.23917,5.37341,Utrecht,
Bottendaal,51.83828,5.85676,Gelderland,
Leudal,51.23391,5.89585,Limburg,
Siddeburen,53.2471,6.86449,Groningen,
De Vogelwijk,52.07365,4.24513,Zuid-Holland,
Oude Binnenstad,51.44197,3.57503,Zeeland,
Gasthuiswijk,52.14544,4.47917,Zuid-Holland,
Singel,52.37646,4.8911,Overijssel,
Zoutelande,51.50183,3.48722,Zeeland,
Hengstdal,51.83328,5.88167,Gelderland,
Kom Engelen,51.72088,5.26515,Noord-Brabant,
Zegge,51.55604,4.5163,Noord-Brabant,
Boschveld,51.69354,5.28935,Noord-Brabant,
Heilige Land,52.0128,4.37171,Zuid-Holland,
Heksenwiel,51.62225,4.74375,Noord-Brabant,
Nieuw Noord - wonen,52.36132,4.80572,Noord-Holland,
Malpertuis,50.85836,5.66186,Limburg,
Voorburg Noord,51.64375,5.30156,Zuid-Holland,
Van der Kunbuurt,52.3467,4.91549,Noord-Holland,
Borgerbuurt,52.36311,4.86121,Noord-Holland,
Nieuwe Werk,51.90935,4.47743,Zuid-Holland,
Kastelenbuurt,51.18814,6.00815,Noord-Holland,
Oud Hoograven-Zuid,52.06844,5.12378,Utrecht,
Poelgeest,52.17941,4.49354,Zuid-Holland,
Science Park Noord,52.35365,4.95686,Noord-Holland,
St. Anna,51.82236,5.85068,Gelderland,
De Enk,52.29941,5.62057,Gelderland,
Badhoevedorp Noordwest,52.32356,4.75373,Noord-Holland,
Molenschot,51.57321,4.88246,Noord-Brabant,
Steenwijkerland,52.74788,6.0232,Overijssel,
Elzenhagen Zuid,52.40107,4.92697,Noord-Holland,
Centrum-Nieuw,52.18515,5.7705,Noord-Brabant,
Geleen-Centrum,50.9675,5.82831,Limburg,
Meierijstad,51.58845,5.51639,Noord-Brabant,
Wielewaal,51.8809,4.4612,Noord-Brabant,
Oude Dijk,51.55152,5.08522,Noord-Brabant,
Bolnes,51.89166,4.58192,Zuid-Holland,
Overschie,51.94025,4.42218,Zuid-Holland,
Kogerveld,52.45675,4.81919,Noord-Holland,
Vogelwijk,52.07938,4.25285,Zuid-Holland,
Muiderberg,52.3258,5.12216,Noord-Holland,
Zorgvliet,52.08659,4.28851,Zuid-Holland,
's-Graveland,52.23832,5.12172,Noord-Holland,
Blije,53.35201,5.8616,Friesland,
Binnenstad West,52.63188,4.74616,Noord-Brabant,
Componistenbuurt,53.00995,6.56216,Noord-Holland,
Componistenbuurt,53.00995,6.56216,Noord-Brabant,
Componistenbuurt,53.00995,6.56216,Zuid-Holland,
Bolsward-Noord,51.57899,5.02206,Friesland,
Laakkwartier-West,52.0605,4.32324,Zuid-Holland,
Liskwartier,51.93817,4.47422,Zuid-Holland,
Rozenburcht,52.13598,5.42891,Zuid-Holland,
Sportpark,53.41824,6.76444,Noord-Brabant,
Stommeer,52.26084,4.75457,Noord-Holland,
Kapel-Muggenbroek,51.18061,5.99789,Limburg,
Oranje Nassau,50.869,5.82577,Zuid-Holland,
Akersloot,52.55991,4.73203,Noord-Holland,
Middelbeers,51.46776,5.25081,Noord-Brabant,
Borsele,51.42891,3.83588,Zeeland,
Voorburg Midden,52.07729,4.40583,Zuid-Holland,
Groenoord-Midden,51.93736,4.3628,Zuid-Holland,
Dorpskern,52.89688,6.49769,Zuid-Holland,
Deppenbroek,52.24021,6.89239,Overijssel,
Westerhaar-West,52.0688,6.55882,Overijssel,
Centrumplan,51.64423,4.60581,Noord-Brabant,
Tolsteeg en Rotsoord,52.07401,5.12215,Utrecht,
Mensfort,51.46201,5.46598,Noord-Brabant,
Paleiskwartier,51.68795,5.28938,Noord-Brabant,
Noord 3,52.52778,6.11108,Noord-Brabant,
Cadzand,51.36634,3.41098,Zeeland,
Zandrijk,51.44683,5.40773,Noord-Brabant,
Bovensmilde-Centrum,52.94803,6.44423,Drenthe,
Hengevelde,52.20066,6.63651,Overijssel,
Krimpen Centrum,51.89394,4.62919,Zuid-Holland,
Termunterzijl,53.29898,7.03585,Groningen,
Driebergen-Rijsenburg,52.05165,5.28363,Utrecht,
Duivenkamp,52.34341,5.64958,Utrecht,
Weesperbuurt,52.36325,4.90805,Noord-Holland,
